"УИК №659"	"УИК №660"	"УИК №661"	"УИК №662"	"УИК №663"	"УИК №664"	"УИК №665"	"УИК №666"	"УИК №667"	"УИК №668"	"УИК №669"	"УИК №670"	"УИК №671"	"УИК №672"	"УИК №673"	"УИК №674"	"УИК №675"	"УИК №676"	"УИК №677"	"УИК №678"	"УИК №679"	"УИК №680"	"УИК №681"	"УИК №682"	"УИК №683"	"УИК №684"	"УИК №685"	"УИК №686"	"УИК №687"	
569	636	636	434	694	351	676	307	395	261	135	82	547	240	148	337	120	321	380	406	83	138	241	98	83	570	151	47	83	
525	590	590	390	650	320	600	275	370	240	140	75	520	220	150	320	115	300	350	390	80	125	235	90	80	520	135	50	75	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
403	398	398	273	413	223	422	194	228	177	106	54	307	138	86	186	82	189	157	248	63	95	145	56	48	340	110	39	61	
7	31	39	30	22	7	51	8	4	17	8	10	34	18	15	18	7	22	66	36	4	4	11	4	4	41	16	2	8	
115	161	153	87	215	90	127	73	138	46	26	11	179	64	49	116	26	89	127	106	13	26	79	30	28	139	9	9	6	
7	31	39	30	22	7	51	8	4	17	8	10	34	18	15	18	7	22	66	36	4	4	11	4	4	41	16	2	8	
403	398	398	273	413	223	422	194	228	177	106	54	307	138	86	186	82	189	157	248	63	95	145	56	48	340	110	39	61	
12	8	4	2	5	3	5	4	3	0	1	0	6	1	2	1	0	1	1	3	0	1	4	1	0	4	1	0	1	
398	421	433	301	430	227	468	198	229	194	113	64	335	155	99	203	89	210	222	281	67	98	152	59	52	377	125	41	68	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

1	4	4	1	0	2	3	1	1	1	0	1	1	2	0	0	0	2	4	3	0	2	0	0	0	5	4	1	1	
130	130	134	100	137	73	139	46	64	39	15	11	90	31	16	20	18	29	41	81	14	32	27	4	7	93	38	13	16	
13	32	22	6	33	13	23	17	20	8	12	4	12	12	6	8	5	19	19	24	5	8	6	6	7	29	13	2	13	
246	250	256	191	248	137	290	133	140	143	81	47	229	109	76	174	66	154	155	169	47	54	118	49	37	246	68	25	38	
3	2	8	1	8	1	5	0	3	1	3	0	2	0	0	0	0	2	1	2	1	0	0	0	0	1	0	0	0	
3	1	4	1	2	1	4	0	1	1	1	0	1	1	1	1	0	2	1	0	0	0	0	0	1	3	1	0	0	
2	2	4	1	2	0	2	0	0	0	1	1	0	0	0	0	0	1	1	0	0	2	1	0	0	0	1	0	0	
0	0	1	0	0	0	2	1	0	1	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	
