"УИК №2401"	"УИК №2402"	"УИК №2403"	"УИК №2404"	"УИК №2405"	"УИК №2406"	"УИК №2407"	"УИК №2408"	"УИК №2409"	"УИК №2410"	"УИК №2411"	"УИК №2412"	"УИК №2413"	"УИК №2414"	"УИК №2415"	"УИК №2416"	"УИК №2417"	"УИК №2418"	"УИК №2419"	"УИК №2420"	"УИК №2421"	"УИК №2422"	"УИК №2423"	"УИК №2424"	"УИК №2425"	"УИК №2426"	"УИК №2427"	"УИК №2428"	"УИК №2429"	"УИК №2430"	"УИК №2431"	"УИК №2432"	"УИК №2433"	"УИК №2434"	"УИК №2435"	"УИК №2436"	"УИК №2437"	
1330	1858	1552	1517	1416	1056	1961	1286	1513	1195	1064	1813	1433	1891	2152	1652	1349	1865	1696	1698	1749	1664	2142	1556	2411	1770	1510	1625	1324	1318	1489	1624	1551	1379	1846	313	501	
1300	1500	1200	1400	1100	1000	1800	1150	1200	1000	900	1400	1200	1700	2000	1400	1100	1500	1400	1500	1500	1400	2000	1250	2200	1500	1200	1300	1100	1100	1200	1200	1200	1100	1400	500	600	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
843	1244	1013	1033	855	713	1444	807	911	706	615	1163	918	1284	1481	1107	898	1220	1096	1068	1108	1187	1356	1054	1845	1176	971	1098	860	850	1006	926	928	886	1176	183	194	
33	27	53	34	80	40	53	70	52	43	33	45	54	40	46	37	41	54	66	73	36	57	70	60	41	49	52	34	38	44	55	95	71	37	50	106	307	
424	229	134	333	165	247	303	273	237	251	252	192	228	376	473	256	161	226	238	359	356	156	574	136	314	275	177	168	202	206	139	179	201	177	174	211	99	
33	26	53	34	80	40	53	70	52	42	33	45	54	40	46	37	41	54	66	73	36	57	70	60	41	49	52	34	38	44	55	95	71	37	50	106	307	
843	1244	1013	1033	854	713	1443	807	909	705	615	1162	916	1283	1479	1107	897	1218	1093	1068	1108	1187	1356	1054	1845	1176	971	1097	860	849	1006	926	928	886	1176	183	194	
8	6	15	40	22	15	38	7	17	15	4	20	11	8	24	17	8	20	16	14	8	12	18	8	22	10	12	14	8	14	11	10	11	8	21	2	6	
868	1264	1051	1027	912	738	1458	870	944	732	644	1187	959	1315	1501	1127	930	1252	1143	1127	1136	1232	1408	1106	1864	1215	1011	1117	890	879	1050	1011	988	915	1205	287	495	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

7	10	8	13	5	6	22	11	6	5	10	9	11	9	15	8	10	12	6	13	11	12	15	8	11	8	12	18	9	10	8	15	12	7	12	0	2	
107	149	107	152	85	97	222	82	112	86	72	145	120	145	155	145	88	129	120	123	117	116	139	95	160	121	117	119	99	74	103	73	102	58	120	27	41	
57	58	60	64	50	44	96	37	37	26	30	65	61	73	86	75	57	46	59	48	42	57	88	54	87	65	59	49	54	52	52	55	62	77	75	22	39	
644	952	813	706	686	542	1000	664	717	549	467	871	695	1013	1146	823	706	947	866	858	886	975	1050	881	1486	946	747	867	666	673	817	802	759	714	926	226	395	
20	39	22	40	37	26	55	38	27	27	32	55	29	28	26	33	27	45	33	31	36	20	41	20	52	28	32	19	22	24	24	22	24	26	33	7	6	
9	10	3	7	10	5	13	5	3	7	6	11	4	9	13	7	5	7	11	6	6	12	12	7	7	9	9	12	9	9	5	4	6	7	8	1	3	
11	16	14	12	16	7	23	8	14	7	15	13	9	10	18	10	17	15	19	15	10	14	25	12	19	9	18	13	6	11	15	12	6	6	11	0	4	
13	30	24	33	23	11	27	25	28	25	12	18	30	28	42	26	20	51	29	33	28	26	38	29	42	29	17	20	25	26	26	28	17	20	20	4	5	
