"УИК №103"	"УИК №104"	"УИК №105"	"УИК №106"	"УИК №107"	"УИК №108"	"УИК №109"	"УИК №110"	"УИК №111"	"УИК №112"	"УИК №113"	"УИК №114"	"УИК №115"	"УИК №116"	"УИК №117"	"УИК №118"	"УИК №119"	"УИК №120"	"УИК №121"	"УИК №122"	"УИК №123"	"УИК №124"	"УИК №125"	"УИК №126"	"УИК №127"	"УИК №128"	"УИК №129"	"УИК №130"	"УИК №131"	"УИК №132"	"УИК №133"	"УИК №134"	"УИК №135"	"УИК №136"	"УИК №137"	"УИК №138"	"УИК №139"	"УИК №140"	"УИК №141"	"УИК №142"	"УИК №143"	"УИК №144"	"УИК №145"	"УИК №146"	"УИК №436"	"УИК №451"	"УИК №455"	"УИК №456"	
1500	2721	1225	2491	2390	1333	1383	1098	1634	1692	1668	2779	1815	1431	1690	2001	594	2473	2970	2160	2199	1080	1290	1721	1924	1048	846	2315	1712	2181	2000	2355	1883	1952	2940	1741	1385	3031	532	837	2647	1235	2108	1201	870	1135	1281	584	
1490	2702	1215	2474	2373	1324	1373	1090	1621	1680	1656	2760	1802	1419	1676	1987	590	2455	2949	2145	2184	1071	1281	1709	1911	1039	839	2299	1700	2166	1982	2339	1870	1938	2919	1729	1375	3010	528	831	2621	1226	2093	1193	864	1127	1281	584	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1378	2654	1054	2409	2270	1293	1331	1005	1452	1658	1606	2693	1751	1281	1575	1936	493	2397	2827	2105	2153	959	1210	1596	1855	932	731	2255	1660	2078	1954	2282	1835	1896	2879	1685	1345	2957	498	810	2503	1131	2030	1156	797	1093	1281	556	
7	15	3	6	15	7	3	3	49	3	0	16	0	4	7	2	1	5	47	11	7	7	7	10	6	8	10	8	8	11	9	15	11	4	13	13	3	4	2	8	15	8	5	10	0	0	0	0	
105	33	158	59	88	24	39	82	120	19	50	51	51	134	94	49	96	53	75	29	24	105	64	103	50	99	98	36	32	77	19	42	24	38	27	31	27	49	28	13	103	87	58	27	67	34	0	28	
7	15	3	6	15	7	3	3	49	3	0	16	0	4	7	2	1	5	47	11	7	7	7	10	6	8	10	8	8	11	9	15	11	4	13	13	3	4	2	8	15	8	5	10	0	0	0	0	
1378	2654	1054	2409	2270	1293	1331	1005	1452	1658	1606	2693	1751	1281	1575	1936	493	2397	2827	2105	2153	959	1210	1596	1855	932	731	2255	1660	2078	1954	2282	1835	1896	2879	1685	1345	2957	498	810	2503	1131	2030	1156	797	1093	1281	556	
51	1	12	2	3	2	2	2	24	1	2	3	2	26	10	3	1	2	3	2	1	33	2	1	2	34	12	2	2	1	1	1	1	1	2	1	1	5	1	1	1	1	1	1	1	1	1	0	
1334	2668	1045	2413	2282	1298	1332	1006	1477	1660	1604	2706	1749	1259	1572	1935	493	2400	2871	2114	2159	933	1215	1605	1859	906	729	2261	1666	2088	1962	2296	1845	1899	2890	1697	1347	2956	499	817	2517	1138	2034	1165	796	1092	1280	556	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

5	15	2	19	27	20	21	17	0	56	17	18	23	4	3	32	22	15	14	12	32	1	15	17	36	9	4	25	32	23	21	41	2	6	1	19	18	23	27	30	32	22	15	14	12	11	18	12	
108	69	99	169	40	39	25	68	85	65	12	21	58	220	253	45	31	25	27	56	31	144	26	34	62	96	88	36	44	79	50	98	25	36	45	85	19	25	87	69	47	169	140	19	25	68	32	78	
4	7	2	2	1	1	4	4	2	3	2	6	1	12	4	0	2	1	0	1	0	1	0	1	1	16	3	2	2	1	2	1	4	1	3	2	1	1	2	3	2	4	15	0	0	0	0	1	
1188	2561	921	2212	2209	1227	1272	911	1375	1496	1566	2642	1664	959	1281	1852	430	2353	2823	2037	2090	725	1169	1547	1756	724	614	2190	1583	1978	1870	2150	1807	1852	2834	1584	1305	2874	377	707	2433	939	1858	1122	756	1009	1225	454	
12	5	12	0	2	3	0	0	12	6	0	5	0	44	18	0	4	0	0	1	1	44	1	1	2	53	18	3	1	0	0	0	1	0	1	2	0	7	0	3	2	0	2	1	1	0	1	2	
0	0	2	4	0	0	1	1	2	11	1	2	0	3	1	1	0	0	2	3	0	9	0	1	0	5	0	1	0	0	4	1	0	1	1	2	0	13	3	1	0	0	2	4	0	0	0	1	
3	4	2	2	2	2	0	2	0	10	1	5	2	6	4	1	3	1	2	2	4	4	3	2	1	2	2	3	2	4	15	4	4	0	3	2	1	6	2	2	0	2	1	1	1	3	2	4	
14	7	5	5	1	6	9	3	1	13	5	7	1	11	8	4	1	5	3	2	1	5	1	2	1	1	0	1	2	3	0	1	2	3	2	1	3	7	1	2	1	2	1	4	1	1	2	4	
