"УИК №290"	"УИК №291"	"УИК №292"	"УИК №293"	"УИК №294"	"УИК №295"	"УИК №296"	"УИК №297"	"УИК №298"	"УИК №299"	"УИК №300"	"УИК №302"	"УИК №303"	"УИК №304"	"УИК №305"	"УИК №306"	"УИК №307"	"УИК №309"	"УИК №310"	"УИК №311"	"УИК №312"	"УИК №313"	"УИК №314"	"УИК №315"	"УИК №316"	"УИК №317"	"УИК №318"	"УИК №319"	"УИК №320"	"УИК №321"	
266	232	82	365	408	182	472	285	138	523	795	299	939	941	535	999	1148	908	91	183	380	518	569	377	344	550	284	424	198	562	
240	210	86	330	370	160	420	250	120	480	760	280	880	870	490	920	1040	840	96	170	350	480	520	350	320	510	260	380	180	520	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
165	146	59	251	247	133	269	209	92	240	470	218	551	518	371	493	592	443	66	142	177	277	272	176	210	376	189	262	127	370	
37	33	7	72	62	18	63	40	26	103	132	37	128	70	45	69	96	110	10	22	35	55	76	27	87	72	26	64	22	55	
38	31	20	7	61	9	88	1	2	137	158	25	201	282	74	358	352	287	20	6	138	148	172	147	23	62	45	54	31	95	
37	33	7	72	62	18	63	40	26	103	132	37	128	70	45	69	96	110	10	22	35	55	76	27	87	72	26	64	22	55	
165	146	59	251	247	133	268	209	92	240	470	218	551	518	371	493	592	443	66	142	177	277	272	176	210	376	189	262	127	370	
0	2	0	1	4	2	2	1	2	5	25	11	2	8	2	4	7	59	1	0	0	2	12	1	1	0	1	1	0	6	
202	177	66	322	305	149	329	248	116	338	577	244	677	580	414	558	681	494	75	164	212	330	336	202	296	448	214	325	149	419	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

0	0	0	1	1	0	2	0	0	2	3	1	2	4	1	4	1	2	0	0	0	1	0	0	0	1	1	1	1	3	
7	21	5	10	28	7	10	16	6	28	37	10	83	87	57	101	108	42	0	9	26	92	31	48	11	8	16	16	13	52	
8	7	4	13	12	10	10	11	3	11	28	14	29	21	16	27	35	27	1	2	4	7	10	5	20	15	6	11	5	23	
186	148	57	292	261	132	302	216	106	295	499	216	549	457	333	413	524	416	74	151	181	225	291	146	261	424	189	294	124	332	
0	0	0	1	0	0	0	0	0	2	5	0	1	1	4	2	3	6	0	0	1	1	2	0	3	0	0	1	3	4	
0	1	0	4	2	0	3	5	0	0	3	2	11	5	2	5	6	1	0	1	0	2	2	1	1	0	1	1	2	0	
1	0	0	0	0	0	0	0	0	0	0	0	1	4	0	6	2	0	0	0	0	1	0	1	0	0	1	1	1	1	
0	0	0	1	1	0	2	0	1	0	2	1	1	1	1	0	2	0	0	1	0	1	0	1	0	0	0	0	0	4	
