"УИК №1150"	"УИК №1151"	"УИК №1152"	"УИК №1153"	"УИК №1154"	"УИК №1155"	"УИК №1156"	"УИК №1157"	"УИК №1158"	"УИК №1159"	"УИК №1160"	"УИК №1161"	"УИК №1162"	"УИК №1163"	"УИК №1164"	"УИК №1165"	"УИК №1166"	"УИК №1167"	"УИК №1168"	"УИК №1169"	"УИК №1170"	"УИК №1171"	"УИК №1172"	"УИК №1173"	"УИК №1174"	"УИК №1175"	"УИК №1176"	"УИК №1177"	"УИК №1178"	"УИК №1179"	"УИК №1180"	"УИК №1181"	"УИК №1182"	"УИК №1183"	"УИК №1184"	"УИК №1185"	"УИК №1186"	"УИК №3680"	
2509	2279	2108	2188	2004	2228	2566	2427	2591	2345	2221	2456	2058	2007	2224	268	1985	2002	2014	1437	2158	2126	2370	2085	2242	2353	1970	1915	2350	2213	2489	2385	2359	2535	2528	2324	2510	726	
2150	2150	2050	2050	1950	2150	2350	2150	2350	2150	2100	2300	1850	1850	2050	200	1900	1850	1850	1250	2050	1850	2250	1950	2100	2100	1900	1900	2150	2100	2300	2250	2250	2400	2400	2200	2250	950	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1421	1243	1114	1144	1093	1230	1430	1253	1557	1420	1332	1376	1180	1192	1228	157	1089	1154	1142	793	1183	1241	1390	1211	1317	1186	1109	1175	1408	1298	1443	1284	1313	1439	1406	1383	1352	523	
51	32	45	39	47	32	75	30	25	41	29	46	35	46	38	2	53	40	35	33	27	40	67	44	56	47	48	57	32	50	62	132	49	53	39	30	37	138	
678	875	891	867	810	888	845	867	768	689	739	878	635	612	784	41	758	656	673	424	840	569	793	695	727	867	743	668	710	752	795	834	888	908	955	787	861	289	
51	32	45	39	47	32	75	30	25	41	29	46	35	46	38	2	53	40	35	33	27	40	67	44	56	47	48	57	32	50	62	132	49	53	39	30	37	138	
1421	1243	1114	1144	1092	1230	1430	1249	1554	1418	1330	1373	1180	1187	1228	155	1089	1152	1140	793	1181	1237	1384	1207	1317	1185	1108	1173	1401	1294	1441	1281	1313	1432	1401	1383	1352	523	
12	19	17	11	22	19	12	18	18	14	23	21	18	18	16	2	13	17	16	9	23	18	23	29	24	12	15	17	17	28	35	17	15	31	20	21	19	17	
1460	1256	1142	1172	1117	1243	1493	1261	1561	1445	1336	1398	1197	1215	1250	155	1129	1175	1159	817	1185	1259	1428	1222	1349	1220	1141	1213	1416	1316	1468	1396	1347	1454	1420	1392	1370	644	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

10	10	10	13	8	12	18	12	11	15	18	15	13	16	11	0	14	13	8	10	13	19	11	10	12	13	10	17	15	23	23	16	18	14	17	12	11	2	
182	135	167	134	138	108	152	166	221	182	183	175	136	157	156	22	136	134	126	108	132	153	192	176	168	140	128	142	195	174	179	193	183	209	201	184	168	85	
85	60	54	67	53	64	84	54	72	75	55	79	53	54	52	6	51	66	52	33	48	57	61	51	72	71	60	59	56	51	65	64	62	69	78	74	81	37	
1046	952	822	876	839	963	1121	894	1097	1041	938	1012	858	845	911	117	831	856	854	551	870	889	1047	861	999	882	836	881	979	935	1059	979	926	1015	1007	973	1005	465	
70	54	31	37	43	40	51	60	62	52	53	54	55	42	56	5	36	53	43	50	56	69	51	41	34	49	41	48	72	46	70	60	66	57	50	60	46	21	
11	8	7	8	8	11	11	8	9	16	13	7	16	17	5	0	12	5	2	9	5	4	9	16	15	12	8	11	15	11	10	10	12	10	10	11	11	6	
20	10	12	11	11	15	16	19	30	23	25	18	24	33	15	2	17	15	16	14	23	14	15	22	16	17	19	12	29	17	20	27	22	26	17	23	12	12	
36	27	39	26	17	30	40	48	59	41	51	38	42	51	44	3	32	33	58	42	38	54	42	45	33	36	39	43	55	59	42	47	58	54	40	55	36	16	
