"УИК №1178"	"УИК №1179"	"УИК №1180"	"УИК №1181"	"УИК №1182"	"УИК №1183"	"УИК №1184"	"УИК №1185"	"УИК №1186"	"УИК №1187"	"УИК №1188"	"УИК №1189"	"УИК №1190"	"УИК №1191"	"УИК №1192"	"УИК №1193"	"УИК №1194"	"УИК №1195"	"УИК №1196"	"УИК №1197"	"УИК №1198"	"УИК №1199"	"УИК №1200"	"УИК №1201"	"УИК №1202"	"УИК №1203"	"УИК №1204"	"УИК №1205"	"УИК №1206"	"УИК №1207"	"УИК №1208"	"УИК №1209"	"УИК №1210"	"УИК №1211"	"УИК №1212"	"УИК №1213"	"УИК №1214"	"УИК №1215"	"УИК №1216"	"УИК №1218"	"УИК №1219"	"УИК №1220"	"УИК №1221"	"УИК №1222"	"УИК №1223"	"УИК №1224"	
934	879	1007	464	976	89	74	178	94	647	117	482	106	58	385	87	151	131	55	762	54	64	63	450	114	93	156	484	125	186	655	134	86	71	197	188	63	449	72	99	103	773	367	68	69	106	
695	730	835	380	830	90	77	179	101	545	128	410	108	60	335	93	159	134	59	650	61	70	67	365	121	94	165	410	129	188	550	135	96	72	200	195	75	365	67	110	100	650	325	75	72	117	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
504	531	558	298	519	71	43	142	39	398	71	309	61	29	209	61	79	73	49	485	33	37	41	266	70	62	89	271	82	122	370	86	54	44	119	126	38	225	59	71	81	421	226	37	50	65	
89	19	54	29	53	0	5	6	22	36	14	20	17	8	46	5	22	13	0	37	3	5	2	16	3	4	12	18	0	12	31	3	8	5	20	15	6	55	7	11	5	106	39	3	3	8	
102	180	223	53	258	19	29	31	40	111	43	81	30	23	80	27	58	48	10	128	25	28	24	83	48	28	64	121	47	54	149	46	34	23	61	54	31	85	1	28	14	123	60	35	19	44	
89	19	54	29	53	0	5	6	22	36	14	20	17	8	46	5	22	13	0	37	3	5	2	16	3	4	12	18	0	12	31	3	8	5	20	15	6	55	7	11	5	106	39	3	3	8	
504	531	558	298	519	71	43	142	39	398	71	309	61	29	209	61	79	73	49	485	33	37	41	266	70	62	89	271	82	122	370	86	54	44	119	126	38	225	59	71	81	421	226	37	50	65	
13	9	14	7	8	0	0	0	0	4	0	7	1	0	4	0	2	0	0	2	1	0	0	7	0	0	4	3	0	0	7	1	0	1	0	1	1	4	0	0	0	7	2	1	0	0	
580	541	598	320	564	71	48	148	61	430	85	322	77	37	251	66	99	86	49	520	35	42	43	275	73	66	97	286	82	134	394	88	62	48	139	140	43	276	66	82	86	520	263	39	53	73	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

7	5	3	3	10	5	1	3	1	1	0	3	2	0	0	0	0	1	0	4	1	0	0	1	1	1	2	1	0	0	6	1	0	0	0	1	0	1	0	0	0	3	1	2	0	1	
157	172	152	94	164	6	7	29	19	57	11	85	7	4	36	4	8	14	20	69	8	1	1	80	7	9	13	56	11	16	75	22	13	4	15	26	4	18	2	11	17	66	24	2	1	4	
48	42	59	30	46	21	8	20	6	23	13	29	10	4	21	11	9	5	3	44	0	6	1	21	9	7	7	17	5	14	24	12	3	2	17	10	3	17	3	3	11	36	19	5	2	5	
353	312	367	188	330	39	29	94	35	337	59	200	57	29	189	51	80	66	23	394	26	35	39	165	54	49	70	204	65	101	281	47	46	42	106	101	35	234	61	68	56	403	216	30	49	62	
6	6	8	2	6	0	2	1	0	4	0	1	0	0	0	0	0	0	1	4	0	0	1	1	0	0	1	1	0	0	3	3	0	0	0	0	1	2	0	0	2	1	0	0	1	1	
5	1	2	3	4	0	1	1	0	5	1	1	0	0	5	0	1	0	1	2	0	0	0	2	1	0	4	4	1	3	3	2	0	0	1	1	0	0	0	0	0	6	2	0	0	0	
1	1	3	0	1	0	0	0	0	2	1	3	0	0	0	0	1	0	0	3	0	0	1	2	0	0	0	1	0	0	1	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	
3	2	4	0	3	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	3	1	0	0	2	0	0	1	1	0	0	0	1	0	2	0	0	0	4	1	0	0	0	
