"УИК №1078"	"УИК №1079"	"УИК №1080"	"УИК №1081"	"УИК №1082"	"УИК №1083"	"УИК №1084"	"УИК №1085"	"УИК №1086"	"УИК №1087"	"УИК №1088"	"УИК №1089"	"УИК №1090"	"УИК №1091"	"УИК №1092"	"УИК №1093"	"УИК №1094"	"УИК №1095"	"УИК №1096"	"УИК №1097"	
2744	2263	813	711	289	374	774	279	362	317	1518	818	708	249	603	644	421	546	406	170	
2770	2270	830	740	290	380	800	280	400	330	1540	840	720	260	610	670	430	560	460	170	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1670	1475	504	455	45	174	567	123	208	204	829	447	451	120	299	350	189	367	263	110	
86	197	72	56	139	83	33	83	107	57	122	219	113	86	129	265	122	89	91	29	
1014	598	254	229	106	123	200	74	85	69	589	174	156	54	182	55	119	104	106	31	
86	197	72	56	139	83	33	83	107	57	122	219	113	86	129	265	122	89	91	29	
1669	1475	504	455	45	174	567	123	208	204	829	447	451	120	299	350	189	367	263	110	
23	15	4	6	0	3	6	0	3	2	5	5	4	1	1	1	4	3	0	2	
1732	1657	572	505	184	254	594	206	312	259	946	661	560	205	427	614	307	453	354	137	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

10	14	4	1	1	0	3	0	1	4	4	0	2	0	0	2	1	5	5	0	
253	208	87	62	12	24	77	5	21	22	95	64	48	14	39	35	13	27	37	9	
129	113	49	34	24	29	54	24	17	23	66	46	43	15	41	31	41	44	24	12	
1295	1283	423	394	146	197	450	171	267	207	761	533	460	173	342	536	249	366	276	114	
13	16	2	6	0	0	2	5	1	1	9	9	2	0	1	4	2	1	7	1	
7	10	4	6	0	4	3	0	4	1	2	3	5	1	1	3	0	4	2	0	
13	7	0	1	0	0	5	0	1	0	4	5	0	2	1	1	1	3	1	0	
12	6	3	1	1	0	0	1	0	1	5	1	0	0	2	2	0	3	2	1	
