"УИК №458"	"УИК №459"	"УИК №460"	"УИК №461"	"УИК №462"	"УИК №463"	"УИК №464"	"УИК №465"	"УИК №466"	"УИК №467"	"УИК №468"	"УИК №469"	"УИК №470"	"УИК №471"	"УИК №472"	"УИК №473"	"УИК №474"	"УИК №475"	"УИК №476"	"УИК №477"	"УИК №478"	"УИК №479"	"УИК №480"	"УИК №481"	"УИК №482"	"УИК №483"	"УИК №484"	"УИК №485"	"УИК №486"	"УИК №487"	
236	354	185	571	1131	1437	1014	762	927	1445	1439	575	608	212	97	157	198	196	177	151	352	393	269	124	204	1130	2838	261	449	149	
237	387	185	581	1000	1100	900	700	850	1100	1100	500	600	213	104	169	195	195	182	148	342	402	250	127	189	1240	2600	272	438	144	
0	0	0	170	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	0	20	1044	0	0	0	
145	204	123	192	598	714	499	407	515	752	659	261	303	169	51	105	174	142	114	94	188	237	133	65	128	539	786	185	341	105	
25	11	9	29	72	71	59	23	30	50	49	24	16	17	13	19	5	10	8	9	41	24	26	3	10	34	56	11	26	6	
67	172	53	190	330	315	342	270	305	298	392	215	281	27	40	45	16	43	60	45	113	141	53	59	51	647	714	76	71	33	
25	11	9	199	72	71	59	23	30	50	49	24	16	17	13	19	5	10	8	9	41	24	64	3	10	54	1096	11	26	6	
145	204	123	192	598	714	499	407	515	752	657	261	303	169	51	105	174	142	114	94	188	237	133	65	128	539	786	185	341	105	
4	1	1	10	7	7	4	2	5	11	9	6	2	2	0	0	0	2	2	1	3	7	14	1	2	6	40	2	6	0	
166	214	131	381	663	778	554	428	540	791	697	279	317	184	64	124	179	150	120	102	226	254	183	67	136	587	1842	194	361	111	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

1	2	0	4	6	3	2	3	2	10	10	1	6	0	1	0	4	0	1	0	3	0	1	2	1	1	20	0	1	0	
3	4	12	60	107	140	107	62	91	125	131	48	38	15	5	18	25	8	10	13	26	26	33	1	1	53	440	13	46	2	
14	19	18	39	49	68	40	43	36	74	48	26	24	14	14	29	19	17	8	3	18	29	13	8	10	58	191	8	60	9	
147	188	97	265	479	548	397	306	392	562	488	202	246	154	43	75	123	122	101	83	176	192	133	53	121	461	1119	168	241	95	
0	1	1	7	8	9	1	4	4	2	3	1	2	0	1	1	4	2	0	0	2	2	1	0	0	2	30	3	8	4	
0	0	2	0	1	4	2	4	6	7	4	1	1	0	0	0	2	0	0	2	0	0	0	1	1	6	20	0	3	0	
1	0	1	3	5	4	3	4	5	8	6	0	0	1	0	1	0	1	0	1	0	3	2	2	0	2	12	2	1	1	
0	0	0	3	8	2	2	2	4	3	7	0	0	0	0	0	2	0	0	0	1	2	0	0	2	4	10	0	1	0	
