"УИК №60"	"УИК №61"	"УИК №62"	"УИК №63"	"УИК №64"	"УИК №65"	"УИК №66"	"УИК №67"	"УИК №68"	"УИК №69"	"УИК №70"	"УИК №71"	"УИК №72"	"УИК №73"	"УИК №74"	"УИК №75"	"УИК №76"	"УИК №77"	"УИК №78"	"УИК №79"	
329	157	123	143	174	80	163	140	283	182	96	76	134	698	802	669	495	654	537	423	
330	160	120	150	190	80	160	140	300	190	95	70	130	690	815	680	520	690	550	430	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
163	66	43	57	109	50	73	59	113	113	39	50	92	456	468	450	327	387	335	230	
62	21	33	51	30	6	39	31	57	15	25	11	7	89	61	52	64	53	72	36	
105	73	44	42	51	24	48	50	130	62	31	9	31	145	286	178	129	250	143	164	
62	21	33	51	30	6	39	31	57	15	25	11	7	89	61	52	64	53	72	36	
163	66	43	57	109	50	73	59	113	113	39	50	92	456	468	450	327	387	335	230	
2	1	0	0	1	1	2	1	1	1	0	0	0	2	0	3	2	10	3	4	
223	86	76	108	138	55	110	89	169	127	64	61	99	543	529	499	389	430	404	262	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

1	0	0	1	0	0	0	0	0	1	0	1	0	4	3	1	2	5	5	1	
38	12	12	28	24	6	21	4	21	21	5	8	20	76	70	63	53	64	57	33	
9	8	8	3	11	4	5	4	8	11	12	1	6	42	36	31	13	28	15	16	
166	65	55	75	100	43	84	81	137	90	47	49	73	411	413	391	318	324	324	203	
5	0	0	1	0	1	0	0	1	1	0	0	0	2	2	4	2	4	2	6	
1	1	0	0	1	0	0	0	0	0	0	2	0	4	1	6	0	2	1	1	
2	0	1	0	2	1	0	0	1	2	0	0	0	3	2	1	0	1	0	2	
1	0	0	0	0	0	0	0	1	1	0	0	0	1	2	2	1	2	0	0	
