"УИК №1029"	"УИК №1030"	"УИК №1031"	"УИК №1032"	"УИК №1033"	"УИК №1034"	"УИК №1035"	"УИК №1036"	"УИК №1037"	"УИК №1038"	"УИК №1039"	"УИК №1040"	"УИК №1041"	"УИК №1042"	"УИК №1043"	"УИК №1044"	"УИК №1045"	"УИК №1046"	"УИК №1047"	"УИК №1048"	
176	157	67	63	378	272	98	99	272	457	197	182	87	138	1079	964	1089	977	152	112	
175	155	65	65	375	275	95	95	275	450	200	180	85	135	1050	950	1050	950	150	110	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
118	100	43	37	243	173	60	81	186	278	137	120	63	87	621	651	625	550	86	81	
11	25	8	7	31	37	18	2	25	93	22	28	2	15	149	90	98	96	29	11	
46	30	14	21	101	65	17	12	64	79	41	32	20	33	280	209	327	304	35	18	
11	25	8	7	31	37	18	2	25	93	22	28	2	15	149	90	98	96	29	11	
118	100	43	37	243	173	60	81	186	278	137	120	63	87	621	651	625	550	86	81	
0	0	0	0	2	5	0	0	4	0	1	1	0	1	8	10	10	6	1	0	
129	125	51	44	272	205	78	83	207	371	158	147	65	101	762	731	713	640	114	92	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

0	0	3	2	0	3	1	0	1	2	1	0	0	1	5	2	6	8	0	0	
16	10	6	0	23	41	5	8	33	39	17	11	5	10	139	131	122	90	16	0	
11	3	5	2	45	18	8	9	21	38	17	27	6	13	59	52	52	74	13	1	
96	111	37	39	195	139	64	65	145	286	121	107	54	74	545	527	513	452	83	89	
5	0	0	0	3	2	0	0	1	4	1	1	0	1	1	6	6	5	1	0	
0	0	0	1	1	2	0	0	2	1	0	1	0	2	6	4	10	7	1	0	
1	0	0	0	3	0	0	1	3	1	1	0	0	0	4	6	0	1	0	2	
0	1	0	0	2	0	0	0	1	0	0	0	0	0	3	3	4	3	0	0	
