"УИК №1108"	"УИК №1109"	"УИК №1111"	"УИК №1112"	"УИК №1113"	"УИК №1115"	"УИК №1116"	"УИК №1117"	"УИК №1118"	"УИК №1119"	"УИК №1120"	"УИК №1121"	"УИК №1122"	"УИК №1123"	"УИК №1124"	"УИК №1126"	"УИК №1127"	"УИК №1128"	"УИК №1130"	"УИК №1131"	"УИК №1132"	"УИК №1134"	"УИК №1135"	"УИК №1136"	"УИК №1137"	"УИК №1138"	"УИК №1139"	"УИК №1140"	"УИК №1142"	"УИК №1143"	"УИК №1145"	
556	60	57	527	72	74	279	109	417	99	89	292	131	61	269	182	65	291	60	260	131	752	2039	534	238	469	110	353	55	465	85	
550	50	60	500	65	70	280	110	420	100	90	300	130	50	300	180	60	290	50	260	130	700	2100	550	230	500	100	350	50	460	80	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
351	46	38	240	41	46	203	84	253	50	44	201	108	46	166	120	44	177	22	154	88	399	1188	296	159	254	67	208	36	255	75	
39	0	2	66	6	8	34	7	29	9	8	11	10	0	53	11	2	21	0	35	9	73	51	10	12	37	5	39	3	42	0	
160	4	20	194	18	16	43	19	138	41	38	88	12	4	81	49	14	92	28	71	33	228	861	244	59	209	28	103	11	163	5	
39	0	2	66	6	8	34	7	29	9	8	11	10	0	53	11	2	21	0	35	9	73	51	10	12	37	5	39	3	42	0	
351	46	38	240	41	46	203	84	253	50	44	201	108	46	166	120	44	177	22	154	88	399	1188	296	159	254	67	208	36	255	75	
7	0	0	4	0	2	2	1	4	0	1	4	0	0	2	1	0	1	0	3	1	7	23	2	0	2	1	0	0	1	0	
383	46	40	302	47	52	235	90	278	59	51	208	118	46	217	130	46	197	22	186	96	465	1216	304	171	289	71	247	39	296	75	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

2	0	0	0	0	0	3	1	3	0	0	2	0	0	1	1	0	0	0	1	0	5	8	0	0	1	0	1	0	2	1	
33	11	9	46	5	6	16	10	61	6	5	17	8	1	7	15	1	28	1	44	6	54	207	29	19	40	2	63	3	55	4	
30	2	3	36	3	6	20	12	35	13	5	13	16	2	10	13	4	18	2	15	5	40	74	37	19	21	5	35	2	26	17	
312	33	27	216	39	40	194	66	173	40	39	171	93	43	197	100	41	149	18	124	83	361	897	229	131	217	64	143	33	213	53	
5	0	0	0	0	0	1	0	2	0	1	3	1	0	1	1	0	1	1	1	2	3	10	3	2	8	0	2	0	0	0	
0	0	0	0	0	0	0	0	3	0	1	1	0	0	0	0	0	1	0	0	0	2	10	3	0	2	0	1	0	0	0	
0	0	1	3	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	2	2	0	0	0	1	1	0	0	
1	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	8	1	0	0	0	1	0	0	0	
