"УИК №333"	"УИК №334"	"УИК №335"	"УИК №336"	"УИК №337"	"УИК №338"	"УИК №339"	"УИК №340"	"УИК №341"	"УИК №342"	"УИК №343"	"УИК №344"	"УИК №345"	"УИК №346"	"УИК №347"	"УИК №348"	"УИК №349"	"УИК №350"	"УИК №351"	"УИК №352"	"УИК №353"	"УИК №354"	"УИК №355"	"УИК №356"	"УИК №357"	"УИК №358"	"УИК №359"	"УИК №360"	"УИК №361"	"УИК №362"	"УИК №363"	"УИК №364"	"УИК №365"	"УИК №366"	"УИК №367"	"УИК №368"	"УИК №369"	"УИК №370"	"УИК №371"	"УИК №372"	"УИК №373"	"УИК №374"	"УИК №375"	"УИК №376"	"УИК №377"	"УИК №378"	"УИК №379"	
695	964	1220	1409	805	1395	2213	2410	2433	1456	1646	1884	1493	1355	1487	1347	1850	1573	1459	1909	1376	1148	2187	1822	1792	1051	2420	2093	1304	2529	2178	2356	2617	2458	1933	1432	2126	1445	2237	2355	2634	2932	2398	1715	1069	1440	2069	
600	900	1100	1400	800	1200	2100	2300	2400	1300	1600	1800	1400	1200	1400	1200	1800	1500	1300	1800	1200	1100	2100	1700	1700	1000	2200	2000	1200	2400	2100	2200	2600	2400	1800	1300	2000	1400	2200	2300	2600	2800	2300	1700	1000	1300	2000	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
330	422	557	734	463	719	1182	1258	1389	737	1050	1181	785	921	922	830	981	879	774	928	837	720	1396	1092	1090	657	1471	1144	611	1315	1346	1450	1416	1319	1213	872	1349	869	1417	1550	1470	1607	1483	1016	633	875	1374	
16	13	24	62	17	13	38	28	53	9	28	38	17	30	26	26	43	34	70	32	19	30	62	29	51	27	30	87	27	28	35	31	17	39	31	30	46	24	21	26	24	42	36	37	29	40	22	
254	465	519	604	320	468	880	1014	958	554	522	581	598	249	452	344	776	587	456	840	344	350	642	579	559	316	699	769	562	1057	719	719	1167	1042	556	398	605	507	762	724	1106	1151	781	647	338	385	604	
16	13	24	62	17	13	38	28	53	9	28	38	17	30	26	26	43	34	70	32	19	30	62	29	51	27	30	87	27	28	35	31	17	39	31	30	46	24	21	26	24	42	36	37	29	40	22	
330	422	557	734	463	719	1182	1258	1388	737	1050	1181	785	921	922	830	981	879	774	928	837	720	1396	1092	1090	657	1471	1144	611	1315	1345	1450	1416	1319	1213	872	1349	869	1417	1550	1470	1607	1483	1016	633	875	1374	
4	8	7	8	5	7	13	11	16	15	13	6	9	17	17	13	8	13	3	16	10	13	22	15	20	6	18	16	6	21	9	12	5	13	10	12	14	4	15	15	13	19	13	16	3	16	14	
342	427	574	788	475	725	1207	1275	1425	731	1065	1213	793	934	931	843	1016	900	841	944	846	737	1436	1106	1121	678	1483	1215	632	1322	1371	1469	1428	1345	1234	890	1381	889	1423	1561	1481	1630	1506	1037	659	899	1382	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

3	2	5	2	1	1	9	10	10	2	5	5	6	4	4	7	2	1	2	3	6	3	19	11	5	1	13	5	3	4	9	19	11	11	10	8	8	8	9	4	18	7	8	6	3	4	13	
98	119	165	219	113	218	362	341	411	201	307	305	200	262	260	215	232	234	140	269	210	212	343	284	286	201	426	308	160	357	369	395	412	379	289	237	365	228	369	397	439	420	392	263	138	246	394	
26	43	48	56	30	44	94	94	84	65	77	64	65	49	53	42	66	51	57	53	63	36	78	83	42	57	91	83	42	110	88	85	111	65	75	46	65	50	87	68	94	108	90	59	44	76	84	
208	257	345	491	325	450	694	789	887	440	645	806	493	579	592	550	674	585	633	594	542	454	941	692	753	397	917	773	414	817	866	920	846	823	811	560	892	585	905	1037	896	1036	959	687	459	552	836	
4	1	4	7	3	2	15	18	5	7	9	12	7	11	4	12	3	10	5	9	7	14	19	11	13	9	9	16	3	9	9	19	17	22	16	12	16	6	16	19	13	18	21	9	2	4	16	
3	1	4	9	0	3	22	11	18	7	14	9	6	10	8	7	12	8	1	4	6	7	19	11	3	6	8	13	2	10	10	14	11	17	10	10	6	6	14	12	12	17	11	7	10	8	13	
0	1	0	2	2	1	5	3	2	6	1	0	5	6	5	4	15	4	0	4	1	5	9	6	12	4	10	5	2	8	10	7	11	6	6	4	8	3	11	8	5	10	10	2	0	6	11	
0	3	3	2	1	6	6	9	8	3	7	12	11	13	5	6	12	7	3	8	11	6	8	8	7	3	9	12	6	7	10	10	9	22	17	13	21	3	12	16	4	14	15	4	3	3	15	
