"УИК №928"	"УИК №929"	"УИК №930"	"УИК №931"	"УИК №932"	"УИК №933"	"УИК №934"	"УИК №935"	"УИК №936"	"УИК №937"	"УИК №938"	"УИК №939"	"УИК №940"	"УИК №941"	"УИК №942"	"УИК №943"	"УИК №944"	"УИК №945"	"УИК №946"	"УИК №947"	"УИК №948"	"УИК №949"	"УИК №950"	"УИК №951"	"УИК №980"	"УИК №985"	
2591	2721	2608	2344	1200	2249	2182	2073	1411	1054	2504	1268	2270	2249	2419	2291	2354	2505	2431	2558	2813	2679	2018	1216	1568	316	
2500	2300	2200	2100	1100	2000	2000	2000	1200	900	2200	1200	2100	2100	2200	2100	2200	2300	2200	2300	2400	2300	1800	1200	2000	350	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1764	1761	1670	1518	939	1226	1346	1412	1028	733	1687	1044	1549	1495	1673	1655	1606	1720	1756	1774	1890	1888	1380	891	1451	267	
14	43	51	35	5	74	36	23	14	9	24	2	22	11	42	29	13	38	21	18	26	13	10	6	0	0	
722	496	479	547	156	700	618	565	158	158	489	154	529	594	485	416	581	542	423	508	484	399	410	303	549	83	
14	43	51	35	5	74	36	23	14	9	24	2	22	11	42	29	13	38	21	18	26	13	10	6	0	0	
1762	1761	1669	1518	939	1226	1346	1411	1028	733	1686	1044	1548	1495	1673	1654	1605	1719	1756	1774	1890	1886	1380	891	1449	267	
39	21	21	17	7	17	15	15	5	8	21	13	14	12	26	17	21	16	17	27	21	21	16	9	28	7	
1737	1783	1699	1536	937	1283	1367	1419	1037	734	1689	1033	1556	1494	1689	1666	1597	1741	1760	1765	1895	1878	1374	888	1421	260	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

8	18	15	17	8	12	12	13	10	9	17	4	14	12	14	20	8	10	16	14	11	10	12	6	8	1	
231	179	181	162	139	153	155	129	128	89	181	104	181	162	154	177	165	163	225	232	238	224	166	107	254	34	
142	99	94	79	42	82	84	77	46	42	85	36	111	85	93	73	111	83	71	74	70	85	48	52	211	37	
1279	1384	1301	1180	683	951	1042	1128	803	552	1303	827	1170	1157	1331	1282	1209	1387	1326	1333	1461	1453	1031	684	887	178	
44	45	50	36	28	37	18	20	19	15	43	33	25	25	38	34	44	46	49	48	48	48	53	20	29	7	
12	6	8	13	5	16	14	12	8	5	11	4	11	8	8	11	14	11	13	9	7	5	15	4	14	0	
12	23	16	21	18	16	22	17	7	13	13	12	13	12	14	26	15	17	20	13	22	26	19	2	8	1	
9	29	34	28	14	16	20	23	16	9	36	13	31	33	37	43	31	24	40	42	38	27	30	13	10	2	
