"УИК №2076"	"УИК №2077"	"УИК №2078"	"УИК №2079"	"УИК №2080"	"УИК №2081"	"УИК №2082"	"УИК №2083"	"УИК №2084"	"УИК №2085"	"УИК №2086"	"УИК №2087"	"УИК №2088"	"УИК №2089"	"УИК №2090"	"УИК №2092"	"УИК №2093"	"УИК №2094"	"УИК №2095"	"УИК №2096"	
1629	1598	978	1114	469	270	102	141	260	460	261	124	93	467	426	332	163	291	194	121	
1720	1681	1035	1164	481	290	101	146	276	467	267	127	94	488	446	346	167	299	188	117	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1131	1124	681	758	398	213	95	119	214	340	219	109	83	378	339	249	138	214	150	94	
107	74	54	76	10	18	0	7	10	55	11	3	5	26	30	41	13	42	23	13	
482	483	300	330	73	59	6	20	52	72	37	15	6	84	77	56	16	43	15	10	
107	74	54	76	10	18	0	7	10	55	11	3	5	26	30	41	13	42	23	13	
1131	1124	681	758	398	213	95	119	214	340	219	109	83	378	339	249	138	214	150	94	
9	20	1	4	1	0	0	0	0	2	1	0	0	1	1	1	0	0	1	0	
1229	1178	734	830	407	231	95	126	224	393	229	112	88	403	368	289	151	256	172	107	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

3	7	2	10	0	0	0	0	0	0	1	0	0	1	0	1	0	2	0	0	
184	116	66	117	20	18	1	12	8	9	6	13	2	21	10	22	8	13	10	4	
73	95	51	52	22	5	4	8	7	21	17	5	1	19	16	19	4	20	11	5	
945	914	603	628	362	203	88	103	207	357	203	93	85	357	340	242	139	219	149	98	
6	12	4	11	0	0	1	0	0	1	0	0	0	3	1	2	0	2	0	0	
12	5	3	5	2	4	0	2	2	1	1	1	0	2	0	2	0	0	2	0	
4	11	3	2	0	1	1	1	0	4	1	0	0	0	1	0	0	0	0	0	
2	18	2	5	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	
