"УИК №545"	"УИК №546"	"УИК №547"	"УИК №548"	"УИК №549"	"УИК №550"	"УИК №551"	"УИК №552"	"УИК №553"	"УИК №554"	"УИК №555"	"УИК №556"	"УИК №557"	"УИК №558"	"УИК №559"	"УИК №560"	"УИК №561"	"УИК №562"	"УИК №563"	"УИК №564"	"УИК №565"	"УИК №566"	"УИК №567"	"УИК №568"	"УИК №569"	"УИК №570"	"УИК №571"	"УИК №572"	
2524	1966	2110	2067	1509	2060	1929	1622	1586	1656	1836	1617	2001	1910	1841	1893	1902	1749	2384	2122	2127	1900	2038	1927	1840	1685	2375	1352	
2500	2000	1800	2000	1500	2000	1800	1600	1600	1600	1800	1600	2000	1900	1800	1800	1900	1800	2300	2100	2100	1900	2000	1900	1800	1600	2400	1300	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2293	1742	1486	1725	1318	1506	1614	1409	1276	1389	1648	1465	1759	1665	1451	1514	1445	1475	2186	1945	1944	1764	1837	1860	1545	1208	2064	993	
157	70	302	174	116	163	166	132	109	51	94	80	143	188	335	202	267	186	102	90	61	38	138	29	203	134	193	270	
50	188	12	101	66	331	20	59	215	160	58	55	98	47	14	84	188	139	12	65	95	98	25	11	52	258	143	37	
157	70	302	174	116	163	166	132	109	51	94	80	143	188	335	202	267	186	102	90	61	38	138	29	203	134	193	270	
2293	1742	1486	1725	1318	1506	1614	1409	1276	1389	1648	1465	1759	1665	1451	1514	1445	1475	2186	1945	1944	1764	1837	1860	1545	1208	2064	954	
4	0	5	0	6	6	1	6	0	0	0	0	0	0	1	0	2	3	0	0	0	0	0	0	0	0	0	12	
2446	1812	1783	1899	1428	1663	1779	1535	1385	1440	1742	1545	1902	1853	1785	1716	1710	1658	2288	2035	2005	1802	1975	1889	1748	1342	2257	1212	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

3	12	7	2	1	5	9	9	0	5	4	2	0	0	0	0	6	3	0	0	5	3	0	3	5	4	1	1	
24	101	130	21	96	152	66	110	28	86	9	8	28	11	19	16	75	21	16	17	75	25	47	16	9	34	36	69	
71	151	67	4	56	63	84	18	68	52	17	15	18	24	23	86	42	27	18	28	44	61	51	51	66	24	88	65	
2322	1522	1549	1870	1248	1393	1574	1382	1289	1283	1693	1506	1844	1798	1733	1614	1565	1576	2242	1975	1865	1703	1877	1813	1640	1273	2126	1066	
14	17	13	1	12	13	9	7	0	11	4	4	0	0	0	0	6	11	0	0	9	5	0	0	3	1	4	5	
0	1	8	1	4	11	8	3	0	3	1	1	0	1	2	0	7	13	2	6	1	1	0	0	5	3	1	2	
6	4	6	0	2	21	12	2	0	0	6	2	3	5	0	0	6	2	1	2	2	2	0	2	10	3	0	1	
6	4	3	0	9	5	17	4	0	0	8	7	9	14	8	0	3	5	9	7	4	2	0	4	10	0	1	3	
