"УИК №290"	"УИК №291"	"УИК №292"	"УИК №293"	"УИК №294"	"УИК №295"	"УИК №296"	"УИК №297"	"УИК №298"	"УИК №299"	"УИК №300"	"УИК №301"	"УИК №302"	"УИК №303"	"УИК №304"	"УИК №305"	"УИК №306"	"УИК №307"	
1177	1396	1142	809	624	651	317	420	686	407	486	190	584	656	435	546	480	396	
1200	1200	1200	800	650	700	350	450	700	430	500	190	600	700	450	550	500	400	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
607	773	708	529	265	361	188	191	385	255	310	126	284	365	213	266	276	219	
170	87	48	71	91	89	23	57	104	35	56	16	101	87	91	77	75	51	
423	340	444	200	294	250	139	202	211	140	134	48	215	248	146	207	149	130	
170	87	48	71	91	89	23	57	104	35	56	16	101	87	91	77	75	51	
607	773	708	529	265	361	188	191	385	255	310	126	284	365	213	266	276	219	
4	6	8	2	1	2	0	2	3	1	3	0	1	1	1	2	1	0	
773	854	748	598	355	448	211	246	486	289	363	142	384	451	303	341	350	270	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

2	2	5	1	1	1	1	0	3	0	1	0	3	3	0	1	2	1	
108	137	106	32	34	32	25	45	41	28	46	22	89	70	65	45	52	35	
28	61	61	9	28	18	6	15	29	26	34	5	19	32	14	18	25	14	
624	636	564	551	290	390	178	181	402	231	279	115	266	337	219	275	264	219	
3	10	7	1	0	1	0	4	5	0	0	0	1	2	0	1	2	0	
4	4	1	2	0	2	1	0	4	2	3	0	5	3	3	1	3	0	
1	0	3	2	2	1	0	0	2	2	0	0	0	0	0	0	2	0	
3	4	1	0	0	3	0	1	0	0	0	0	1	4	2	0	0	1	
