"УИК №301"	"УИК №302"	"УИК №303"	"УИК №304"	"УИК №305"	"УИК №306"	"УИК №307"	"УИК №308"	"УИК №309"	"УИК №310"	"УИК №311"	"УИК №312"	"УИК №313"	"УИК №314"	"УИК №315"	"УИК №316"	"УИК №317"	"УИК №318"	"УИК №319"	"УИК №320"	"УИК №321"	"УИК №322"	"УИК №323"	"УИК №324"	"УИК №325"	"УИК №326"	"УИК №327"	"УИК №328"	"УИК №329"	"УИК №330"	"УИК №331"	"УИК №332"	"УИК №333"	"УИК №342"	
213	1608	972	995	1447	1070	623	993	434	141	89	172	110	133	132	334	103	130	65	465	114	275	776	289	457	229	414	122	116	597	120	603	410	185	
200	1600	900	1000	1400	1000	650	965	430	135	80	160	110	130	140	340	100	110	50	450	100	270	800	300	470	225	420	110	110	605	110	620	410	190	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	
110	909	526	607	819	674	288	457	242	81	51	98	60	71	57	195	54	70	28	278	52	132	418	144	226	114	216	56	60	313	54	277	197	113	
14	26	32	20	68	22	22	107	12	4	5	2	2	9	9	5	7	14	7	19	6	31	33	25	28	9	26	14	9	40	13	46	39	2	
76	665	342	373	513	304	340	401	176	50	24	60	48	50	74	140	39	26	15	153	42	103	349	131	216	102	178	40	41	252	43	297	174	75	
14	26	32	20	68	22	22	107	12	4	5	2	2	9	9	5	7	14	7	19	6	35	33	25	28	9	26	14	9	40	13	46	39	2	
110	909	526	607	819	674	288	457	242	81	51	98	60	71	57	195	54	70	28	278	52	132	418	144	226	114	216	56	60	313	54	277	197	113	
0	13	1	4	5	10	6	3	4	0	0	0	2	0	0	0	0	0	0	0	0	6	4	1	2	1	2	0	0	2	0	1	1	1	
124	922	557	623	882	686	304	561	250	85	56	100	60	80	66	200	61	84	35	297	58	161	447	168	252	122	240	70	69	351	67	322	235	114	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

0	11	11	7	12	6	9	5	1	1	3	0	1	1	0	0	1	0	1	6	0	1	1	3	1	2	2	3	0	0	0	2	0	0	
8	111	81	63	112	78	23	61	25	4	4	7	7	14	7	20	1	6	3	43	13	17	43	8	28	11	28	3	1	18	8	12	16	17	
12	100	59	67	101	63	46	69	43	7	4	14	4	16	7	17	6	12	1	32	6	15	42	10	25	17	20	12	11	29	1	27	16	5	
100	676	382	462	623	505	214	411	173	72	41	77	45	49	49	156	51	64	30	211	38	116	349	143	194	91	182	47	57	298	55	278	200	88	
1	8	7	8	11	10	6	2	3	0	2	0	0	0	2	2	1	1	0	1	0	9	4	3	0	1	0	2	0	2	2	2	3	1	
1	9	9	6	7	7	2	5	2	1	1	1	0	0	0	1	1	1	0	1	1	2	0	1	1	0	4	2	0	3	0	1	0	0	
1	6	6	4	9	12	3	4	1	0	1	0	3	0	0	3	0	0	0	0	0	1	6	0	2	0	0	1	0	1	0	0	0	0	
1	1	2	6	7	5	1	4	2	0	0	1	0	0	1	1	0	0	0	3	0	0	2	0	1	0	4	0	0	0	1	0	0	3	
