"УИК №541"	"УИК №542"	"УИК №543"	"УИК №544"	"УИК №545"	"УИК №546"	"УИК №547"	"УИК №548"	"УИК №549"	"УИК №550"	"УИК №551"	"УИК №552"	"УИК №553"	"УИК №554"	"УИК №555"	"УИК №556"	"УИК №557"	"УИК №558"	"УИК №559"	"УИК №560"	"УИК №561"	"УИК №562"	"УИК №563"	"УИК №564"	"УИК №565"	"УИК №566"	
1382	61	50	2698	1030	388	2158	1215	1247	1705	2279	2398	81	1322	1949	1769	2954	1981	1559	111	409	57	153	156	1245	72	
1388	56	50	2788	1073	385	2183	1207	1147	1718	2314	2423	81	1473	1949	1786	2905	1981	1559	108	409	57	153	195	1264	71	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1260	51	50	2480	870	322	2082	1125	550	1642	2095	2205	71	1300	778	1688	2850	1789	1052	108	385	57	124	156	1100	71	
100	0	0	127	120	8	25	42	5	0	101	100	0	22	16	18	8	92	83	0	0	0	0	0	94	0	
28	5	0	181	83	55	76	40	592	76	118	118	10	151	1155	80	47	100	424	0	24	0	29	39	70	0	
100	0	0	127	120	8	25	42	5	0	101	100	0	22	16	18	8	92	83	0	0	0	0	0	94	0	
1260	51	50	2480	870	322	2082	1125	548	1642	2095	2205	71	1300	778	1688	2850	1789	1052	108	385	57	124	156	1100	71	
0	0	0	0	3	1	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1360	51	50	2607	987	329	2107	1167	547	1642	2196	2305	71	1322	794	1706	2858	1881	1135	108	385	57	124	156	1194	71	
0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

0	0	0	3	1	0	8	0	1	0	4	1	0	5	1	5	0	0	1	0	0	0	0	0	0	0	
50	4	6	71	54	20	71	9	76	51	52	107	0	45	135	70	102	75	73	2	15	0	0	11	37	1	
4	0	1	1	0	1	13	1	1	10	4	1	0	5	6	2	5	0	2	0	0	0	1	1	0	0	
1290	46	43	2517	931	256	1977	1155	464	1570	2091	2189	70	1250	644	1620	2693	1787	1053	105	366	57	123	143	1124	70	
2	0	0	10	0	1	0	0	1	0	3	3	1	1	6	2	5	0	2	0	0	0	0	1	0	0	
2	1	0	3	1	1	23	1	3	0	0	1	0	1	0	1	0	0	4	0	0	0	0	0	10	0	
12	0	0	1	0	50	5	1	0	11	40	2	0	5	2	3	33	19	0	0	4	0	0	0	20	0	
0	0	0	1	0	0	10	0	1	0	2	1	0	10	0	3	20	0	0	1	0	0	0	0	3	0	
