"УИК №118"	"УИК №119"	"УИК №120"	"УИК №121"	"УИК №122"	"УИК №123"	"УИК №124"	"УИК №125"	"УИК №126"	"УИК №127"	"УИК №128"	"УИК №129"	"УИК №130"	"УИК №131"	"УИК №132"	"УИК №133"	"УИК №134"	"УИК №135"	"УИК №136"	"УИК №137"	"УИК №138"	"УИК №139"	
642	700	918	449	352	822	149	469	552	391	388	112	324	313	248	214	208	211	187	140	135	57	
626	647	885	320	357	859	157	600	593	441	452	116	340	330	244	238	235	266	216	126	141	56	
0	124	0	0	0	0	0	0	46	45	0	0	10	22	31	5	4	1	2	3	3	4	
357	303	465	240	211	474	100	346	322	194	280	75	205	224	153	152	138	166	121	91	91	40	
26	18	36	16	4	61	25	49	24	17	10	3	11	10	5	6	0	6	4	6	4	0	
243	202	384	64	142	324	32	205	201	185	162	38	114	74	55	75	93	93	89	26	43	12	
26	142	36	16	4	61	25	49	70	62	10	3	21	32	36	11	4	7	6	9	7	4	
357	303	465	240	211	474	100	346	322	194	280	75	205	224	153	152	138	166	121	91	91	40	
1	1	2	4	1	2	0	1	1	0	1	0	0	0	0	0	0	0	1	0	0	0	
382	444	499	252	214	533	125	394	391	256	289	78	226	256	189	163	142	173	126	100	98	44	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

0	5	1	0	0	4	0	0	3	1	0	0	0	1	0	1	0	0	1	0	0	0	
66	74	84	45	26	90	6	52	83	46	68	33	53	40	51	29	40	10	23	11	9	2	
9	34	17	5	10	5	11	5	7	4	6	2	7	3	2	2	2	2	1	5	0	2	
301	320	385	197	175	423	105	326	285	200	209	42	162	203	134	128	99	160	100	82	87	39	
4	6	4	3	1	7	2	6	8	4	3	1	3	5	0	1	0	0	0	0	1	1	
1	2	3	2	1	1	1	3	1	0	0	0	0	1	1	0	1	0	0	2	0	0	
0	1	2	0	0	2	0	0	3	1	0	0	0	1	1	1	0	1	0	0	0	0	
1	2	3	0	1	1	0	2	1	0	3	0	1	2	0	1	0	0	1	0	1	0	
