"УИК №815"	"УИК №816"	"УИК №817"	"УИК №818"	"УИК №819"	"УИК №820"	"УИК №821"	"УИК №822"	"УИК №823"	"УИК №824"	"УИК №825"	"УИК №826"	"УИК №827"	"УИК №828"	"УИК №829"	"УИК №830"	"УИК №831"	"УИК №832"	"УИК №833"	"УИК №834"	"УИК №835"	"УИК №836"	
438	598	685	153	304	200	363	135	786	172	576	175	213	335	701	176	209	417	2206	1665	915	146	
450	600	650	150	300	150	350	100	800	150	600	150	200	300	700	150	200	400	2300	1650	900	140	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
225	284	421	85	199	109	207	90	405	120	336	109	138	194	449	104	116	237	1167	974	616	105	
39	50	46	11	17	7	29	9	42	12	38	10	15	34	37	8	18	20	57	39	16	5	
186	266	183	54	84	34	114	1	353	18	226	31	47	72	214	38	66	143	1076	637	268	30	
39	50	46	11	17	7	29	9	42	12	38	10	15	34	37	8	18	20	57	39	16	5	
225	284	421	85	199	109	207	90	405	120	336	109	138	194	449	104	116	237	1167	974	616	105	
3	3	4	0	2	1	5	2	3	1	4	2	1	1	4	1	2	4	15	14	5	1	
261	331	463	96	214	115	231	97	444	131	370	117	152	227	482	111	132	253	1209	999	627	109	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

1	5	2	0	1	2	1	0	2	0	1	0	2	1	4	1	2	1	7	5	5	0	
19	34	59	6	32	25	36	7	30	8	36	7	10	23	68	4	9	25	194	152	130	14	
16	30	33	12	14	10	9	5	26	5	13	6	13	27	40	19	22	23	95	69	48	6	
214	258	363	78	165	76	184	85	380	113	312	101	127	174	360	83	95	203	892	753	431	89	
5	0	5	0	1	0	0	0	1	1	3	0	0	0	1	0	2	0	5	8	5	0	
4	4	1	0	0	1	0	0	4	4	2	3	0	2	4	3	0	1	4	6	4	0	
2	0	0	0	1	1	1	0	0	0	2	0	0	0	4	1	1	0	4	4	2	0	
0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	1	0	8	2	2	0	
