"УИК №906"	"УИК №907"	"УИК №908"	"УИК №909"	"УИК №910"	"УИК №911"	"УИК №912"	"УИК №913"	"УИК №914"	"УИК №915"	"УИК №916"	"УИК №917"	"УИК №918"	"УИК №919"	"УИК №920"	"УИК №921"	"УИК №922"	"УИК №923"	"УИК №924"	"УИК №925"	"УИК №926"	"УИК №927"	"УИК №928"	"УИК №929"	"УИК №930"	"УИК №931"	"УИК №932"	"УИК №933"	"УИК №934"	"УИК №935"	"УИК №936"	"УИК №937"	"УИК №938"	"УИК №939"	"УИК №940"	"УИК №941"	"УИК №942"	"УИК №943"	"УИК №944"	"УИК №945"	"УИК №946"	"УИК №947"	"УИК №948"	"УИК №949"	"УИК №950"	"УИК №951"	"УИК №952"	"УИК №953"	"УИК №954"	"УИК №955"	"УИК №956"	"УИК №957"	"УИК №958"	
735	892	350	214	947	485	256	110	538	202	548	119	539	1947	314	1638	962	1763	1242	156	736	1474	1972	2327	2025	1090	746	635	511	399	1255	793	1132	1455	1707	2007	1816	1074	1285	1576	1223	657	971	987	1008	504	306	184	267	1146	708	1070	570	
725	909	351	223	929	503	251	113	542	201	553	117	547	1931	310	1655	962	1730	1256	155	748	1491	1945	2311	2008	1098	785	642	511	380	1223	769	1145	1423	1705	1990	1809	1074	1225	1596	1246	650	987	993	991	500	295	161	268	1126	736	1060	586	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
658	719	325	191	828	410	202	95	427	148	471	97	492	1793	275	1472	865	1602	1152	122	606	1391	1731	2158	1870	954	646	539	431	337	1090	708	1002	1259	1160	1251	1694	999	1189	1487	1112	521	788	916	748	300	155	136	194	915	627	922	502	
12	7	4	0	6	25	22	3	15	13	4	0	2	0	0	23	11	14	9	0	0	0	35	0	8	6	3	0	0	0	0	0	18	10	11	0	0	0	20	8	0	0	4	0	12	0	0	0	0	3	0	0	0	
55	183	22	32	95	68	27	15	100	40	78	20	53	138	35	160	86	114	95	33	142	100	179	153	130	138	136	103	80	43	133	61	125	154	534	739	115	75	16	101	134	129	195	77	231	200	140	25	74	208	109	138	84	
12	7	4	0	6	25	22	3	15	13	4	0	2	0	0	23	11	14	9	0	0	0	35	0	8	6	3	0	0	0	0	0	18	10	11	0	0	0	20	8	0	0	4	0	12	0	0	0	0	3	0	0	0	
658	719	325	191	828	410	202	95	427	148	471	97	492	1793	275	1472	865	1602	1152	122	606	1391	1731	2158	1870	954	646	539	431	337	1090	708	1002	1259	1160	1251	1694	999	1189	1487	1112	521	788	916	748	300	155	136	194	915	627	922	502	
1	6	10	0	5	0	1	0	0	0	3	1	12	14	2	8	1	5	3	0	0	2	7	10	8	2	0	2	4	0	0	0	7	4	10	4	9	1	9	12	0	0	1	0	9	3	0	0	1	0	0	0	13	
669	720	319	191	829	435	223	98	442	161	472	96	482	1779	273	1487	875	1611	1158	122	606	1389	1759	2148	1870	958	649	537	427	337	1090	708	1013	1265	1161	1247	1685	998	1200	1483	1112	521	791	916	751	297	155	136	193	918	627	922	489	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

1	2	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	1	3	0	0	0	0	0	0	0	0	0	2	0	1	1	2	3	0	0	0	1	1	0	1	
40	58	22	15	69	41	19	13	115	37	36	8	36	42	19	97	55	111	82	10	26	104	120	129	94	86	58	57	14	25	187	54	68	93	52	36	1	8	72	44	87	0	53	85	15	7	6	6	9	208	59	83	50	
7	6	0	2	0	0	1	0	0	3	0	0	0	0	0	10	3	0	0	0	2	0	0	0	2	0	0	1	3	1	8	3	2	3	1	0	0	0	5	0	2	2	1	0	0	5	0	0	1	1	4	6	6	
609	639	295	174	734	390	201	84	325	117	433	86	441	1732	253	1377	815	1497	1074	110	573	1282	1637	2015	1751	862	586	476	402	308	881	635	938	1147	1096	1202	1684	990	1121	1436	1001	510	716	810	727	275	147	125	180	671	559	820	408	
2	3	1	0	3	0	0	0	0	4	3	2	2	5	1	3	2	3	2	1	3	1	0	4	1	7	5	2	3	1	6	5	2	3	5	4	0	0	2	3	7	4	6	6	3	2	1	3	3	35	4	7	7	
1	2	0	0	0	2	2	0	1	0	0	0	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	3	0	2	4	2	3	7	1	0	0	0	0	5	3	5	5	3	3	1	0	0	0	0	0	9	
7	8	0	0	17	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	5	0	12	0	0	0	0	0	0	8	2	7	6	1	2	0	0	0	0	0	3	6	
2	2	0	0	6	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	22	3	0	0	1	0	2	2	1	4	0	4	0	0	0	0	0	0	2	3	0	0	0	2	0	2	0	3	2	
