"УИК №5901"	"УИК №5902"	"УИК №5903"	"УИК №5904"	"УИК №5905"	"УИК №5906"	"УИК №5907"	"УИК №5908"	"УИК №5909"	"УИК №5910"	"УИК №5911"	"УИК №5912"	"УИК №5913"	"УИК №5914"	"УИК №5915"	"УИК №5916"	"УИК №5917"	"УИК №5918"	"УИК №5919"	"УИК №5920"	"УИК №5921"	"УИК №5922"	"УИК №5923"	"УИК №5924"	"УИК №5925"	"УИК №5926"	"УИК №5927"	"УИК №5928"	
800	1725	857	686	575	1176	547	2051	1919	2316	1011	1817	1615	1758	323	324	1375	1451	1459	205	1904	2006	1787	2815	2750	2688	1622	1475	
800	1500	840	700	570	1000	500	2000	1850	2330	1000	1800	1500	1750	317	330	1459	1450	1300	200	1850	2000	1900	2800	3000	2600	1600	1400	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
777	1408	820	570	550	919	463	1830	1396	2098	855	1499	1360	1498	299	298	1069	1213	1105	191	1666	1229	1169	2165	2496	1597	1381	1352	
12	90	17	93	20	80	23	67	123	102	95	119	93	31	18	19	91	200	190	5	155	53	103	91	202	83	161	43	
11	2	3	37	0	1	14	103	331	130	50	182	47	221	0	13	299	37	5	4	29	718	628	544	302	920	58	5	
12	90	17	93	20	80	23	67	123	102	95	119	93	31	18	19	91	200	190	5	155	53	103	91	202	83	161	43	
777	1408	820	570	550	919	463	1830	1396	2098	855	1499	1360	1498	299	298	1069	1213	1105	191	1666	1229	1169	2165	2496	1597	1381	1352	
0	16	0	0	0	0	4	5	5	7	0	13	7	24	0	0	21	12	0	0	19	22	9	14	0	18	14	16	
789	1482	837	663	570	999	482	1892	1514	2193	950	1605	1446	1505	317	317	1139	1401	1295	196	1802	1260	1263	2242	2698	1662	1528	1379	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

3	4	3	2	1	2	2	9	4	5	2	5	2	10	0	1	2	5	1	0	0	4	4	13	1	18	0	2	
35	37	59	34	33	26	56	123	60	130	39	134	94	102	7	23	145	97	90	25	323	168	90	79	102	240	107	68	
29	16	54	14	15	3	26	104	79	47	29	79	34	64	19	4	64	37	43	1	14	64	42	25	95	81	90	32	
670	1275	695	596	505	955	375	1599	1353	1976	855	1329	1294	1288	281	287	898	1233	1155	169	1460	989	1103	2063	2492	1184	1298	1255	
4	6	8	4	3	3	6	17	2	6	5	14	7	8	2	0	10	11	2	1	0	10	7	14	1	33	8	5	
2	4	3	3	4	1	5	8	0	3	5	11	3	8	2	1	4	4	1	0	0	5	4	13	2	15	0	3	
42	139	9	8	6	7	11	21	15	14	10	25	10	21	3	1	14	9	2	0	2	17	10	21	2	78	19	10	
4	1	6	2	3	2	1	11	1	12	5	8	2	4	3	0	2	5	1	0	3	3	3	14	3	13	6	4	
