"УИК №1896"	"УИК №1897"	"УИК №1898"	"УИК №1899"	"УИК №1900"	"УИК №1901"	"УИК №1902"	"УИК №1903"	"УИК №1904"	"УИК №1905"	"УИК №1906"	"УИК №1907"	"УИК №1908"	"УИК №1909"	"УИК №1910"	"УИК №1911"	"УИК №1912"	"УИК №1913"	"УИК №1914"	"УИК №1915"	"УИК №1916"	
3455	2277	2210	1927	1905	1936	2136	1914	407	2408	2658	1041	2743	2403	2234	2117	2482	2459	2456	2394	2429	
3100	2200	2100	1800	1800	1800	2000	1800	400	2200	2400	1000	2600	2200	2200	2000	2300	2200	2300	2200	2200	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2191	1384	1650	1143	1582	1129	1212	1379	297	1364	1575	586	1585	2145	2086	1203	1394	1481	1332	1351	1327	
41	42	38	27	37	61	53	39	0	63	44	42	39	45	44	67	57	45	43	68	36	
868	774	412	630	181	610	735	382	103	773	781	372	976	10	70	730	849	674	925	781	837	
41	42	38	27	37	61	53	39	0	62	44	42	39	45	44	67	57	45	43	68	36	
2185	1380	1645	1143	1545	1127	1212	1379	296	1364	1568	583	1585	2144	2086	1202	1392	1478	1332	1351	1322	
42	29	10	4	24	21	12	16	7	18	27	12	22	26	21	18	22	22	19	17	13	
2184	1393	1673	1166	1558	1167	1253	1402	289	1408	1585	613	1602	2163	2109	1251	1427	1501	1356	1402	1345	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

13	12	17	16	9	17	10	12	2	14	19	6	7	20	6	14	14	22	10	20	11	
342	190	149	148	120	156	154	143	39	192	228	88	213	171	190	170	193	200	212	195	163	
120	104	56	55	113	43	49	73	14	62	59	20	59	150	170	49	60	37	71	68	40	
1493	988	1317	845	1230	846	900	1026	212	1004	1082	444	1129	1687	1645	905	1018	1051	917	983	962	
90	46	65	35	15	43	49	53	10	44	90	24	80	79	48	48	77	79	69	53	79	
12	14	6	10	3	10	11	8	3	11	11	7	6	6	5	5	6	7	13	8	6	
43	9	23	20	30	14	30	34	1	23	40	7	39	24	5	16	24	32	29	19	25	
71	30	40	37	38	38	50	53	8	58	56	17	69	26	40	44	35	73	35	56	59	
