"УИК №1301"	"УИК №1302"	"УИК №1303"	"УИК №1304"	"УИК №1305"	"УИК №1306"	"УИК №1307"	"УИК №1308"	"УИК №1309"	"УИК №1310"	"УИК №1311"	"УИК №1312"	"УИК №1313"	"УИК №1314"	"УИК №1315"	"УИК №1316"	"УИК №1317"	"УИК №1318"	"УИК №1319"	"УИК №1320"	"УИК №1321"	"УИК №1322"	"УИК №1323"	"УИК №1324"	"УИК №1325"	"УИК №1326"	"УИК №1327"	
622	526	719	377	498	1336	1427	886	505	665	315	941	353	811	1051	422	561	1327	350	701	1179	202	930	204	829	327	347	
550	450	650	350	400	1200	1200	800	400	600	250	800	320	700	900	350	500	1200	300	600	1000	160	800	200	750	300	320	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
391	347	489	212	366	913	825	557	353	504	219	635	219	474	730	251	366	875	252	470	819	116	571	116	509	233	236	
37	44	39	8	33	40	36	18	10	14	20	53	53	47	22	25	84	64	12	43	78	5	120	20	53	12	12	
122	59	122	130	1	247	339	225	37	82	11	112	48	179	148	74	50	261	36	87	103	39	109	64	188	55	72	
37	44	39	8	33	40	36	18	10	14	20	53	53	47	22	25	84	64	12	43	78	5	120	20	53	12	12	
391	347	489	212	366	913	825	557	353	504	219	635	219	474	730	251	366	875	252	469	819	116	571	116	509	233	236	
8	6	2	3	6	20	13	5	4	9	0	8	6	5	5	2	7	14	1	3	9	1	7	0	11	2	5	
420	385	526	217	393	933	848	570	359	509	239	680	266	516	747	274	443	925	263	509	888	120	684	136	551	243	243	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

6	2	1	1	2	8	5	2	3	1	1	3	3	3	9	2	2	7	0	2	2	0	3	0	2	1	3	
61	41	28	8	11	131	124	73	54	67	32	85	20	73	99	27	38	80	16	24	49	6	51	9	84	42	29	
31	23	24	2	34	50	71	62	27	31	24	34	25	38	47	16	34	60	17	31	52	11	22	14	27	11	11	
311	309	471	206	337	710	611	410	264	403	173	541	212	392	563	225	363	754	224	445	773	103	601	109	433	186	194	
4	3	0	0	2	14	18	4	4	3	0	9	1	5	7	2	3	11	3	4	6	0	6	1	4	2	0	
1	4	0	0	2	7	8	7	3	2	7	5	3	3	4	0	1	10	2	1	2	0	1	0	0	1	5	
2	1	2	0	4	10	6	7	3	2	1	1	1	2	17	2	0	3	0	1	3	0	0	2	1	0	1	
4	2	0	0	1	3	5	5	1	0	1	2	1	0	1	0	2	0	1	1	1	0	0	1	0	0	0	
