"УИК №2401"	"УИК №2402"	"УИК №2403"	"УИК №2404"	"УИК №2405"	"УИК №2406"	"УИК №2407"	"УИК №2408"	"УИК №2409"	"УИК №2410"	"УИК №2411"	"УИК №2412"	"УИК №2413"	"УИК №2414"	"УИК №2415"	"УИК №2416"	"УИК №2417"	"УИК №2418"	"УИК №2419"	"УИК №2420"	"УИК №2421"	"УИК №2422"	"УИК №2423"	"УИК №2424"	"УИК №2425"	"УИК №2426"	"УИК №2427"	"УИК №2428"	"УИК №2429"	"УИК №2430"	"УИК №2431"	"УИК №2432"	"УИК №2433"	"УИК №2434"	"УИК №2435"	"УИК №2436"	"УИК №2437"	"УИК №2438"	"УИК №2439"	
336	389	131	78	49	492	230	135	266	616	314	69	405	477	140	720	343	226	206	189	165	403	206	399	127	101	406	108	346	208	63	237	108	195	426	142	193	1358	1322	
300	300	100	60	60	400	200	115	220	600	250	60	415	400	120	600	280	180	210	170	150	350	200	300	110	80	300	80	300	180	50	200	80	150	475	120	150	1500	1980	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	348	
222	241	79	52	38	356	151	95	182	440	193	45	302	266	81	413	220	168	152	131	113	315	146	259	99	78	266	72	219	119	46	144	67	133	309	98	124	970	546	
30	13	14	8	6	28	24	9	7	25	31	4	8	60	25	88	42	8	30	31	12	12	9	41	11	2	28	8	21	11	2	21	8	14	49	3	13	0	0	
48	46	7	0	16	16	25	11	31	135	26	11	105	74	14	99	18	4	28	8	25	23	45	0	0	0	6	0	60	31	2	35	5	3	117	19	13	530	1086	
30	13	14	8	6	28	24	9	7	25	31	4	8	60	25	88	42	8	30	31	12	12	9	41	11	2	28	8	21	30	2	21	8	14	49	3	13	0	348	
222	241	79	52	38	356	151	95	182	440	193	45	302	266	81	413	220	168	152	131	113	315	146	259	99	78	266	72	219	119	46	144	67	133	309	98	124	970	546	
4	1	0	4	0	5	4	2	1	7	3	0	3	5	4	16	3	0	4	1	0	9	3	5	12	0	3	0	2	4	0	4	0	2	7	1	2	27	37	
248	253	93	56	44	379	171	102	188	458	221	49	307	321	102	485	259	176	178	161	125	318	152	295	98	80	291	80	238	145	48	161	75	145	351	100	135	943	857	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

0	3	1	0	0	1	1	0	4	2	1	0	0	0	0	6	0	2	1	0	0	1	1	1	0	0	2	0	2	0	0	0	0	0	0	0	1	8	6	
55	15	27	6	6	51	19	21	42	115	20	6	76	48	13	75	43	17	17	19	10	26	13	31	13	9	54	5	17	22	2	37	10	11	30	4	8	195	192	
27	22	10	8	2	21	25	12	19	47	15	5	41	18	12	64	13	14	22	21	11	22	22	30	14	12	23	11	28	8	5	22	3	13	44	8	12	161	96	
166	206	54	41	36	299	118	66	117	287	181	36	183	243	70	329	197	138	137	120	101	265	115	227	68	58	205	61	187	113	41	97	61	119	274	88	113	551	520	
0	6	1	0	0	2	1	3	1	4	1	1	2	5	2	0	1	4	0	1	2	0	1	2	0	0	1	1	0	1	0	2	1	0	1	0	0	14	27	
0	0	0	1	0	2	4	0	1	3	1	0	3	4	1	4	2	1	1	0	0	1	0	3	2	0	1	1	2	1	0	2	0	2	2	0	0	1	9	
0	0	0	0	0	1	3	0	2	0	2	1	1	1	2	4	2	0	0	0	1	2	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	8	4	
0	1	0	0	0	2	0	0	2	0	0	0	1	2	2	3	1	0	0	0	0	1	0	1	0	0	4	0	2	0	0	1	0	0	0	0	1	5	3	
