"УИК №398"	"УИК №399"	"УИК №400"	"УИК №401"	"УИК №402"	"УИК №403"	"УИК №404"	"УИК №405"	"УИК №406"	"УИК №407"	"УИК №408"	"УИК №409"	"УИК №410"	"УИК №411"	"УИК №412"	"УИК №413"	"УИК №414"	"УИК №415"	"УИК №416"	"УИК №417"	"УИК №418"	"УИК №419"	"УИК №420"	"УИК №421"	"УИК №422"	"УИК №423"	"УИК №424"	"УИК №426"	"УИК №427"	"УИК №428"	"УИК №429"	"УИК №430"	"УИК №431"	
1192	2045	689	2024	453	451	994	215	188	310	925	155	310	648	177	164	993	1797	236	454	1357	250	1400	336	1902	786	241	459	715	649	349	332	243	
1100	2000	600	2000	400	400	900	200	150	300	900	140	300	650	170	150	950	1800	230	450	1400	230	1400	330	1800	750	250	400	700	640	340	250	220	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
725	1256	351	1076	213	215	589	118	107	144	534	96	194	442	130	104	606	976	87	214	849	105	784	174	1095	450	93	289	326	357	181	220	141	
21	42	30	86	18	65	57	14	14	37	57	6	10	20	1	17	44	69	34	21	38	14	39	11	31	41	49	20	55	19	10	17	12	
354	702	219	838	169	120	254	68	29	119	309	38	96	188	39	29	300	755	109	215	513	111	577	145	674	259	108	91	319	264	149	13	67	
21	42	30	86	18	65	57	14	14	37	57	6	10	20	1	17	44	69	34	21	38	14	39	11	31	41	49	20	55	19	10	17	12	
725	1256	351	1076	213	214	589	118	107	144	534	96	194	442	130	104	606	976	87	214	849	105	784	174	1095	450	93	289	326	357	181	220	141	
10	20	2	15	3	1	10	1	0	2	3	2	6	11	0	0	11	11	0	4	6	0	11	1	15	8	0	5	5	2	3	3	0	
736	1278	379	1147	228	278	636	131	121	179	588	100	198	451	131	121	639	1034	121	231	881	119	812	184	1111	483	142	304	376	374	188	234	153	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

3	10	0	12	1	0	5	1	1	4	3	0	0	1	2	0	0	2	0	1	3	1	6	0	10	3	0	1	2	2	2	2	1	
90	148	48	105	32	20	45	14	5	7	34	10	6	40	2	5	71	117	10	28	101	14	101	22	134	26	9	28	26	23	9	27	20	
71	97	24	83	15	22	45	13	7	6	31	9	23	31	17	4	36	96	7	21	75	10	41	7	95	19	12	25	26	31	21	21	18	
557	979	297	909	178	230	521	99	104	160	501	80	167	365	106	109	522	804	99	176	676	92	650	153	835	428	119	247	312	310	149	177	112	
4	20	4	20	0	4	6	1	1	2	4	0	1	4	0	2	4	9	2	1	14	1	8	2	12	5	2	1	1	3	2	5	0	
1	5	2	5	0	2	2	0	2	0	6	0	1	5	1	1	4	2	1	3	3	1	3	0	6	0	0	1	5	0	3	0	1	
4	9	3	7	2	0	6	2	0	0	6	0	0	3	1	0	1	3	1	0	6	0	1	0	15	1	0	0	3	3	1	1	0	
6	10	1	6	0	0	6	1	1	0	3	1	0	2	2	0	1	1	1	1	3	0	2	0	4	1	0	1	1	2	1	1	1	
