"УИК №211"	"УИК №212"	"УИК №213"	"УИК №214"	"УИК №215"	"УИК №216"	"УИК №217"	"УИК №218"	"УИК №219"	"УИК №220"	"УИК №221"	"УИК №222"	"УИК №223"	"УИК №224"	"УИК №225"	"УИК №226"	"УИК №227"	"УИК №228"	"УИК №229"	"УИК №230"	"УИК №231"	"УИК №232"	"УИК №233"	
286	254	330	141	329	198	172	102	359	199	192	214	262	412	217	260	111	284	654	331	1942	1931	796	
273	276	330	144	379	216	194	91	396	189	249	209	276	431	252	299	112	285	775	348	2123	2017	877	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
92	118	159	62	156	80	71	58	200	112	102	122	107	178	118	162	40	131	379	129	1320	1318	483	
83	58	76	31	58	34	48	28	54	49	51	53	84	116	67	48	51	75	112	86	236	188	138	
98	100	95	51	165	102	75	5	142	28	96	34	85	137	67	89	21	79	284	133	567	511	256	
83	58	76	31	58	34	48	28	54	49	51	53	84	116	67	48	51	75	112	86	236	188	138	
92	118	159	62	156	80	71	57	200	112	102	122	107	178	118	162	40	131	379	129	1320	1318	483	
0	0	1	0	1	0	0	1	3	0	0	0	0	0	1	3	0	0	7	1	2	1	5	
175	176	234	93	213	114	119	84	251	161	153	175	191	294	184	207	91	206	484	214	1554	1505	616	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

2	0	1	0	0	2	0	0	1	2	3	2	0	1	1	0	2	0	3	2	2	1	4	
22	23	20	8	21	9	13	8	23	16	23	18	12	41	15	40	10	16	68	15	156	162	46	
7	5	18	6	15	13	8	6	22	5	11	10	12	27	13	16	7	12	27	13	11	10	39	
138	145	190	74	173	89	93	68	202	131	111	143	165	220	151	143	70	172	378	181	1369	1325	520	
3	1	3	2	1	1	4	1	0	2	3	2	0	1	1	2	0	6	2	1	3	3	4	
1	2	0	3	1	0	0	1	0	2	0	0	1	2	2	3	2	0	3	0	4	1	0	
0	0	1	0	1	0	0	0	2	2	1	0	1	1	1	2	0	0	3	2	3	1	1	
2	0	1	0	1	0	1	0	1	1	1	0	0	1	0	1	0	0	0	0	6	2	2	
