"УИК №10"	"УИК №11"	"УИК №12"	"УИК №13"	"УИК №14"	"УИК №15"	"УИК №16"	"УИК №17"	"УИК №18"	"УИК №19"	"УИК №20"	"УИК №21"	"УИК №22"	"УИК №23"	"УИК №24"	"УИК №25"	"УИК №26"	"УИК №27"	"УИК №28"	"УИК №29"	"УИК №30"	"УИК №31"	"УИК №32"	"УИК №33"	
1750	1550	1127	1219	1351	1341	1598	1389	1751	1696	1881	2188	1421	1828	2838	2396	1894	2462	3059	905	1101	1257	279	2115	
1700	1506	1095	1184	1313	1303	1553	1350	1701	1648	1828	2126	1381	1776	2757	2328	1840	2392	2972	879	1070	1221	271	2056	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1628	1482	1063	1156	1289	1275	1516	1316	1674	1604	1798	2073	1358	1738	2731	2295	1798	2368	2932	849	1047	1184	255	2022	
52	15	13	5	10	11	17	6	5	30	1	27	7	7	6	8	27	6	10	9	10	12	0	20	
20	9	19	23	14	17	20	28	22	14	29	26	16	31	20	25	15	18	30	21	13	25	16	14	
52	15	13	5	10	11	17	6	5	30	1	27	7	7	6	8	27	6	10	9	10	12	0	20	
1628	1482	1063	1156	1289	1275	1516	1316	1674	1604	1798	2073	1358	1738	2731	2295	1798	2368	2932	849	1047	1184	255	2022	
2	1	2	3	1	2	3	3	3	2	1	4	2	2	2	3	4	3	4	1	2	1	1	3	
1678	1496	1074	1158	1298	1284	1530	1319	1676	1632	1798	2096	1363	1743	2735	2300	1821	2371	2938	857	1055	1195	254	2039	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

17	24	19	24	29	32	21	15	20	23	14	24	20	17	32	25	29	14	20	1	16	2	0	25	
48	67	31	68	97	72	46	39	73	30	67	58	82	55	49	39	63	70	58	41	49	51	32	69	
3	5	9	2	4	5	2	6	2	4	1	2	2	4	2	4	2	5	4	3	1	5	0	4	
1595	1378	1000	1048	1155	1160	1450	1249	1567	1556	1705	1997	1250	1653	2635	2219	1714	2279	2842	803	983	1129	220	1925	
3	5	4	3	3	1	1	2	1	7	2	4	1	2	2	3	0	0	6	3	1	2	0	7	
1	2	3	2	1	5	3	2	4	1	1	1	0	0	1	2	2	0	1	1	1	1	0	2	
7	8	4	1	2	0	4	3	0	4	3	2	1	4	10	7	9	3	3	2	2	4	1	3	
4	7	4	10	7	9	3	3	9	7	5	8	7	8	4	1	2	0	4	3	2	1	1	4	
