"УИК №284"	"УИК №285"	"УИК №286"	"УИК №287"	"УИК №288"	"УИК №289"	"УИК №290"	"УИК №291"	"УИК №292"	"УИК №293"	"УИК №294"	"УИК №295"	"УИК №296"	"УИК №297"	"УИК №298"	"УИК №299"	"УИК №300"	"УИК №301"	"УИК №302"	"УИК №303"	
143	219	394	188	590	145	165	152	490	767	877	911	142	272	190	539	228	551	201	264	
144	222	409	173	591	145	159	156	469	787	892	941	131	275	192	537	229	569	200	279	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
77	122	216	121	342	73	93	79	208	385	458	548	86	127	90	219	96	221	113	172	
35	18	34	31	71	22	28	29	111	24	30	64	18	34	26	109	36	71	33	8	
32	82	159	21	178	50	38	48	150	378	404	329	27	114	76	209	97	277	54	99	
35	18	34	31	71	22	28	29	111	24	30	64	18	34	26	109	36	71	33	8	
77	122	216	120	342	73	93	79	208	385	458	548	86	127	90	219	96	221	113	172	
0	0	3	0	8	3	0	0	2	3	4	7	1	3	0	0	4	1	0	1	
112	140	247	151	405	92	121	108	317	406	484	605	103	158	116	328	128	291	146	179	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

0	0	1	0	1	1	1	0	2	2	2	7	0	1	1	0	1	1	2	2	
11	22	22	20	40	11	21	8	48	78	71	123	8	24	6	31	4	12	19	21	
7	22	18	9	36	12	5	11	31	54	66	67	12	31	13	13	16	20	10	25	
93	94	199	120	324	66	90	89	229	263	332	393	83	99	96	281	107	253	112	128	
1	2	2	2	3	1	0	0	4	3	3	3	0	2	0	1	0	1	2	2	
0	0	2	0	0	1	2	0	2	3	4	6	0	1	0	2	0	2	0	1	
0	0	1	0	1	0	2	0	0	2	5	4	0	0	0	0	0	1	1	0	
0	0	2	0	0	0	0	0	1	1	1	2	0	0	0	0	0	1	0	0	
