"УИК №29"	"УИК №30"	"УИК №31"	"УИК №32"	"УИК №33"	"УИК №34"	"УИК №35"	"УИК №36"	"УИК №37"	"УИК №38"	"УИК №39"	"УИК №40"	"УИК №41"	"УИК №42"	"УИК №43"	"УИК №44"	"УИК №45"	"УИК №46"	"УИК №47"	"УИК №48"	"УИК №49"	"УИК №50"	"УИК №51"	"УИК №52"	"УИК №53"	"УИК №741"	
2473	2022	1976	2326	2305	1788	2657	2706	2169	2074	2068	2288	2123	2772	2305	2261	2350	2700	2144	1907	1056	2200	2503	2509	1729	396	
2500	2000	2000	2300	2300	1800	2600	2600	2100	2100	2000	2300	2100	2800	2300	2200	2300	2700	2100	1900	1000	2200	2500	2400	1500	392	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1258	1205	1168	1520	1305	990	1683	1681	1401	1206	1281	1429	1193	1786	1370	1419	1303	1739	1384	1201	753	1321	1478	1530	965	271	
77	59	63	39	36	32	41	74	54	46	92	40	66	73	94	64	46	43	32	47	44	46	102	42	69	121	
1165	736	769	741	959	778	876	845	645	848	627	831	841	941	836	717	951	918	684	652	203	833	920	828	466	0	
77	59	63	39	36	32	41	74	54	46	92	40	66	73	94	64	46	43	32	47	44	46	102	42	69	121	
1258	1205	1168	1520	1303	990	1683	1681	1401	1206	1281	1429	1192	1785	1370	1419	1303	1737	1384	1201	753	1321	1477	1530	965	271	
20	16	8	20	12	11	22	17	16	11	22	16	15	18	32	17	23	24	19	14	22	9	17	17	7	13	
1315	1248	1223	1539	1327	1011	1702	1738	1439	1241	1351	1453	1243	1840	1432	1466	1326	1756	1397	1234	775	1358	1562	1555	1027	379	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

10	9	4	10	6	7	13	15	18	15	9	14	13	11	12	12	7	17	11	13	8	11	13	6	10	2	
153	132	143	201	187	112	254	256	210	152	170	157	165	233	186	200	194	205	210	150	74	183	189	200	126	51	
88	83	91	100	99	90	102	116	80	86	80	114	77	122	108	98	91	122	105	76	33	101	105	103	64	28	
1015	959	935	1146	988	754	1263	1283	1062	927	1028	1099	923	1390	1055	1096	993	1325	1016	923	625	1007	1189	1147	785	292	
26	16	17	35	19	14	22	28	26	25	25	23	21	35	29	35	14	37	21	26	11	23	30	36	20	3	
6	19	11	16	10	10	12	11	8	11	19	11	13	14	10	7	9	17	6	11	3	7	14	15	4	1	
7	16	9	18	12	13	17	17	15	11	8	18	17	22	21	11	11	22	19	16	10	20	11	30	14	2	
10	14	13	13	6	11	19	12	20	14	12	17	14	13	11	7	7	11	9	19	11	6	11	18	4	0	
