"УИК №1408"	"УИК №1409"	"УИК №1410"	"УИК №1411"	"УИК №1412"	"УИК №1413"	"УИК №1414"	"УИК №1415"	"УИК №1416"	"УИК №1417"	"УИК №1418"	"УИК №1419"	"УИК №1420"	"УИК №1421"	"УИК №1422"	"УИК №1423"	"УИК №1424"	"УИК №1425"	"УИК №1426"	"УИК №1427"	"УИК №1428"	"УИК №1429"	"УИК №1430"	"УИК №1431"	"УИК №1432"	"УИК №1433"	"УИК №1434"	"УИК №1435"	"УИК №1436"	"УИК №1437"	"УИК №1438"	"УИК №1439"	"УИК №1440"	"УИК №1441"	"УИК №1442"	"УИК №1443"	"УИК №1444"	"УИК №1445"	"УИК №1446"	"УИК №1447"	"УИК №1448"	"УИК №1449"	"УИК №1450"	"УИК №1451"	"УИК №1452"	"УИК №1453"	"УИК №1454"	"УИК №1455"	"УИК №1456"	"УИК №1457"	"УИК №1458"	"УИК №1459"	"УИК №3703"	"УИК №3704"	"УИК №3705"	
2607	2145	1364	1529	1768	1815	2052	1151	1364	1568	1579	1615	2259	2332	2508	2012	2180	2511	2424	2171	2269	2061	2355	2455	2807	2641	2039	1552	1594	2436	1686	2381	2052	2737	2389	2320	2242	2058	1780	1487	2474	2543	2475	1964	1692	1678	2350	2550	2528	3019	3500	417	198	250	20	
2000	1500	1100	1200	1400	1500	1600	900	1300	1200	1200	1300	1800	1900	2000	1600	1800	2000	2000	1800	1900	1700	2000	2000	2300	2200	1500	1200	1200	2000	1400	1900	1700	2200	2000	1700	1700	1700	1500	1200	2000	2100	2000	1600	1400	1400	1900	2200	2000	2300	3300	420	200	540	40	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1606	1316	724	973	996	983	1176	695	839	904	921	917	1263	1302	1423	1113	1213	1346	1398	1299	1311	1231	1258	1348	1512	1447	1242	937	872	1414	1063	1457	1180	1655	1274	1236	1289	1190	1045	889	1384	1434	1544	1330	1171	866	1325	1330	1402	1778	2522	243	198	217	19	
30	21	28	25	44	41	24	25	19	43	38	18	55	52	62	36	52	54	65	35	39	37	16	30	27	21	14	11	31	41	27	40	61	45	81	71	79	80	53	24	37	17	17	13	13	31	9	32	41	286	29	134	0	27	0	
364	163	348	201	360	476	400	180	442	253	241	365	482	546	515	451	535	600	537	466	550	432	726	622	761	732	244	252	297	545	310	403	459	500	645	393	332	430	402	287	579	649	439	257	216	503	566	838	557	236	749	43	2	296	21	
30	21	28	25	44	41	24	25	19	43	38	18	55	52	62	36	52	54	65	35	39	37	16	30	27	21	14	11	31	41	27	40	61	45	81	71	79	80	53	24	37	17	17	13	13	31	9	32	41	286	29	134	0	27	0	
1604	1314	724	973	996	983	1176	695	839	903	919	915	1263	1298	1423	1113	1213	1345	1398	1298	1311	1227	1258	1347	1512	1447	1240	937	872	1410	1063	1452	1180	1652	1274	1236	1289	1190	1045	889	1383	1434	1544	1330	1171	866	1325	1330	1402	1778	2522	243	198	217	19	
15	13	15	12	7	15	11	5	12	6	18	24	26	17	19	17	12	23	23	18	11	11	15	19	24	30	12	5	14	19	9	23	17	26	18	19	19	15	9	13	22	24	0	12	6	14	18	24	25	35	45	8	10	6	0	
1619	1322	737	986	1033	1009	1189	715	846	940	939	909	1292	1333	1466	1132	1253	1376	1440	1315	1339	1253	1259	1358	1515	1438	1242	943	889	1432	1081	1469	1224	1671	1337	1288	1349	1255	1089	900	1398	1427	1561	1331	1178	883	1316	1338	1418	2029	2506	369	188	238	19	
