"УИК №1265"	"УИК №1266"	"УИК №1267"	"УИК №1268"	"УИК №1269"	"УИК №1270"	"УИК №1271"	"УИК №1272"	"УИК №1273"	"УИК №1274"	"УИК №1275"	"УИК №1276"	"УИК №1277"	"УИК №1278"	"УИК №1279"	"УИК №1281"	"УИК №1282"	"УИК №1283"	"УИК №1284"	"УИК №1285"	"УИК №1929"	"УИК №1930"	"УИК №1931"	
915	915	120	734	568	682	541	865	189	781	277	104	164	73	551	158	151	760	836	884	892	404	404	
700	700	121	700	550	650	500	700	192	700	250	105	168	75	500	154	162	700	700	700	700	350	350	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
596	601	80	432	353	481	373	508	125	433	189	78	94	51	287	86	93	458	537	558	550	233	264	
24	22	9	41	42	31	61	39	16	33	10	6	7	5	37	8	12	19	23	19	55	48	21	
80	77	32	227	155	138	66	153	51	234	51	21	67	19	176	60	57	223	140	123	95	69	65	
24	22	9	41	42	31	61	39	16	33	10	6	7	5	37	8	12	19	23	19	55	48	21	
596	601	80	432	353	481	373	508	125	433	189	78	94	51	287	86	93	458	537	558	550	233	264	
7	10	0	4	3	2	9	7	0	9	2	0	2	1	0	2	3	5	7	11	8	3	5	
613	613	89	469	392	510	425	540	141	457	197	84	99	55	324	92	102	472	553	566	597	278	280	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

4	4	0	2	4	3	4	8	1	5	0	1	1	1	1	1	3	3	5	8	2	0	4	
131	161	24	63	59	114	102	87	26	69	11	20	5	6	63	16	1	77	120	157	149	43	51	
51	58	7	19	30	38	27	56	3	50	39	3	7	9	29	9	14	37	46	49	45	25	25	
412	381	58	375	295	346	285	376	110	324	146	57	84	39	229	65	82	344	366	342	387	204	193	
4	5	0	3	3	2	2	6	1	3	0	2	2	0	0	1	1	4	3	1	4	1	3	
8	2	0	5	0	2	2	2	0	4	1	0	0	0	1	0	1	4	3	6	6	1	2	
2	0	0	2	0	2	3	2	0	2	0	1	0	0	1	0	0	2	6	2	3	2	1	
1	2	0	0	1	3	0	3	0	0	0	0	0	0	0	0	0	1	4	1	1	2	1	
