"УИК №1889"	"УИК №1890"	"УИК №1891"	"УИК №1892"	"УИК №1893"	"УИК №1894"	"УИК №1895"	"УИК №1896"	"УИК №1897"	"УИК №1898"	"УИК №1899"	"УИК №1900"	"УИК №1901"	"УИК №1902"	"УИК №1903"	"УИК №1904"	"УИК №1905"	"УИК №1906"	"УИК №1907"	"УИК №1908"	"УИК №1909"	"УИК №1910"	"УИК №1911"	"УИК №1912"	"УИК №1913"	"УИК №1914"	"УИК №1915"	"УИК №1916"	"УИК №1917"	"УИК №1918"	"УИК №1919"	"УИК №1920"	"УИК №1921"	"УИК №1922"	"УИК №2267"	"УИК №2280"	
1063	345	349	169	385	649	395	734	199	198	248	719	127	298	1871	117	316	104	191	234	709	306	109	149	1603	739	969	56	147	134	1386	126	142	127	346	521	
1000	300	300	150	350	600	390	700	190	200	250	650	130	300	1600	100	300	90	200	220	700	300	100	120	1300	700	1000	60	130	140	1200	130	130	120	350	500	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
504	172	170	83	204	393	215	501	89	110	142	355	95	154	877	52	237	76	149	177	362	194	78	78	819	399	460	46	71	92	682	81	75	84	224	225	
74	5	22	4	10	32	23	29	15	3	7	41	6	15	51	13	29	10	10	21	121	12	0	23	74	16	25	1	4	14	45	0	9	19	23	31	
422	123	108	63	136	175	152	170	86	87	101	254	29	131	672	35	34	4	41	22	217	94	22	19	407	285	515	13	55	34	473	49	46	17	103	244	
74	5	22	4	10	32	23	29	15	3	7	41	6	15	51	13	29	10	10	21	121	12	0	23	74	16	25	1	4	14	45	0	9	19	23	31	
504	172	170	83	204	393	215	501	89	110	142	355	95	154	877	52	237	76	149	177	362	194	78	78	819	399	460	46	71	92	682	81	75	84	224	225	
6	3	4	1	3	2	3	7	1	2	1	6	1	2	8	0	3	0	2	0	3	4	1	1	7	6	5	0	0	2	6	0	0	0	3	0	
572	174	188	86	211	423	235	523	103	111	148	390	100	167	920	65	263	86	157	198	480	202	77	100	886	409	480	47	75	104	721	81	84	103	244	256	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

7	2	0	2	1	3	2	1	1	0	0	0	0	2	4	0	1	0	0	0	1	2	0	0	4	3	1	0	0	0	6	1	0	1	0	0	
66	9	30	3	27	29	16	36	4	5	6	28	1	23	79	4	25	1	27	11	21	13	4	4	99	46	48	1	2	4	58	2	6	7	18	20	
55	15	22	4	37	37	40	42	9	7	14	42	9	11	61	4	17	2	11	14	12	16	7	8	63	27	40	4	4	18	63	5	7	10	22	29	
438	146	135	77	145	345	169	433	89	98	126	310	90	127	730	54	213	83	115	170	433	168	66	87	686	324	382	41	66	80	583	70	69	85	196	201	
2	1	0	0	0	3	0	5	0	0	1	4	0	3	11	2	3	0	3	1	4	1	0	1	10	1	4	0	1	0	3	2	0	0	3	0	
4	0	1	0	1	3	1	4	0	0	0	6	0	1	19	1	2	0	0	1	5	1	0	0	7	3	0	0	0	2	4	0	2	0	2	3	
0	1	0	0	0	2	1	0	0	0	0	0	0	0	7	0	2	0	1	0	2	1	0	0	8	4	2	0	1	0	3	1	0	0	3	2	
0	0	0	0	0	1	6	2	0	1	1	0	0	0	9	0	0	0	0	1	2	0	0	0	9	1	3	1	1	0	1	0	0	0	0	1	
