"УИК №2876"	"УИК №2877"	"УИК №2878"	"УИК №2879"	"УИК №2880"	"УИК №2881"	"УИК №2882"	"УИК №2883"	"УИК №2884"	"УИК №2885"	"УИК №2886"	"УИК №2887"	"УИК №2888"	"УИК №2889"	"УИК №2890"	"УИК №2891"	"УИК №2892"	"УИК №2893"	"УИК №2894"	"УИК №2895"	"УИК №2896"	"УИК №2897"	"УИК №2898"	"УИК №2899"	"УИК №2900"	"УИК №2901"	"УИК №2902"	"УИК №2903"	"УИК №2904"	
2320	162	1691	1991	2190	1962	2622	2498	2549	2506	2573	2510	1216	2028	2017	2029	2388	2546	1819	2324	2004	2023	2560	2834	2653	2088	2865	2689	2381	
1800	260	1200	1600	1600	1500	1900	2000	2000	2000	2000	2000	1000	1700	1500	1500	1900	2000	1500	1800	1500	1500	2000	2100	2000	1800	2100	2200	1900	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1344	110	970	1059	1200	1059	1366	1370	1408	1360	1403	1384	712	1163	1068	1072	1365	1432	1026	1283	1149	1088	1365	1490	1429	1316	1477	1417	1330	
101	38	45	70	57	47	58	78	60	80	83	39	24	45	74	35	46	87	58	58	67	43	50	66	91	52	74	49	53	
355	112	185	471	343	394	476	552	532	560	514	577	264	492	358	393	489	481	416	459	284	369	585	544	480	432	549	734	517	
101	38	45	70	57	47	58	78	60	80	83	39	24	45	74	35	46	87	58	58	67	42	50	66	91	52	74	49	53	
1343	110	969	1058	1196	1057	1364	1370	1405	1356	1397	1384	711	1163	1066	1070	1365	1430	1026	1280	1149	1064	1359	1490	1426	1313	1474	1416	1330	
19	10	25	12	20	13	26	34	18	15	31	24	8	17	17	17	33	26	15	28	28	17	29	28	52	19	22	18	23	
1425	138	989	1116	1233	1091	1396	1414	1447	1421	1449	1399	727	1191	1123	1088	1378	1491	1069	1310	1188	1089	1380	1528	1465	1346	1526	1447	1360	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

23	0	9	16	20	18	14	14	11	11	3	9	9	9	16	8	19	18	17	13	19	14	19	6	17	13	25	16	14	
293	3	168	153	166	147	150	148	201	228	189	181	103	169	149	146	157	190	133	207	146	143	190	263	191	168	200	162	159	
27	15	53	56	61	61	74	65	60	53	59	52	19	48	41	79	59	61	42	48	55	48	55	92	87	55	86	56	94	
878	109	644	773	854	741	1005	1019	1028	935	1005	963	490	830	782	781	1016	1038	726	863	837	751	968	1042	1075	993	1069	1071	1003	
65	2	49	52	58	50	71	74	73	61	77	101	45	55	68	29	63	73	59	74	47	62	77	52	44	55	56	59	37	
16	2	12	8	6	14	7	9	15	16	11	13	5	5	4	9	7	12	8	12	15	12	10	11	7	14	15	17	10	
43	2	14	20	24	18	22	16	18	45	31	21	19	21	20	10	15	29	23	29	16	31	19	20	20	15	25	23	11	
80	5	40	38	44	42	53	69	41	72	74	59	37	54	43	26	42	70	61	64	53	28	42	42	24	33	50	43	32	
