"УИК №801"	"УИК №802"	"УИК №803"	"УИК №804"	"УИК №805"	"УИК №806"	"УИК №807"	"УИК №808"	"УИК №809"	"УИК №810"	"УИК №811"	"УИК №812"	"УИК №813"	"УИК №814"	"УИК №815"	"УИК №816"	"УИК №817"	"УИК №818"	"УИК №819"	"УИК №820"	"УИК №821"	"УИК №822"	"УИК №823"	"УИК №824"	"УИК №825"	"УИК №826"	"УИК №827"	"УИК №828"	"УИК №829"	"УИК №830"	"УИК №831"	"УИК №832"	"УИК №833"	"УИК №834"	"УИК №835"	"УИК №836"	"УИК №837"	"УИК №838"	"УИК №839"	
391	538	280	396	279	180	98	393	474	1067	226	116	60	408	330	53	69	514	92	103	78	485	151	637	46	84	123	428	391	120	221	855	313	857	742	346	297	288	129	
375	520	280	360	260	155	90	390	450	1125	225	105	50	435	320	65	60	495	105	100	75	500	155	640	55	85	115	415	435	110	210	860	300	840	780	335	270	300	130	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
237	369	201	281	190	121	76	288	364	721	144	92	41	320	242	36	48	344	63	71	59	336	116	461	36	55	83	243	295	80	168	636	230	629	537	210	188	249	113	
31	25	14	34	20	20	4	35	30	58	14	8	2	33	8	4	0	27	15	4	8	36	6	49	0	5	8	84	28	8	14	50	30	63	58	24	12	5	4	
107	126	65	45	50	14	10	67	56	346	67	5	7	82	70	25	12	124	27	25	8	128	33	130	19	25	24	88	112	22	28	174	40	148	185	101	70	46	13	
31	25	14	34	20	20	4	35	30	58	14	8	2	33	8	4	0	27	15	4	8	36	6	49	0	5	8	84	28	8	14	50	30	63	58	24	12	5	4	
237	369	201	281	190	121	76	288	364	721	144	92	41	320	242	36	48	344	63	71	59	336	116	461	36	55	83	243	295	80	168	636	230	629	537	210	188	249	113	
2	10	2	3	0	3	0	3	4	13	1	0	0	3	2	1	0	6	0	1	0	4	0	5	0	0	1	3	4	0	1	6	3	2	8	2	2	1	1	
266	384	213	312	210	138	80	320	390	766	157	100	43	350	248	39	48	365	78	74	67	368	122	505	36	60	90	324	319	88	181	680	257	690	587	232	198	253	116	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

3	0	0	2	5	2	1	1	5	5	2	2	0	2	3	0	0	0	0	1	0	1	2	4	0	0	0	1	4	0	3	5	1	3	2	1	2	2	1	
26	69	26	28	14	7	10	24	97	169	17	11	8	66	47	8	5	48	2	10	14	52	15	72	2	1	11	58	38	15	17	70	35	150	91	27	32	55	18	
15	30	18	25	35	20	9	41	47	66	20	8	7	23	28	5	8	44	3	18	4	35	10	39	1	7	8	21	30	10	21	64	29	42	65	29	17	15	5	
212	276	169	248	153	106	58	250	226	500	113	74	28	255	168	26	30	265	73	44	48	277	91	380	33	50	70	241	239	59	133	531	178	488	417	175	143	176	89	
2	3	0	5	1	1	1	0	6	7	1	1	0	2	2	0	1	1	0	0	0	1	1	3	0	0	0	1	4	1	2	5	2	1	7	0	1	0	3	
5	2	0	3	1	1	0	0	7	10	1	1	0	1	0	0	3	4	0	0	1	1	0	5	0	1	1	1	2	0	2	3	1	3	3	0	2	3	0	
3	1	0	0	1	1	1	2	2	3	1	3	0	1	0	0	1	2	0	0	0	0	2	1	0	0	0	1	0	1	3	0	1	2	0	0	0	2	0	
0	3	0	1	0	0	0	2	0	6	2	0	0	0	0	0	0	1	0	1	0	1	1	1	0	1	0	0	2	2	0	2	10	1	2	0	1	0	0	
