"УИК №520"	"УИК №521"	"УИК №522"	"УИК №523"	"УИК №524"	"УИК №525"	"УИК №526"	"УИК №527"	"УИК №528"	"УИК №529"	"УИК №530"	"УИК №531"	"УИК №532"	"УИК №533"	"УИК №534"	"УИК №535"	"УИК №536"	"УИК №537"	"УИК №538"	"УИК №539"	"УИК №540"	"УИК №541"	"УИК №542"	"УИК №543"	"УИК №544"	"УИК №545"	"УИК №546"	"УИК №547"	"УИК №548"	"УИК №549"	"УИК №550"	"УИК №551"	"УИК №552"	"УИК №553"	"УИК №554"	"УИК №555"	"УИК №556"	"УИК №557"	"УИК №558"	"УИК №559"	"УИК №560"	"УИК №561"	"УИК №562"	
985	687	1071	1929	1776	2562	1840	2063	823	2159	1956	2518	1734	2368	2550	2485	2097	1171	1472	2216	2215	2330	2297	1021	2302	1125	1604	2091	2260	2300	2610	1929	2457	1755	2002	1836	2460	2010	1613	1450	2373	2152	2069	
800	550	850	1800	1700	2500	1800	1900	750	1700	1800	2400	1700	2400	2400	2250	2000	1100	1350	2100	2100	2300	2200	950	1800	1000	1500	2000	2200	2100	2400	1800	2400	1700	1900	1700	2400	1900	1500	1300	2200	2000	1900	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
612	461	721	1125	1068	1645	1180	1302	497	1044	1281	1620	1095	1366	1564	1427	1282	604	943	1520	1333	1546	1290	625	1481	672	1013	1183	1443	1486	1796	1254	1450	972	1170	1077	1511	1256	998	866	1485	1410	1374	
24	7	17	37	51	53	47	42	11	469	22	21	21	61	53	144	37	55	37	28	47	27	59	28	16	25	45	22	17	36	33	34	31	25	19	146	46	29	41	17	23	15	33	
164	82	112	638	581	802	573	556	242	187	497	759	584	973	783	679	681	441	370	552	720	727	851	297	303	303	442	795	740	578	571	512	919	703	711	477	843	615	461	417	692	575	493	
24	7	17	37	51	53	47	42	11	468	22	21	21	61	53	144	37	55	37	28	47	27	59	28	16	25	45	22	17	36	33	34	31	25	19	146	46	29	41	17	23	15	33	
612	461	721	1124	1068	1644	1179	1302	496	1042	1281	1620	1095	1366	1564	1427	1278	604	943	1518	1332	1546	1290	625	1481	672	1013	1183	1443	1485	1796	1251	1450	972	1170	1076	1511	1254	998	866	1484	1410	1373	
12	4	13	21	10	25	14	15	8	31	13	15	13	12	34	17	11	5	8	26	21	19	12	10	16	7	10	19	20	22	17	30	16	11	7	19	16	16	18	16	19	24	11	
624	464	725	1140	1109	1672	1212	1329	499	1479	1290	1626	1103	1415	1583	1554	1304	654	972	1520	1358	1554	1337	643	1481	690	1048	1186	1440	1499	1812	1255	1465	986	1182	1203	1541	1267	1021	867	1488	1401	1395	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

10	7	10	9	18	18	16	19	5	12	11	14	9	17	19	12	22	4	12	23	16	12	12	10	13	7	17	9	12	9	26	17	12	15	8	12	12	6	10	10	18	21	17	
101	78	146	166	169	285	174	217	78	160	195	265	171	208	210	252	189	70	144	215	193	233	161	110	213	88	178	180	242	263	267	184	227	153	158	197	206	189	143	129	249	211	252	
42	28	23	65	58	65	64	80	31	179	88	115	77	90	104	88	84	26	60	89	77	97	78	36	84	40	50	89	97	70	111	57	109	61	82	63	87	66	47	44	85	69	69	
424	312	486	822	779	1173	874	921	345	993	922	1151	804	1044	1155	1103	951	520	695	1132	995	1119	1009	463	1103	524	750	857	1019	1053	1291	897	1023	688	873	895	1144	925	740	639	1060	988	972	
18	19	31	25	36	54	37	40	10	82	28	36	20	23	41	47	20	15	26	24	35	46	38	9	32	8	18	24	36	54	47	41	40	29	37	10	44	24	39	21	34	53	38	
13	2	4	14	10	12	6	11	4	12	19	10	5	13	17	13	8	4	6	8	9	17	11	3	10	4	8	9	11	8	20	9	16	6	5	10	16	5	13	4	9	17	9	
5	5	12	15	19	24	18	20	9	11	14	24	6	14	14	15	20	7	11	11	14	17	12	5	18	5	15	12	10	16	27	30	17	16	8	9	16	18	9	14	15	15	16	
11	13	13	24	20	41	23	21	17	30	13	11	11	6	23	24	10	8	18	18	19	13	16	7	8	14	12	6	13	26	23	20	21	18	11	7	16	34	20	6	18	27	22	
