"УИК №945"	"УИК №946"	"УИК №947"	"УИК №948"	"УИК №949"	"УИК №950"	"УИК №951"	"УИК №953"	"УИК №954"	"УИК №955"	"УИК №956"	"УИК №957"	"УИК №958"	"УИК №959"	"УИК №960"	"УИК №962"	"УИК №963"	"УИК №964"	"УИК №965"	"УИК №966"	"УИК №967"	"УИК №968"	"УИК №969"	"УИК №970"	
238	1136	275	111	147	765	194	441	112	57	64	545	208	709	103	94	221	56	153	39	437	68	70	69	
221	1139	241	112	151	749	180	457	111	60	68	527	201	696	97	93	218	60	148	38	448	65	67	62	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
158	542	162	87	102	440	139	229	67	41	44	456	127	411	30	60	138	45	100	30	304	52	53	58	
22	59	36	11	16	49	4	47	9	0	6	25	21	24	18	1	13	4	12	8	34	4	5	4	
41	538	43	14	33	260	37	181	35	19	18	46	53	261	49	32	67	11	36	0	110	9	9	0	
22	59	36	11	16	49	4	47	9	0	6	25	21	24	18	1	13	4	12	8	34	4	5	4	
158	542	162	87	102	440	139	229	67	41	44	456	127	411	30	60	138	45	100	30	304	52	53	58	
0	8	2	1	2	3	0	5	3	0	0	7	0	2	1	0	0	2	2	0	9	0	0	0	
180	593	196	97	116	486	143	271	73	41	50	474	148	433	47	61	151	47	110	38	329	56	58	62	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

1	3	0	1	1	2	2	0	1	0	0	6	1	5	0	0	0	0	0	0	1	0	0	1	
31	92	42	6	11	58	17	21	1	3	2	29	29	83	4	8	9	9	8	0	61	5	7	8	
21	61	9	7	1	31	18	14	4	0	4	18	12	48	6	7	9	0	7	3	38	3	5	7	
121	427	143	83	100	392	101	227	66	38	44	416	103	294	36	46	128	34	94	35	224	48	45	46	
0	2	0	0	2	0	2	5	0	0	0	2	1	1	1	0	1	3	0	0	1	0	0	0	
5	4	1	0	0	3	2	3	0	0	0	2	2	2	0	0	3	0	0	0	3	0	0	0	
0	3	1	0	0	0	0	1	1	0	0	0	0	0	0	0	1	1	1	0	1	0	1	0	
1	1	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
