"УИК №1634"	"УИК №1635"	"УИК №1636"	"УИК №1637"	"УИК №1638"	"УИК №1639"	"УИК №1640"	"УИК №1641"	"УИК №1642"	"УИК №1643"	"УИК №1644"	"УИК №1645"	"УИК №1646"	"УИК №1647"	"УИК №1648"	"УИК №1649"	"УИК №1650"	"УИК №1651"	"УИК №1652"	"УИК №1653"	"УИК №1654"	"УИК №1655"	"УИК №1656"	"УИК №1657"	"УИК №1658"	"УИК №1659"	"УИК №1660"	"УИК №1661"	"УИК №1662"	"УИК №1663"	"УИК №1664"	"УИК №1665"	"УИК №1666"	"УИК №1667"	"УИК №1668"	"УИК №1669"	"УИК №1670"	"УИК №1671"	"УИК №1672"	"УИК №1673"	"УИК №1674"	
276	105	96	70	179	63	311	260	170	70	486	251	212	532	70	458	89	370	208	135	434	280	84	486	637	363	329	473	258	279	470	525	478	801	447	998	279	559	282	922	308	
270	105	100	75	190	64	310	260	175	68	485	305	205	530	66	450	81	380	200	135	440	270	76	485	635	370	335	475	270	270	470	535	490	794	450	1000	280	560	275	860	310	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
247	85	84	61	150	55	285	212	137	30	465	228	146	373	60	307	59	309	167	121	364	247	42	394	523	312	253	400	205	204	401	433	399	634	403	883	228	479	222	744	256	
8	15	3	6	19	7	11	33	17	38	12	7	46	124	3	45	19	33	29	9	37	16	34	51	70	29	52	49	40	43	39	66	46	114	18	88	34	41	40	113	29	
15	5	13	8	21	2	14	15	21	0	8	70	13	33	3	98	3	38	4	5	39	7	0	40	42	29	30	26	25	23	30	36	45	46	29	29	18	40	13	3	25	
8	15	3	6	19	7	11	33	17	38	12	7	46	124	3	45	19	33	29	9	37	16	34	51	70	29	52	49	40	43	39	66	46	114	18	88	34	41	40	113	29	
247	85	84	61	150	55	285	212	137	30	465	228	146	373	60	307	59	309	167	121	364	247	42	394	523	312	253	400	205	204	401	433	399	634	403	882	228	479	222	744	256	
0	0	0	0	0	0	0	0	3	0	0	0	0	2	1	4	0	0	1	0	4	3	0	0	0	3	0	0	0	0	1	0	0	4	0	0	0	0	0	5	6	
255	100	87	67	169	62	296	245	151	68	477	235	192	495	62	348	78	342	195	130	397	260	76	445	593	338	305	449	245	247	439	499	445	744	421	970	262	520	262	852	279	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	1	1	0	1	1	0	2	0	3	0	2	1	0	1	0	0	0	0	2	0	3	2	1	0	
12	3	3	1	10	2	8	6	6	3	15	10	18	22	1	71	1	10	3	2	6	2	2	21	9	2	8	7	3	10	15	18	18	22	12	48	2	10	3	21	9	
2	2	2	4	2	3	7	1	2	2	9	5	23	20	2	15	7	10	3	2	4	7	5	10	18	3	4	10	4	6	6	4	4	15	4	19	5	8	5	19	5	
240	95	82	62	157	57	281	233	143	63	453	219	150	447	59	262	67	321	187	125	378	246	69	411	564	323	289	426	234	228	413	470	423	707	401	896	247	494	247	805	262	
1	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	1	0	0	0	5	1	0	1	2	0	1	1	1	0	2	3	0	0	1	3	2	2	0	3	1	
0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	1	1	2	2	0	0	0	3	1	1	1	2	1	0	0	0	1	1	3	0	2	1	1	
0	0	0	0	0	0	0	1	0	0	0	0	1	2	0	0	1	0	0	0	1	1	0	0	0	3	0	1	1	1	0	0	0	0	1	1	0	3	1	1	1	
0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	1	0	0	1	4	0	0	1	0	3	0	2	1	0	
