"УИК №646"	"УИК №647"	"УИК №648"	"УИК №649"	"УИК №650"	"УИК №651"	"УИК №652"	"УИК №653"	"УИК №654"	"УИК №655"	"УИК №656"	"УИК №657"	"УИК №658"	"УИК №659"	"УИК №660"	"УИК №661"	"УИК №662"	"УИК №663"	"УИК №664"	"УИК №665"	"УИК №666"	"УИК №667"	"УИК №668"	"УИК №669"	"УИК №670"	"УИК №671"	"УИК №672"	"УИК №673"	"УИК №674"	"УИК №675"	"УИК №676"	"УИК №677"	"УИК №678"	"УИК №679"	"УИК №680"	"УИК №681"	"УИК №682"	"УИК №683"	"УИК №684"	"УИК №685"	"УИК №686"	"УИК №687"	
492	152	142	119	86	511	347	190	173	229	270	124	86	226	119	118	173	239	372	465	62	152	132	393	216	299	122	340	297	270	160	98	286	427	409	369	671	51	123	769	433	531	
440	140	125	105	75	480	325	175	160	225	260	115	75	210	110	105	155	225	350	430	50	140	115	380	200	280	110	320	280	250	145	92	260	390	370	350	650	44	112	750	400	490	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
256	76	83	36	43	159	179	101	52	119	154	57	40	133	48	34	78	99	164	234	28	82	61	204	113	157	33	152	111	180	78	49	145	181	190	163	268	26	47	412	169	264	
58	29	25	41	8	107	46	34	39	28	50	21	11	32	27	21	25	52	37	65	12	25	34	63	40	20	31	38	68	21	32	25	66	63	53	35	126	10	37	84	72	43	
126	35	17	28	24	214	100	40	69	78	56	37	24	45	35	50	52	74	149	131	10	33	20	113	47	103	46	130	101	49	35	18	49	146	127	152	256	8	28	254	159	183	
58	29	25	41	8	107	46	34	39	28	50	21	11	32	27	21	25	52	37	65	12	25	34	63	40	20	31	38	68	21	32	25	66	63	53	35	126	10	37	84	72	43	
256	76	83	36	43	159	179	101	52	119	154	57	40	133	48	34	78	99	164	234	28	82	61	204	113	157	33	152	111	180	78	49	145	181	190	163	268	26	47	412	169	264	
3	0	5	0	0	2	2	2	1	0	0	0	0	2	0	1	0	1	2	7	0	0	0	3	2	0	0	2	1	1	2	1	2	2	1	1	2	2	1	9	1	3	
311	105	103	77	51	264	223	133	90	147	204	78	51	163	75	54	103	150	199	292	40	107	95	264	151	177	64	188	178	200	108	73	209	242	242	197	392	34	83	487	240	304	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

1	0	0	0	0	2	0	1	0	0	1	1	0	0	0	2	1	1	1	3	0	0	0	2	1	1	0	1	1	2	0	0	1	2	2	1	1	0	0	4	0	4	
21	2	17	1	3	18	19	13	8	14	6	1	2	25	2	6	6	2	13	33	1	17	6	27	10	7	2	25	26	8	3	8	22	10	23	16	25	0	3	56	30	45	
26	2	7	6	2	21	23	9	5	11	9	5	3	5	1	1	13	10	10	20	0	8	9	20	2	10	5	4	5	2	7	3	12	6	18	12	16	3	6	27	6	29	
252	97	79	69	45	218	176	108	74	122	185	69	46	132	70	45	81	133	174	229	37	81	79	208	138	159	56	157	146	188	98	62	174	223	196	164	346	30	72	396	201	223	
5	4	0	0	1	2	2	1	1	0	0	1	0	0	0	0	0	4	1	4	2	0	0	2	0	0	0	0	0	0	0	0	0	1	3	1	1	1	2	3	2	0	
5	0	0	0	0	3	2	0	2	0	2	1	0	0	1	0	2	0	0	2	0	1	0	2	0	0	1	0	0	0	0	0	0	0	0	3	3	0	0	0	1	1	
1	0	0	1	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	1	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	
