"УИК №1302"	"УИК №1303"	"УИК №1304"	"УИК №1305"	"УИК №1306"	"УИК №1307"	"УИК №1308"	"УИК №1309"	"УИК №1310"	"УИК №1311"	"УИК №1312"	"УИК №1313"	"УИК №1314"	"УИК №1315"	"УИК №1316"	"УИК №1317"	"УИК №1318"	"УИК №1319"	"УИК №1320"	"УИК №1321"	"УИК №1322"	"УИК №1323"	"УИК №1324"	"УИК №1325"	"УИК №1326"	"УИК №1327"	"УИК №1328"	"УИК №1329"	"УИК №1330"	"УИК №1331"	"УИК №1332"	"УИК №1333"	"УИК №1334"	"УИК №1335"	"УИК №1336"	"УИК №1337"	"УИК №1338"	"УИК №1339"	"УИК №1340"	"УИК №1341"	"УИК №1342"	
1562	1336	1332	1240	2395	1689	682	1501	498	133	441	307	56	466	47	126	103	950	949	201	146	481	115	225	199	195	279	118	433	212	323	272	68	145	89	188	140	214	187	142	408	
1574	1224	1356	1264	2426	1710	668	1515	486	133	472	311	52	482	53	123	103	954	977	220	145	466	110	225	201	197	277	112	441	203	325	253	65	144	84	170	148	209	186	143	412	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1324	976	1131	1070	1468	1489	614	1169	314	97	362	200	44	367	31	101	94	767	744	143	78	314	64	135	149	125	174	84	305	92	265	188	60	111	62	129	110	160	145	129	354	
53	129	54	33	136	60	46	93	89	16	34	57	8	38	13	17	4	86	88	42	41	95	35	55	30	49	68	22	75	87	38	62	5	21	15	28	21	25	19	6	10	
197	119	171	161	822	161	8	253	83	20	76	54	0	77	9	5	5	101	145	35	26	57	11	35	22	23	35	6	61	24	22	3	0	12	7	13	17	24	22	8	48	
53	129	54	33	136	60	46	93	89	16	34	57	8	38	13	17	4	86	88	42	41	95	35	55	30	49	68	22	75	87	38	62	5	21	15	28	21	25	19	6	10	
1324	976	1131	1070	1468	1489	614	1169	314	97	362	200	44	367	31	101	94	767	744	143	78	314	64	135	149	125	174	84	305	92	265	188	60	111	62	129	110	160	145	129	354	
0	0	0	4	0	0	0	3	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1377	1105	1185	1099	1604	1549	660	1259	401	113	396	255	52	405	44	118	98	853	832	185	119	409	99	190	179	174	242	106	380	179	303	250	65	132	77	157	131	185	164	135	364	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

14	9	11	3	8	15	5	6	2	0	0	0	0	2	0	0	0	10	7	1	0	1	0	1	0	1	3	2	7	2	0	2	0	1	0	3	0	2	0	0	2	
53	29	46	51	161	64	23	68	15	2	16	11	1	12	0	1	1	36	41	5	5	53	11	9	5	9	10	4	12	3	9	4	1	3	5	10	2	5	2	4	8	
67	64	60	43	181	47	41	77	20	4	21	17	3	25	1	2	2	55	47	9	6	21	4	11	9	6	14	1	16	15	6	6	3	2	2	7	2	12	13	12	18	
1198	972	1038	984	1218	1396	581	1091	359	105	353	223	45	357	42	113	94	721	716	163	106	321	84	166	159	157	209	99	335	156	287	235	60	124	69	134	125	161	146	118	331	
19	13	14	5	5	11	4	5	0	2	5	3	1	3	1	0	0	13	10	2	1	1	0	0	3	0	4	0	4	1	1	0	1	0	0	0	2	2	2	0	2	
13	8	8	7	11	11	2	9	3	0	0	0	1	3	0	1	1	8	5	1	0	7	0	3	2	0	0	0	2	1	0	2	0	0	0	1	0	1	1	1	3	
7	6	5	2	10	5	3	2	1	0	0	0	0	2	0	1	0	6	4	2	0	1	0	0	1	1	0	0	2	0	0	0	0	1	0	0	0	1	0	0	0	
6	4	3	4	10	0	1	1	1	0	1	1	1	1	0	0	0	4	2	2	1	4	0	0	0	0	2	0	2	1	0	1	0	1	1	2	0	1	0	0	0	
