"УИК №2301"	"УИК №2302"	"УИК №2303"	"УИК №2304"	"УИК №2305"	"УИК №2306"	"УИК №2308"	"УИК №2309"	"УИК №2310"	"УИК №2311"	"УИК №2312"	"УИК №2313"	"УИК №2314"	"УИК №2315"	"УИК №2316"	"УИК №2317"	"УИК №2318"	"УИК №2319"	"УИК №2320"	"УИК №2321"	"УИК №2322"	"УИК №2323"	"УИК №2324"	"УИК №2325"	"УИК №2326"	
1042	724	912	953	468	479	321	99	266	478	65	237	263	77	102	1139	615	198	519	116	235	205	192	75	95	
1000	700	900	900	450	500	350	111	260	450	64	200	250	84	100	1100	600	200	500	112	231	200	190	86	100	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
641	406	593	592	338	326	211	65	160	271	36	162	161	51	58	699	326	107	408	78	186	144	92	46	66	
89	72	76	61	56	80	37	13	35	28	13	22	24	6	15	101	97	28	63	18	35	29	54	10	10	
270	222	231	247	56	94	102	33	65	151	15	16	65	27	27	300	177	65	29	16	10	27	44	30	24	
89	72	76	61	56	80	37	13	35	28	13	22	24	6	15	101	97	28	63	18	35	29	54	10	10	
641	406	593	592	338	326	211	65	160	271	36	162	161	51	58	699	326	107	408	78	186	144	92	46	66	
8	4	10	10	3	1	1	0	0	2	0	1	1	0	1	8	3	0	9	1	4	0	2	1	0	
722	474	659	643	391	405	247	78	195	297	49	183	184	57	72	792	420	135	462	95	217	173	144	55	76	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

1	2	5	6	0	0	3	0	1	2	0	1	2	0	0	3	2	0	0	1	1	0	0	0	0	
109	86	101	103	55	54	27	1	25	25	5	18	18	2	9	141	92	24	31	5	8	15	13	13	5	
73	49	58	53	35	30	10	9	23	20	4	17	15	2	5	67	41	6	26	3	10	9	9	3	9	
527	325	482	462	288	319	201	67	144	240	33	146	146	52	58	570	278	103	391	85	197	144	121	39	60	
2	3	6	4	2	1	2	0	0	4	1	0	1	0	0	1	1	2	4	1	0	1	1	0	0	
6	6	5	9	4	1	4	1	1	1	2	0	0	1	0	8	6	0	4	0	1	4	0	0	2	
2	3	1	2	4	0	0	0	0	1	4	1	2	0	0	1	0	0	4	0	0	0	0	0	0	
2	0	1	4	3	0	0	0	1	4	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	
