"УИК №5101"	"УИК №5102"	"УИК №5103"	"УИК №5104"	"УИК №5105"	"УИК №5106"	"УИК №5107"	"УИК №5108"	"УИК №5109"	"УИК №5110"	"УИК №5111"	"УИК №5112"	"УИК №5113"	"УИК №5114"	"УИК №5115"	"УИК №5116"	"УИК №5117"	"УИК №5118"	"УИК №5119"	"УИК №5120"	"УИК №5121"	"УИК №5122"	"УИК №5123"	"УИК №5124"	"УИК №5125"	"УИК №5126"	"УИК №5127"	"УИК №5128"	"УИК №5129"	"УИК №5130"	"УИК №5131"	"УИК №5132"	"УИК №5133"	"УИК №5134"	"УИК №5135"	"УИК №5136"	"УИК №5137"	"УИК №5138"	"УИК №5139"	"УИК №5140"	"УИК №5141"	"УИК №5142"	
1128	1352	810	1112	1158	1218	1561	1194	1195	1242	1235	881	421	1407	1226	1168	1174	1213	1172	842	1374	1465	993	388	1105	453	292	224	1021	1131	1149	1117	1772	486	1369	1741	2054	169	850	260	148	1076	
1130	1350	800	1110	1140	1250	1550	1210	1190	1250	1250	900	420	1400	1230	1190	1200	1230	1180	840	1450	1470	990	380	1140	450	280	230	1000	1150	1140	1120	1770	480	1390	1750	2070	160	860	260	146	1080	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
854	735	644	710	997	784	1393	1036	879	1019	996	697	354	1187	765	705	681	627	1011	787	1179	1207	838	325	889	416	246	185	751	785	988	814	1517	443	1170	1574	1808	147	761	225	127	900	
171	133	118	188	83	296	124	99	244	163	165	146	42	150	163	135	158	161	113	21	113	88	118	36	116	10	32	19	197	120	104	97	149	19	138	79	122	12	59	20	14	111	
105	482	38	212	60	170	33	75	67	68	89	57	24	63	302	350	361	442	56	32	158	175	34	19	135	24	2	26	52	245	48	209	104	18	82	97	140	1	40	15	5	69	
171	133	118	188	83	296	124	99	244	163	165	146	42	150	163	135	158	161	113	21	113	88	118	36	116	10	32	19	197	120	104	97	149	19	138	79	122	12	59	20	14	111	
854	735	644	710	997	784	1393	1036	879	1019	996	697	354	1187	765	705	681	627	1011	787	1179	1207	838	325	889	416	246	185	751	785	988	814	1517	443	1170	1574	1808	147	761	225	127	900	
2	6	3	13	2	6	8	0	0	0	0	0	0	0	3	2	11	12	0	0	0	0	7	0	0	0	1	0	4	10	0	12	13	1	0	7	12	0	0	0	0	7	
1023	862	759	885	1078	1074	1509	1135	1123	1182	1161	843	396	1337	925	838	828	776	1124	808	1292	1295	949	361	1005	426	277	204	944	895	1092	899	1653	461	1308	1646	1918	159	820	245	141	1004	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

2	3	2	6	1	3	3	4	10	11	10	0	2	3	8	5	4	2	1	3	7	7	7	1	1	6	2	2	1	2	4	4	10	1	14	3	21	0	0	1	1	2	
60	132	28	41	81	108	34	45	22	16	30	13	11	78	123	93	99	92	51	44	162	187	41	18	96	7	11	42	42	57	86	117	34	10	18	103	33	2	27	10	3	54	
20	33	30	20	13	50	29	34	20	41	40	68	14	41	57	55	59	59	52	26	75	87	28	17	44	4	9	8	30	29	32	51	72	12	41	36	39	6	26	12	4	21	
895	674	687	808	974	892	1422	1022	1052	1089	1056	759	357	1206	720	667	654	598	1015	727	1019	984	856	321	857	384	252	142	852	791	952	715	1501	437	1179	1487	1737	147	750	217	130	910	
13	7	5	1	1	5	2	23	9	5	5	1	2	3	7	4	0	10	2	2	12	8	4	1	1	6	0	2	5	3	7	2	6	0	13	7	25	0	8	0	0	2	
4	5	5	5	3	5	5	1	4	4	6	0	3	4	6	5	9	6	1	2	10	5	7	1	3	9	2	2	6	9	3	5	10	0	15	3	20	2	4	3	1	5	
17	7	1	4	3	7	9	1	3	5	12	2	3	2	2	4	1	5	1	1	3	14	2	1	2	7	1	2	7	3	5	4	11	1	14	6	21	1	5	1	1	7	
12	1	1	0	2	4	5	5	3	11	2	0	4	0	2	5	2	4	1	3	4	3	4	1	1	3	0	4	1	1	3	1	9	0	14	1	22	1	0	1	1	3	
