"УИК №1001"	"УИК №1002"	"УИК №1003"	"УИК №1004"	"УИК №1005"	"УИК №1006"	"УИК №1007"	"УИК №1008"	"УИК №1009"	"УИК №1010"	"УИК №1011"	"УИК №1012"	"УИК №1013"	"УИК №1014"	"УИК №1015"	"УИК №1016"	"УИК №1017"	"УИК №1018"	"УИК №1019"	"УИК №1020"	"УИК №1021"	"УИК №1022"	"УИК №1023"	"УИК №1024"	"УИК №1025"	"УИК №1026"	"УИК №1027"	"УИК №1028"	"УИК №1029"	
1702	1905	1503	1720	1796	1377	2290	2478	2493	2516	1659	2661	2755	433	2693	1629	1526	1804	1848	1594	2259	1772	1890	2004	2309	2297	1226	1600	354	
1650	1850	1950	1900	1700	1100	2300	2400	2150	2400	1600	2600	2500	800	2200	2450	1250	1750	1550	1533	1877	1476	1847	1862	2058	2330	1000	1239	600	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1176	1408	1438	1169	1070	1006	1540	1583	1616	1663	1117	1729	1798	433	1593	1384	969	1193	1015	1072	1430	1196	1358	1309	1522	1612	825	1029	250	
53	84	65	53	53	23	81	58	54	43	53	74	30	0	69	245	39	58	175	251	33	61	55	54	49	49	25	117	0	
421	358	447	678	577	71	679	759	480	694	430	797	672	367	538	821	242	499	360	210	414	219	434	499	487	669	150	93	350	
53	84	65	53	53	23	81	58	54	43	53	74	30	0	69	245	39	58	175	251	33	61	55	54	49	49	25	117	0	
1176	1406	1438	1169	1070	1006	1540	1580	1616	1620	1117	1729	1798	433	1591	1384	969	1193	1015	1072	1430	1144	1358	1309	1521	1608	825	1029	250	
6	18	8	15	14	12	7	14	30	18	12	26	18	6	18	20	9	8	13	11	26	16	9	2	21	16	11	15	4	
1223	1472	1495	1207	1109	1017	1614	1624	1640	1645	1158	1777	1810	427	1642	1609	999	1243	1177	1312	1437	1189	1404	1361	1549	1641	839	1131	246	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

1	16	12	11	9	7	16	10	19	11	4	12	12	1	12	19	8	13	11	8	16	3	6	10	13	22	4	18	1	
62	188	203	165	162	183	236	211	245	230	88	254	265	8	210	199	151	184	191	148	216	135	111	201	221	237	132	153	38	
28	94	64	72	62	66	85	68	59	99	35	91	87	40	78	122	48	60	68	36	66	42	53	63	73	79	35	71	25	
1124	1077	1129	868	798	697	1187	1209	1220	1192	952	1317	1306	324	1203	1153	723	906	793	1031	1014	895	1149	955	1080	1158	574	798	173	
3	35	28	26	32	24	38	57	31	53	33	34	67	46	49	56	29	32	42	37	57	46	42	69	66	66	39	36	7	
0	13	16	10	7	3	9	10	7	13	4	11	12	2	14	10	8	12	6	12	12	3	10	2	12	10	6	4	1	
1	11	22	18	13	11	11	11	15	15	8	28	24	2	27	15	14	7	26	9	17	11	12	11	21	23	12	12	0	
4	38	21	37	26	26	32	48	44	32	34	30	37	4	49	35	18	29	40	31	39	54	21	50	63	46	37	39	1	
