"УИК №1250"	"УИК №1251"	"УИК №1252"	"УИК №1253"	"УИК №1254"	"УИК №1255"	"УИК №1256"	"УИК №1257"	"УИК №1258"	"УИК №1259"	"УИК №1260"	"УИК №1261"	"УИК №1262"	"УИК №1263"	"УИК №1264"	"УИК №1265"	"УИК №1266"	"УИК №1267"	"УИК №1268"	"УИК №1269"	"УИК №1271"	"УИК №1272"	"УИК №1273"	"УИК №1274"	"УИК №1275"	"УИК №1276"	"УИК №1277"	"УИК №1278"	"УИК №1279"	"УИК №1280"	"УИК №1281"	"УИК №1282"	"УИК №1283"	"УИК №1284"	"УИК №1285"	"УИК №1286"	"УИК №2197"	
1407	1465	1009	1219	1062	1028	2276	1077	649	321	82	53	536	194	237	296	69	73	56	360	110	375	109	78	85	164	557	35	88	33	58	974	151	212	110	254	767	
1453	1347	1019	1254	1057	1049	2303	1122	658	340	137	53	530	186	234	291	67	75	45	363	108	385	110	91	81	162	556	39	79	32	57	1009	151	259	140	286	775	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
633	846	476	618	510	382	1311	430	290	208	49	29	384	132	90	231	49	70	38	214	48	311	80	73	78	111	303	30	63	31	41	613	103	174	88	187	382	
22	14	26	29	23	15	74	42	16	23	30	3	23	15	48	9	7	0	5	38	37	18	10	5	0	18	58	0	5	0	3	47	15	18	10	5	41	
798	487	517	607	524	652	918	650	352	109	58	21	123	39	96	51	11	5	2	111	23	56	20	13	3	33	195	9	11	1	13	349	33	67	42	94	352	
22	14	26	29	23	15	74	42	16	23	30	3	23	15	48	9	7	0	5	38	37	18	10	5	0	18	58	0	5	0	3	47	15	18	10	5	41	
633	846	476	618	510	382	1311	430	290	208	49	29	384	132	90	231	49	70	38	214	48	311	80	73	78	111	303	30	63	31	41	613	103	174	88	187	382	
9	9	5	10	9	9	19	6	9	4	0	0	2	5	0	1	0	0	0	2	0	3	0	0	0	1	2	0	2	0	0	6	3	1	3	1	8	
646	851	497	637	524	388	1366	466	297	227	79	32	405	142	138	239	56	70	43	250	85	326	90	78	78	128	359	30	66	31	44	654	115	191	95	191	415	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

6	4	3	1	4	0	10	3	3	2	0	0	2	0	0	4	1	1	0	0	1	2	0	0	0	1	0	0	0	0	1	6	0	0	1	0	4	
165	161	86	123	97	81	233	82	59	12	13	4	72	16	16	24	7	5	1	27	12	30	15	6	2	13	26	0	10	1	0	60	7	8	3	6	61	
74	69	31	65	54	47	137	49	35	13	8	3	27	14	9	10	2	16	1	28	9	34	8	2	14	10	28	1	11	2	3	81	8	13	1	22	45	
385	590	360	433	356	250	954	316	194	198	58	25	293	109	110	198	44	45	41	192	63	254	67	70	61	104	297	28	44	26	40	491	96	168	88	152	298	
5	12	5	5	4	3	10	7	1	0	0	0	5	2	0	1	1	0	0	2	0	1	0	0	0	0	2	0	0	2	0	4	2	1	0	8	0	
5	8	3	4	6	4	13	5	1	2	0	0	3	0	1	2	0	3	0	0	0	0	0	0	1	0	2	1	1	0	0	5	2	0	2	0	5	
4	3	5	2	2	1	6	1	2	0	0	0	2	1	1	0	1	0	0	1	0	3	0	0	0	0	2	0	0	0	0	3	0	1	0	3	1	
2	4	4	4	1	2	3	3	2	0	0	0	1	0	1	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	4	0	0	0	0	1	
