"УИК №738"	"УИК №739"	"УИК №740"	"УИК №741"	"УИК №742"	"УИК №743"	"УИК №744"	"УИК №745"	"УИК №746"	"УИК №747"	"УИК №748"	"УИК №749"	"УИК №750"	"УИК №751"	"УИК №752"	"УИК №753"	"УИК №754"	"УИК №755"	"УИК №756"	"УИК №757"	
2463	1452	1382	1500	1727	1264	1126	252	137	320	1381	605	345	284	689	152	125	130	302	328	
2000	1050	1050	1100	1250	1000	1000	200	140	300	1300	500	350	300	650	140	110	110	300	300	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1320	662	645	693	897	622	530	170	78	156	971	344	235	199	391	91	59	81	166	157	
164	147	143	82	167	113	74	20	12	74	34	52	59	41	54	30	34	21	48	50	
516	241	262	325	186	265	396	10	50	70	295	104	56	60	205	19	17	8	86	93	
164	147	143	82	167	113	74	20	12	74	34	52	59	41	54	30	34	21	48	50	
1320	662	645	693	897	622	530	170	78	156	971	344	235	199	391	91	59	81	166	157	
28	17	13	12	10	9	8	3	0	2	14	7	8	0	11	5	0	0	1	1	
1456	792	775	763	1054	726	596	187	90	228	991	389	286	240	434	116	93	102	213	206	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

15	8	7	12	6	4	7	8	1	12	11	1	4	2	3	1	0	0	0	3	
193	94	101	88	130	92	80	28	10	15	115	39	28	19	62	29	5	5	42	21	
129	71	49	60	76	76	58	17	16	15	114	65	24	25	40	19	5	13	15	18	
1061	600	599	572	811	531	429	131	61	179	721	276	221	189	322	64	82	81	155	162	
21	8	6	12	14	4	5	2	0	5	14	2	5	5	3	2	0	1	0	0	
11	6	3	11	3	5	5	0	2	1	7	3	3	0	1	0	0	2	1	1	
11	0	6	4	11	7	9	1	0	1	5	2	1	0	1	1	0	0	0	1	
15	5	4	4	3	7	3	0	0	0	4	1	0	0	2	0	1	0	0	0	
