"УИК №194"	"УИК №195"	"УИК №196"	"УИК №197"	"УИК №198"	"УИК №199"	"УИК №200"	"УИК №201"	"УИК №202"	"УИК №203"	"УИК №204"	"УИК №205"	"УИК №206"	"УИК №207"	"УИК №208"	"УИК №209"	"УИК №210"	"УИК №211"	"УИК №212"	"УИК №213"	"УИК №214"	"УИК №215"	"УИК №216"	"УИК №217"	"УИК №218"	"УИК №219"	"УИК №220"	"УИК №221"	"УИК №222"	"УИК №223"	"УИК №224"	"УИК №225"	"УИК №226"	"УИК №227"	"УИК №228"	"УИК №229"	"УИК №230"	"УИК №231"	"УИК №232"	"УИК №233"	"УИК №234"	"УИК №235"	"УИК №236"	"УИК №237"	"УИК №238"	"УИК №239"	"УИК №240"	
835	522	1236	1254	1210	902	834	522	339	670	212	454	596	1040	1352	84	142	1261	429	154	370	534	275	862	373	371	156	378	80	288	236	129	428	392	122	484	408	516	280	516	652	295	722	475	368	707	169	
800	500	1200	1200	1100	900	800	500	330	650	217	450	600	1000	1300	89	144	1200	420	150	370	500	280	800	350	350	157	380	88	290	230	130	390	380	119	480	400	500	290	500	600	285	700	450	370	690	160	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
425	277	863	836	643	655	649	409	199	584	177	349	463	865	1091	74	118	700	330	110	232	322	165	543	297	296	117	307	62	223	159	101	338	329	101	306	225	342	156	319	354	233	511	367	311	501	146	
101	83	82	80	133	39	85	71	80	47	22	63	63	39	99	7	18	162	55	24	95	107	87	231	48	35	26	36	14	54	54	17	21	30	13	130	96	63	57	107	48	23	74	21	19	96	3	
274	140	255	284	324	206	66	20	51	19	18	38	74	96	110	8	8	338	35	16	43	71	28	26	5	19	14	37	12	13	17	12	31	21	5	44	79	95	77	74	198	29	115	62	40	93	11	
101	83	82	80	133	39	85	71	80	47	22	63	63	39	99	7	18	162	55	24	95	107	87	231	48	35	26	36	14	54	54	17	21	30	13	130	96	63	57	107	48	23	74	21	19	96	3	
425	277	863	836	643	655	649	409	199	584	177	349	463	865	1091	74	118	700	330	110	232	322	165	543	297	296	117	307	62	223	159	101	338	329	101	306	225	342	156	319	354	233	511	367	311	501	146	
6	4	8	11	8	3	0	1	0	5	0	2	10	0	0	0	0	6	3	0	0	0	2	3	1	1	2	1	0	0	0	1	0	2	0	10	0	2	3	3	3	2	3	3	2	3	0	
520	356	937	905	768	691	734	479	279	626	199	410	516	904	1190	81	136	856	382	134	327	429	250	771	344	330	141	342	76	277	213	117	359	357	114	426	321	403	210	423	399	254	582	385	328	594	149	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

1	0	1	7	4	2	1	0	1	3	0	3	3	1	4	0	1	5	0	0	0	2	2	2	0	0	1	2	0	0	3	1	4	0	0	2	1	2	1	1	1	1	5	3	1	0	0	
91	60	142	107	116	101	76	41	19	57	14	21	40	120	53	0	11	43	7	10	10	23	4	19	11	8	3	10	1	35	9	7	16	23	2	21	28	46	6	5	57	9	21	40	20	31	14	
32	12	20	53	40	18	5	18	17	23	15	28	40	41	111	7	2	11	14	5	13	16	8	27	7	11	4	15	1	5	15	8	11	14	5	14	14	14	9	15	14	15	30	18	15	37	5	
391	278	772	719	594	568	651	409	236	534	168	354	427	736	1013	74	122	790	357	116	304	386	235	713	324	306	131	308	73	237	184	99	325	320	106	381	276	334	193	398	323	227	518	319	291	525	129	
1	0	1	5	5	1	1	3	2	2	0	2	2	2	6	0	0	2	2	2	0	0	1	5	1	2	0	4	0	0	0	1	0	0	0	5	1	2	0	3	1	1	6	1	0	0	1	
1	3	1	7	5	0	0	6	1	2	2	1	3	1	0	0	0	3	0	1	0	2	0	1	1	2	1	3	1	0	1	0	0	0	1	2	1	3	1	1	0	1	1	3	1	1	0	
0	1	0	5	3	0	0	1	0	3	0	1	1	2	3	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	
3	2	0	2	1	1	0	1	3	2	0	0	0	1	0	0	0	1	2	0	0	0	0	3	0	1	1	0	0	0	0	0	3	0	0	1	0	2	0	0	1	0	1	0	0	0	0	
