"УИК №1211"	"УИК №1212"	"УИК №1213"	"УИК №1214"	"УИК №1215"	"УИК №1216"	"УИК №1217"	"УИК №1218"	"УИК №1219"	"УИК №1220"	"УИК №1221"	"УИК №1222"	"УИК №1223"	"УИК №1224"	"УИК №1225"	"УИК №1226"	"УИК №1227"	"УИК №1228"	"УИК №1229"	"УИК №1230"	"УИК №1231"	"УИК №1232"	"УИК №1233"	"УИК №1234"	"УИК №1235"	"УИК №1236"	"УИК №1237"	"УИК №1238"	"УИК №1239"	"УИК №1240"	"УИК №1242"	"УИК №1243"	"УИК №1245"	"УИК №1246"	"УИК №1247"	
1792	1698	2075	1481	1464	1695	1553	277	607	205	699	713	758	312	353	117	114	224	1075	194	1333	1606	833	987	320	2617	1711	359	185	1367	2078	506	159	923	192	
1600	1600	1800	1500	1300	1600	1500	250	600	200	700	700	800	300	350	130	110	210	1000	180	1200	1500	800	1000	310	2500	1800	350	160	1300	2000	500	150	900	200	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1252	1158	1190	893	996	1058	926	190	420	132	438	504	474	165	244	87	79	128	540	142	757	1054	363	589	179	1631	1171	251	129	923	1291	269	123	648	140	
88	58	150	153	56	84	75	10	43	17	56	46	52	29	20	6	3	15	110	9	54	53	72	57	22	71	53	13	0	51	80	48	5	28	13	
260	384	460	454	248	458	499	50	137	51	206	150	274	106	86	37	28	67	350	29	389	393	365	354	109	798	576	86	31	326	629	183	22	224	47	
88	58	150	153	56	84	75	10	43	17	56	46	52	29	20	6	3	15	110	9	54	53	72	57	22	71	53	13	0	51	80	48	5	28	13	
1251	1157	1190	893	996	1057	926	190	420	132	438	504	474	165	244	87	79	128	540	142	757	1054	363	589	179	1630	1171	251	129	923	1291	269	123	648	140	
10	16	24	18	14	19	15	0	8	4	5	9	5	4	4	2	4	1	9	0	17	21	3	5	2	29	23	11	2	15	20	5	0	9	0	
1329	1199	1316	1028	1038	1122	986	200	455	145	489	541	521	190	260	91	78	142	641	151	794	1086	432	641	199	1672	1201	253	127	959	1351	312	128	667	153	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

8	8	7	13	7	8	7	2	4	0	7	1	5	1	1	0	0	3	2	2	1	7	2	2	0	9	8	0	1	4	5	3	0	4	0	
395	404	388	263	291	318	326	72	83	31	110	94	93	26	42	13	13	41	132	17	173	303	82	168	49	393	199	43	14	185	263	38	26	188	34	
94	107	103	62	78	75	60	20	37	20	51	49	24	19	19	18	6	20	74	22	69	97	48	50	23	120	84	12	19	76	105	25	22	34	18	
802	655	799	656	643	698	572	105	326	93	310	388	392	140	194	58	59	77	424	110	538	654	294	408	125	1112	871	191	88	682	956	240	80	426	100	
10	8	4	11	7	6	9	1	2	0	5	6	2	0	2	0	0	0	4	0	3	6	4	2	0	14	20	3	2	3	8	2	0	8	1	
10	6	10	12	7	6	7	0	0	1	5	0	3	3	0	1	0	0	3	0	6	15	0	4	0	12	6	4	2	4	8	1	0	3	0	
3	9	2	6	2	4	4	0	1	0	0	0	2	1	1	0	0	0	0	0	2	2	2	4	1	8	5	0	1	2	2	1	0	2	0	
7	2	3	5	3	7	1	0	2	0	1	3	0	0	1	1	0	1	2	0	2	2	0	3	1	4	8	0	0	3	4	2	0	2	0	
