"УИК №1702"	"УИК №1703"	"УИК №1704"	"УИК №1705"	"УИК №1706"	"УИК №1707"	"УИК №1708"	"УИК №1709"	"УИК №1710"	"УИК №1711"	"УИК №1712"	"УИК №1713"	"УИК №1714"	"УИК №1715"	"УИК №1716"	"УИК №1717"	"УИК №1718"	"УИК №1719"	"УИК №1720"	"УИК №1721"	"УИК №1722"	"УИК №1723"	"УИК №1724"	"УИК №1725"	"УИК №1726"	"УИК №1727"	"УИК №1728"	"УИК №1729"	"УИК №1730"	"УИК №1731"	"УИК №1732"	"УИК №1733"	"УИК №1734"	"УИК №1735"	"УИК №1736"	"УИК №1737"	"УИК №1738"	"УИК №1739"	"УИК №1740"	"УИК №1742"	"УИК №1743"	"УИК №1744"	"УИК №1745"	"УИК №1746"	"УИК №1747"	
349	2414	1124	271	305	150	155	1770	2020	1144	1066	128	783	484	415	515	252	41	71	172	45	569	255	155	886	182	836	121	244	155	182	56	85	326	311	102	75	72	277	62	73	390	1028	78	380	
345	2445	1163	279	350	139	134	1815	2045	1096	1079	123	797	489	420	508	228	49	69	177	44	570	251	150	891	184	854	121	238	148	185	51	81	341	313	97	74	65	267	61	67	382	1055	80	351	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
203	1291	571	119	257	89	103	824	921	427	408	90	394	199	182	220	153	9	50	112	36	358	121	99	562	95	436	100	162	81	117	33	53	170	189	68	61	51	158	38	55	175	471	41	216	
2	81	35	12	5	17	21	112	70	100	77	11	44	67	25	34	24	0	8	15	5	89	60	7	48	36	32	3	21	42	5	2	3	53	27	17	0	5	50	7	12	45	20	4	26	
140	1073	557	148	88	33	10	879	1054	569	594	22	359	223	213	254	51	40	11	50	3	123	70	44	281	53	386	18	55	25	63	16	25	118	97	12	13	9	59	16	0	162	564	35	109	
2	81	35	12	5	17	21	112	70	100	77	11	44	67	25	34	24	0	8	15	5	89	60	7	48	36	32	3	21	42	5	2	3	53	27	17	0	5	50	7	12	45	20	4	26	
203	1291	571	119	257	89	103	824	921	427	408	90	394	199	182	220	153	9	50	112	36	358	121	99	562	95	436	100	162	81	117	33	53	170	189	68	61	51	158	38	55	175	471	41	216	
1	17	9	1	4	1	3	10	16	11	8	1	3	3	2	1	2	0	0	0	0	6	6	1	13	2	11	2	3	1	1	1	0	0	6	0	0	0	0	0	0	2	3	0	6	
204	1355	597	130	258	105	121	926	975	516	477	100	435	263	205	253	175	9	58	127	41	441	175	105	597	129	457	101	180	122	121	34	56	223	210	85	61	56	208	45	67	218	488	45	236	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

0	8	1	1	2	1	2	9	8	1	11	0	4	3	2	3	0	0	0	3	0	1	4	1	5	1	7	1	1	0	2	0	0	0	2	1	0	0	3	0	0	2	3	0	2	
27	176	89	13	49	11	8	137	158	81	62	11	65	34	25	33	21	1	0	14	1	56	7	9	58	15	63	5	31	8	7	0	5	8	8	8	0	1	25	6	6	40	41	8	18	
21	125	75	8	29	17	21	117	94	50	50	14	45	26	17	25	20	1	10	13	3	55	18	14	65	21	46	13	22	16	19	4	10	21	32	10	3	6	16	5	3	26	50	5	29	
151	999	419	107	172	73	90	637	691	380	333	74	311	193	161	186	132	7	48	94	36	324	138	78	457	88	329	81	123	94	92	30	40	190	159	64	56	47	163	33	55	150	384	31	182	
3	23	3	1	2	2	0	9	6	2	5	1	3	1	0	0	1	0	0	1	0	2	2	1	1	1	5	1	2	1	0	0	1	1	7	2	0	2	1	0	1	0	3	0	0	
2	13	9	0	0	1	0	12	13	0	6	0	6	5	0	2	1	0	0	2	1	2	1	2	8	1	2	0	0	1	0	0	0	2	0	0	2	0	0	1	0	0	3	1	3	
0	5	0	0	1	0	0	2	2	2	7	0	1	1	0	3	0	0	0	0	0	1	2	0	2	2	3	0	0	1	0	0	0	1	0	0	0	0	0	0	2	0	4	0	0	
0	6	1	0	3	0	0	3	3	0	3	0	0	0	0	1	0	0	0	0	0	0	3	0	1	0	2	0	1	1	1	0	0	0	2	0	0	0	0	0	0	0	0	0	2	
