"УИК №778"	"УИК №779"	"УИК №780"	"УИК №781"	"УИК №782"	"УИК №783"	"УИК №784"	"УИК №785"	"УИК №787"	"УИК №788"	"УИК №789"	"УИК №790"	"УИК №791"	"УИК №792"	"УИК №793"	"УИК №794"	"УИК №795"	"УИК №796"	"УИК №797"	"УИК №798"	"УИК №799"	"УИК №800"	"УИК №801"	"УИК №802"	"УИК №804"	"УИК №805"	
887	323	462	306	403	466	793	187	446	275	274	510	139	236	944	806	756	748	414	154	405	704	436	519	270	98	
935	332	479	313	427	503	820	198	465	286	293	531	146	258	938	850	788	778	434	152	423	730	458	554	280	100	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
712	257	399	260	315	420	689	158	387	231	223	389	75	201	769	580	632	556	306	114	383	670	311	376	226	58	
98	28	60	26	39	20	88	22	36	38	24	109	35	33	115	72	35	55	47	23	21	33	96	81	28	28	
125	47	20	27	73	63	43	18	42	17	46	33	36	24	54	198	121	167	81	15	19	27	51	97	26	14	
98	28	60	26	39	20	88	22	36	38	24	109	35	33	115	72	35	55	47	23	21	33	96	81	28	28	
712	257	399	260	315	420	689	158	387	231	223	389	75	201	769	580	632	556	306	114	383	670	311	376	226	58	
5	0	2	0	0	0	0	0	0	0	0	0	0	0	11	0	2	1	0	0	0	0	0	0	0	0	
805	285	457	286	354	440	777	180	423	269	247	498	110	234	873	652	665	610	353	137	404	703	407	457	254	86	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

6	1	2	1	2	1	6	0	0	0	1	1	0	0	1	2	1	2	1	0	0	0	1	2	0	0	
137	60	119	18	60	35	85	18	34	10	34	64	34	7	150	75	55	72	55	10	15	35	20	71	15	9	
15	1	3	4	5	6	8	2	0	4	7	2	7	2	36	8	13	5	22	4	4	3	20	4	3	2	
630	220	330	260	286	396	666	160	389	252	203	429	65	225	670	566	593	523	265	123	385	665	360	375	234	73	
3	0	0	2	0	1	2	0	0	1	1	0	4	0	12	0	0	4	4	0	0	0	1	2	1	1	
10	1	2	1	0	0	4	0	0	1	1	1	0	0	2	1	1	3	2	0	0	0	4	2	1	1	
1	1	1	0	1	1	6	0	0	1	0	1	0	0	1	0	2	0	4	0	0	0	1	1	0	0	
3	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	
