"УИК №192"	"УИК №193"	"УИК №194"	"УИК №195"	"УИК №196"	"УИК №197"	"УИК №198"	"УИК №199"	"УИК №200"	"УИК №201"	"УИК №202"	"УИК №203"	"УИК №204"	"УИК №205"	"УИК №206"	"УИК №207"	"УИК №208"	"УИК №209"	"УИК №210"	"УИК №211"	"УИК №212"	"УИК №213"	"УИК №214"	"УИК №215"	"УИК №216"	"УИК №217"	"УИК №218"	"УИК №219"	
850	969	924	704	1457	1076	972	1079	1007	864	725	385	805	282	1170	168	739	119	275	246	613	807	267	165	156	137	611	324	
750	800	800	600	1150	900	800	900	850	750	650	350	750	300	1000	150	650	130	250	250	550	700	250	150	150	130	550	300	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
464	545	567	321	781	724	596	590	454	449	331	215	400	158	659	94	429	51	135	123	411	474	124	84	92	95	413	163	
44	43	88	63	122	87	48	64	49	76	55	56	107	42	104	8	51	24	65	77	75	32	47	22	14	10	26	48	
242	212	145	216	247	89	156	246	347	225	264	79	243	100	237	48	170	55	50	50	64	194	79	44	44	25	111	89	
44	43	88	63	122	87	48	64	49	76	55	56	107	42	104	8	51	24	65	77	75	32	47	22	14	10	26	48	
464	545	567	321	781	724	596	590	454	449	331	215	400	158	659	94	429	51	135	123	411	474	124	84	92	95	413	163	
7	11	2	8	20	7	7	13	8	7	3	5	1	2	6	1	6	0	1	2	4	1	1	0	1	2	8	3	
501	577	653	376	883	804	637	641	495	518	383	266	506	198	757	101	474	75	199	198	482	505	170	106	105	103	431	208	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

6	5	3	5	7	8	8	1	5	2	3	4	1	0	5	2	3	0	2	2	6	2	0	0	1	0	5	1	
90	117	98	57	126	149	109	118	70	68	57	50	72	14	108	10	86	6	6	17	108	89	14	19	13	10	80	12	
75	80	45	44	114	69	67	85	58	46	30	36	42	17	55	4	39	9	12	23	41	46	18	14	13	7	41	24	
317	356	494	256	607	554	431	407	353	386	281	171	380	165	575	82	338	57	173	151	321	364	128	70	77	85	299	167	
1	7	5	8	12	9	6	14	4	5	6	3	6	0	8	2	1	0	4	3	4	2	8	2	1	0	2	1	
6	6	1	0	8	5	5	7	1	4	4	0	4	2	2	1	2	2	0	2	1	0	2	0	0	0	3	2	
5	3	5	5	5	5	6	6	2	5	0	2	0	0	1	0	1	1	1	0	0	1	0	0	0	1	0	1	
1	3	2	1	4	5	5	3	2	2	2	0	1	0	3	0	4	0	1	0	1	1	0	1	0	0	1	0	
