"УИК №160"	"УИК №161"	"УИК №162"	"УИК №163"	"УИК №164"	"УИК №165"	"УИК №166"	"УИК №167"	"УИК №168"	"УИК №169"	"УИК №170"	"УИК №171"	"УИК №172"	"УИК №173"	"УИК №174"	"УИК №175"	"УИК №176"	"УИК №177"	"УИК №178"	"УИК №179"	"УИК №180"	"УИК №181"	"УИК №182"	"УИК №183"	"УИК №184"	"УИК №185"	"УИК №452"	"УИК №460"	
2562	2370	2785	2011	2232	2104	2026	1835	2053	2460	2630	1954	2125	2696	2366	2183	1498	770	592	1384	437	346	207	182	284	506	1052	150	
2512	2324	2731	1972	2189	2196	2114	1799	2013	2412	2579	1916	2084	2644	2320	2141	1469	755	581	1357	429	339	203	178	278	496	1032	147	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2485	2289	2709	1943	2168	1716	1755	1781	1993	2379	2560	1892	2062	2617	2288	2108	1450	715	564	1340	421	324	187	170	268	479	1015	134	
14	18	6	15	14	25	32	10	10	19	13	15	11	16	14	14	11	20	7	5	4	6	5	1	0	8	3	6	
13	17	16	14	7	455	327	8	10	14	6	9	11	11	18	19	8	20	10	12	4	9	11	7	10	9	14	7	
14	18	6	15	14	25	32	10	10	19	13	15	11	16	14	14	11	20	7	5	4	6	5	1	0	8	3	6	
2485	2289	2709	1943	2168	1691	1755	1781	1993	2379	2560	1892	2062	2617	2288	2108	1450	715	564	1340	421	324	187	170	268	479	1015	134	
2	1	1	2	3	18	25	2	2	1	2	3	1	1	3	3	1	2	3	2	1	0	2	1	2	2	2	2	
2497	2306	2714	1956	2179	1698	1762	1789	2001	2397	2571	1904	2072	2632	2299	2119	1460	733	568	1343	424	330	190	170	266	485	1016	138	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

39	25	11	18	14	0	0	28	17	21	28	11	19	11	17	13	26	9	5	16	3	7	8	7	7	5	2	9	
120	224	18	31	75	10	18	62	23	48	52	86	20	21	68	34	44	25	15	34	19	12	11	6	8	7	82	4	
2	3	2	1	0	2	0	2	4	3	2	2	1	1	2	1	1	2	0	1	1	2	2	0	0	1	1	0	
2305	2034	2667	1892	2073	1674	1739	1688	1948	2308	2470	1786	2019	2584	2197	2060	1377	683	539	1279	386	300	158	146	239	467	923	118	
4	3	1	2	0	7	1	2	0	1	0	1	1	4	2	1	2	1	0	0	1	0	1	2	1	0	1	1	
6	3	6	2	5	1	1	1	2	2	4	3	4	2	2	0	2	1	3	4	5	1	2	1	0	1	1	0	
10	2	3	6	7	1	1	1	5	11	3	10	2	2	3	8	6	9	2	4	3	6	5	4	8	2	3	4	
11	12	6	4	5	3	2	5	2	3	12	5	6	7	8	2	2	3	4	5	6	2	3	4	3	2	3	2	
