"УИК №3001"	"УИК №3002"	"УИК №3003"	"УИК №3004"	"УИК №3005"	"УИК №3006"	"УИК №3007"	"УИК №3008"	"УИК №3009"	"УИК №3010"	"УИК №3011"	"УИК №3012"	"УИК №3013"	"УИК №3014"	"УИК №3015"	"УИК №3016"	"УИК №3017"	"УИК №3018"	"УИК №3019"	"УИК №3020"	"УИК №3021"	"УИК №3022"	"УИК №3023"	"УИК №3024"	"УИК №3025"	"УИК №3026"	"УИК №3027"	"УИК №3028"	"УИК №3029"	"УИК №3030"	"УИК №3031"	"УИК №3032"	"УИК №3033"	"УИК №3034"	"УИК №3035"	"УИК №3036"	
347	265	1875	1386	586	538	258	1079	268	443	2224	1701	464	217	58	502	409	293	146	94	595	268	413	209	421	394	225	103	405	508	94	187	86	645	865	506	
350	250	1850	1400	650	550	250	1200	300	500	2250	1700	450	230	67	500	400	300	150	97	600	300	450	200	450	400	230	100	400	550	110	200	88	700	900	550	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
242	173	1168	851	397	393	203	640	211	320	1632	1190	320	176	52	390	281	231	126	78	396	186	265	151	312	293	146	67	229	342	82	146	72	431	526	312	
46	30	84	122	56	45	18	146	28	41	107	175	42	20	5	63	56	46	5	7	76	31	49	40	50	49	21	12	91	50	3	14	1	101	193	107	
62	47	598	427	197	112	29	414	61	139	511	335	88	34	10	47	63	23	19	12	128	83	136	9	88	58	63	21	80	158	25	40	15	168	181	131	
46	30	84	122	56	45	18	146	28	41	107	175	42	20	5	63	56	46	5	7	76	31	49	40	50	49	21	12	91	50	3	14	1	101	193	107	
242	173	1168	851	397	393	203	640	211	320	1632	1190	320	176	52	390	281	231	126	78	396	186	265	151	312	293	146	67	229	342	82	146	72	431	526	312	
2	2	11	19	6	3	2	12	3	2	18	12	3	3	0	0	3	0	0	0	3	3	1	2	0	0	1	0	0	1	1	2	0	1	4	0	
286	201	1241	954	447	435	219	774	236	359	1721	1353	359	193	57	453	334	277	131	85	469	214	313	189	362	342	166	79	320	391	84	158	73	531	715	419	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

2	1	15	9	2	0	1	4	1	3	3	8	0	0	0	1	1	0	0	1	2	1	1	1	1	1	0	0	0	1	0	1	0	1	4	6	
29	25	215	182	36	40	23	91	15	15	246	192	30	16	7	25	52	18	22	3	45	20	17	6	23	43	23	1	62	45	7	11	11	90	63	73	
18	14	81	72	15	16	2	29	14	15	85	62	19	9	4	17	4	6	12	3	23	12	17	8	11	11	10	7	9	19	1	2	5	22	11	13	
233	157	902	676	392	374	190	639	202	322	1362	1074	303	167	43	404	272	251	96	78	394	178	271	173	323	284	132	69	243	323	72	142	57	415	627	323	
3	1	15	5	1	1	0	6	1	1	10	5	2	0	0	1	1	0	1	0	1	3	2	0	3	0	1	1	1	1	0	1	0	3	5	1	
0	2	6	5	0	3	3	3	3	1	9	5	4	1	3	1	3	1	0	0	3	0	2	1	0	3	0	1	2	1	4	1	0	0	3	0	
0	1	2	4	1	1	0	0	0	2	1	3	1	0	0	2	0	0	0	0	1	0	0	0	1	0	0	0	3	0	0	0	0	0	1	3	
1	0	5	1	0	0	0	2	0	0	5	4	0	0	0	2	1	1	0	0	0	0	3	0	0	0	0	0	0	1	0	0	0	0	1	0	
