"УИК №100"	"УИК №101"	"УИК №102"	"УИК №103"	"УИК №104"	"УИК №105"	"УИК №106"	"УИК №107"	"УИК №108"	"УИК №109"	"УИК №110"	"УИК №111"	"УИК №112"	"УИК №113"	"УИК №114"	"УИК №115"	"УИК №116"	"УИК №117"	"УИК №118"	"УИК №119"	"УИК №120"	"УИК №121"	"УИК №122"	"УИК №123"	"УИК №124"	
1478	1192	818	893	159	179	154	67	100	183	148	216	281	501	276	198	242	332	128	454	280	376	234	128	513	
1470	1200	810	880	150	170	145	60	95	175	145	200	280	510	280	210	245	320	120	450	260	360	225	120	530	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1053	859	685	779	148	159	123	53	86	155	120	186	234	391	237	162	196	294	109	342	237	328	178	105	407	
75	57	64	57	1	2	13	3	5	14	12	10	24	25	28	17	20	15	9	44	21	28	19	12	53	
342	284	61	44	1	9	9	4	4	6	13	4	22	94	15	31	29	11	2	64	2	4	28	3	70	
75	57	64	57	1	2	13	3	5	14	12	10	24	25	28	17	20	15	9	44	21	28	19	12	53	
1053	859	685	779	148	159	123	53	86	155	120	186	234	391	237	162	196	294	109	342	237	328	178	105	407	
3	18	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1125	898	749	836	149	158	136	56	91	169	132	196	258	416	265	179	216	309	118	386	258	356	197	117	460	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

3	2	3	4	0	3	1	0	0	0	0	2	0	0	0	1	1	1	0	0	0	0	0	0	1	
112	99	19	37	3	15	13	3	3	4	3	7	6	20	7	4	7	8	5	15	7	2	3	3	13	
50	58	11	20	10	6	14	5	5	2	6	4	3	9	3	1	5	8	4	11	3	1	12	4	12	
939	717	704	757	135	131	105	48	82	163	123	183	247	386	251	170	201	287	109	353	246	353	177	110	429	
9	8	2	8	0	0	1	0	1	0	0	0	2	0	1	1	0	4	0	0	0	0	2	0	2	
8	8	6	5	1	0	1	0	0	0	0	0	0	0	3	1	1	1	0	6	2	0	2	0	1	
2	4	4	4	0	3	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	2	
2	2	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	
