"УИК №1119"	"УИК №1120"	"УИК №1121"	"УИК №1122"	"УИК №1123"	"УИК №1124"	"УИК №1125"	"УИК №1126"	"УИК №1127"	"УИК №1128"	"УИК №1129"	"УИК №1130"	"УИК №1131"	"УИК №1132"	"УИК №1133"	"УИК №1134"	"УИК №1135"	"УИК №1136"	"УИК №1137"	"УИК №1138"	"УИК №1139"	"УИК №1140"	"УИК №1141"	"УИК №1142"	"УИК №1143"	"УИК №1144"	"УИК №1145"	
1353	1269	700	658	1235	1203	439	308	507	662	778	1331	754	404	198	972	153	162	328	342	379	236	792	360	270	396	453	
1300	1200	700	600	1200	1200	400	250	500	600	700	1300	700	400	150	900	150	150	300	300	300	200	700	300	250	400	400	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
622	636	299	313	543	499	172	215	222	338	359	709	233	159	98	325	98	71	93	122	127	48	215	230	109	189	173	
60	33	24	42	44	52	28	21	22	27	79	47	195	103	36	184	23	26	94	80	88	92	256	14	28	33	106	
618	531	377	245	613	649	200	14	256	235	262	544	272	138	16	391	29	53	113	98	85	60	229	56	113	178	121	
60	33	24	42	44	52	28	21	22	27	79	47	195	103	36	184	23	26	94	80	88	92	256	14	28	33	106	
621	636	299	313	543	499	172	215	222	338	359	709	233	159	98	325	98	71	93	122	127	48	215	230	109	189	173	
7	2	1	2	9	8	2	1	5	3	5	8	2	3	1	3	0	0	2	0	0	0	2	0	0	2	4	
674	667	322	353	578	543	198	235	239	362	433	748	426	259	133	506	121	97	185	202	215	140	469	244	137	220	275	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

4	7	2	3	4	1	1	0	0	7	3	7	5	5	1	4	1	1	2	1	3	0	8	7	0	0	1	
101	98	52	69	93	70	34	33	41	66	53	133	48	22	9	51	6	4	28	9	26	17	40	32	18	15	14	
49	53	20	28	43	56	11	23	18	36	36	64	39	28	18	47	11	7	12	16	16	10	43	19	11	15	17	
494	487	243	250	417	400	145	169	172	240	329	524	319	202	103	389	98	83	137	171	164	106	362	172	105	182	242	
7	8	2	0	8	2	1	4	0	4	4	4	2	1	1	4	1	0	1	1	4	2	7	7	3	1	0	
5	8	2	0	5	7	2	3	5	5	4	5	5	0	0	6	3	1	2	2	2	4	5	3	0	5	1	
8	3	0	2	6	3	2	0	2	2	3	5	5	0	1	3	0	0	1	0	0	1	2	2	0	2	0	
6	3	1	1	2	4	2	3	1	2	1	6	3	1	0	2	1	1	2	2	0	0	2	2	0	0	0	
