"УИК №1549"	"УИК №1550"	"УИК №1551"	"УИК №1552"	"УИК №1553"	"УИК №1554"	"УИК №1555"	"УИК №1556"	"УИК №1557"	"УИК №1558"	"УИК №1559"	"УИК №1560"	"УИК №1561"	"УИК №1562"	"УИК №1563"	"УИК №1564"	"УИК №1565"	"УИК №1566"	"УИК №1567"	"УИК №1568"	"УИК №1569"	"УИК №1570"	"УИК №1571"	"УИК №1572"	"УИК №1573"	"УИК №1574"	"УИК №1575"	"УИК №1576"	"УИК №1577"	"УИК №1578"	"УИК №1579"	"УИК №1580"	"УИК №1581"	"УИК №1582"	"УИК №1583"	"УИК №1584"	"УИК №1585"	"УИК №1586"	"УИК №1587"	"УИК №1588"	"УИК №1589"	"УИК №1590"	"УИК №1591"	
985	221	220	524	244	614	247	491	258	1701	128	128	846	287	265	150	1424	465	221	1619	1521	1443	1382	434	208	1397	441	395	305	225	1813	762	1081	1715	1078	621	837	1137	693	1627	1144	1028	989	
1050	275	225	525	275	700	275	500	275	1700	110	130	900	320	300	160	1450	500	250	1700	1600	1550	1425	425	200	1500	425	425	325	225	1830	750	950	1700	1100	600	800	1100	700	1700	1100	900	1000	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
590	167	131	414	187	431	186	352	183	1153	80	100	506	177	175	99	792	335	181	914	957	792	827	280	133	1030	283	257	199	127	1079	407	708	962	597	257	497	644	385	924	546	677	562	
60	10	34	22	20	91	24	45	16	97	9	7	83	37	46	16	119	56	13	41	39	72	57	111	34	58	53	63	46	55	90	45	49	48	43	187	49	50	37	82	97	39	72	
400	98	60	89	68	178	65	103	76	450	21	23	311	106	79	45	539	109	56	745	604	686	541	34	33	412	89	105	80	43	661	298	193	690	460	156	254	406	278	694	457	184	366	
60	10	34	22	20	91	24	45	16	97	9	7	83	37	46	16	119	56	13	41	39	72	57	111	34	58	53	63	46	55	90	45	49	48	43	187	49	50	37	82	97	39	72	
590	167	131	414	187	431	186	352	183	1153	80	100	506	177	175	99	792	335	181	914	957	792	825	280	133	1030	283	257	199	127	1079	406	708	962	597	257	497	644	385	924	546	677	562	
15	2	1	7	4	9	7	4	1	11	4	1	8	2	3	1	6	5	2	18	19	10	9	12	2	15	2	7	3	1	14	3	6	17	19	9	7	12	1	14	4	8	7	
635	175	164	429	203	513	203	393	198	1239	85	106	581	212	218	114	905	386	192	937	977	854	873	379	165	1073	334	313	242	181	1155	448	751	993	621	435	539	682	421	992	639	708	627	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

3	2	1	1	3	2	0	1	1	4	0	0	2	5	0	0	2	0	1	5	4	14	5	5	2	10	0	6	2	4	4	3	5	5	4	5	4	0	1	6	4	2	2	
119	42	12	103	39	103	21	61	6	169	5	0	104	41	37	11	211	69	41	163	232	119	190	26	19	234	49	37	38	17	292	98	175	221	127	71	159	179	135	267	137	178	158	
51	11	17	28	16	51	13	39	17	108	10	4	31	15	11	5	53	43	21	80	66	67	56	9	15	92	34	21	28	16	84	38	66	67	57	34	37	54	25	106	59	48	39	
456	117	132	290	144	348	167	284	173	938	69	99	437	151	166	96	620	266	124	666	651	643	598	332	125	711	244	244	171	140	741	298	485	684	426	314	329	437	247	597	422	464	413	
1	3	0	3	1	5	1	2	0	6	1	0	4	0	1	1	7	4	1	7	8	7	8	5	1	10	1	1	1	0	9	2	6	5	5	4	5	2	6	6	2	5	5	
4	0	2	2	0	2	1	1	1	7	0	0	2	0	2	0	7	1	2	8	9	2	5	0	1	6	1	4	0	0	7	4	9	9	1	2	2	6	1	4	7	5	1	
0	0	0	1	0	0	0	3	0	6	0	2	1	0	1	1	2	0	2	3	3	1	7	1	2	5	2	0	0	0	8	1	4	2	0	1	3	3	3	4	4	4	3	
1	0	0	1	0	2	0	2	0	1	0	1	0	0	0	0	3	3	0	5	4	1	4	1	0	5	3	0	2	4	10	4	1	0	1	4	0	1	3	2	4	2	6	
