"УИК №2018"	"УИК №2019"	"УИК №2020"	"УИК №2021"	"УИК №2022"	"УИК №2023"	"УИК №2024"	"УИК №2025"	"УИК №2026"	"УИК №2027"	"УИК №2028"	"УИК №2029"	"УИК №2030"	"УИК №2031"	"УИК №2032"	"УИК №2033"	"УИК №2034"	"УИК №2035"	"УИК №2036"	"УИК №2037"	"УИК №2038"	"УИК №2039"	"УИК №2040"	"УИК №2041"	"УИК №2042"	"УИК №2043"	"УИК №2044"	"УИК №2045"	"УИК №2046"	
2635	2487	2298	2517	2219	2273	2019	2678	2316	1968	1705	2413	2067	2332	2449	2090	2156	2153	1662	2152	1961	1801	1655	2208	2482	1658	2261	1968	2504	
2000	2100	1900	2100	1900	1900	1700	2100	1800	1600	1400	2000	1700	2000	2000	1700	1800	1800	1400	1800	1600	1500	1400	1800	2100	1400	1900	1600	2100	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1530	1478	1288	1433	1266	1331	1224	1669	1418	1072	865	1418	1132	1250	1316	1204	1237	1104	969	1156	1137	984	946	1208	1461	875	1341	1156	1564	
42	52	64	46	40	50	37	37	28	39	35	47	44	29	83	60	32	49	27	45	36	34	44	61	46	10	43	41	59	
428	570	548	621	594	519	439	394	354	489	500	535	524	721	601	436	531	647	404	599	427	482	410	531	593	515	516	403	477	
42	52	64	46	40	50	37	37	28	39	35	47	44	29	83	60	32	49	27	45	36	34	44	61	46	10	43	41	59	
1530	1459	1285	1429	1265	1331	1224	1667	1418	1071	865	1418	1132	1246	1316	1204	1237	1104	969	1154	1137	984	944	1202	1461	873	1341	1154	1560	
27	17	13	14	16	16	13	34	22	15	10	22	12	14	7	19	31	15	0	12	17	20	11	15	30	22	26	27	32	
1545	1494	1336	1461	1289	1365	1248	1670	1424	1095	890	1443	1164	1261	1392	1245	1238	1138	996	1187	1156	998	977	1248	1477	861	1358	1168	1587	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

15	23	20	11	10	19	25	11	12	12	6	7	12	11	9	11	10	12	5	11	17	16	9	15	20	8	27	18	17	
227	189	171	200	109	165	195	215	196	142	113	121	122	194	122	150	135	117	94	148	126	119	133	181	223	129	191	190	213	
81	63	50	57	80	60	45	83	64	43	37	42	46	56	34	48	65	45	46	51	45	46	58	44	52	13	53	46	52	
1024	1060	961	1036	1025	982	848	1253	1012	779	646	1224	896	863	1158	871	911	864	823	865	856	700	684	878	1011	584	934	782	1121	
76	68	55	79	7	61	63	51	59	51	33	13	39	67	28	59	43	43	10	53	46	48	37	67	76	68	60	55	95	
12	17	10	10	7	12	2	6	11	15	6	5	8	5	7	12	7	14	1	10	8	11	4	13	12	5	12	12	8	
31	26	26	21	20	19	16	17	27	21	21	10	10	18	16	25	22	17	7	23	20	24	11	20	32	22	36	19	21	
79	48	43	47	31	47	54	34	43	32	28	21	31	47	18	69	45	26	10	26	38	34	41	30	51	32	45	46	60	
