"УИК №334"	"УИК №335"	"УИК №336"	"УИК №337"	"УИК №339"	"УИК №340"	"УИК №341"	"УИК №342"	"УИК №343"	"УИК №344"	"УИК №345"	"УИК №346"	"УИК №347"	"УИК №348"	"УИК №349"	"УИК №350"	"УИК №351"	"УИК №352"	"УИК №353"	"УИК №354"	"УИК №355"	"УИК №356"	"УИК №358"	"УИК №359"	
985	1073	1074	1014	1011	250	166	463	443	367	602	574	350	190	469	205	392	313	238	247	182	547	306	226	
989	1082	1106	1063	1040	264	183	485	470	383	616	578	360	204	487	209	406	306	241	253	183	537	316	239	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
825	754	768	767	794	190	126	359	293	318	317	369	245	120	343	179	231	247	123	200	125	307	130	141	
50	148	80	57	78	38	28	75	107	37	257	167	75	56	84	22	131	41	94	33	43	191	155	65	
114	180	258	239	168	36	29	51	70	28	42	42	40	28	60	8	44	18	24	20	15	39	31	33	
50	148	80	57	78	38	28	75	107	37	257	167	75	56	84	22	131	41	94	33	43	191	155	65	
825	754	768	767	794	190	126	359	293	318	317	369	245	120	343	179	231	247	123	200	125	307	130	141	
0	0	3	4	1	1	1	1	0	0	1	0	0	0	0	0	5	2	0	0	0	4	0	0	
875	902	845	820	871	227	153	433	400	355	573	536	320	176	427	201	357	286	217	233	168	494	285	206	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

0	1	3	6	2	0	0	1	1	1	0	0	1	0	3	0	0	2	0	0	0	1	2	0	
37	98	51	62	126	15	4	29	18	16	15	45	31	4	69	21	22	36	16	15	9	75	23	14	
29	45	32	58	15	12	4	21	15	10	10	39	10	6	13	2	15	10	3	3	2	7	6	11	
808	734	746	680	711	196	145	375	358	322	548	446	271	162	342	177	317	233	194	213	157	405	254	180	
0	4	5	5	7	0	0	1	4	3	0	1	5	2	0	0	3	1	4	2	0	1	0	1	
1	9	6	3	7	4	0	2	2	1	0	3	1	1	0	1	0	2	0	0	0	3	0	0	
0	3	1	2	2	0	0	1	2	2	0	1	0	1	0	0	0	1	0	0	0	0	0	0	
0	8	1	4	1	0	0	3	0	0	0	1	1	0	0	0	0	1	0	0	0	2	0	0	
