"УИК №186"	"УИК №187"	"УИК №188"	"УИК №189"	"УИК №190"	"УИК №191"	"УИК №192"	"УИК №193"	"УИК №194"	"УИК №195"	"УИК №196"	"УИК №197"	"УИК №198"	"УИК №199"	"УИК №200"	"УИК №201"	"УИК №202"	"УИК №203"	"УИК №204"	"УИК №205"	"УИК №206"	"УИК №207"	"УИК №208"	"УИК №209"	"УИК №210"	"УИК №211"	"УИК №212"	"УИК №213"	"УИК №214"	"УИК №215"	"УИК №216"	"УИК №217"	"УИК №218"	"УИК №219"	"УИК №220"	"УИК №221"	"УИК №222"	"УИК №223"	"УИК №224"	"УИК №225"	"УИК №226"	"УИК №227"	"УИК №228"	"УИК №229"	"УИК №230"	"УИК №231"	"УИК №232"	"УИК №233"	"УИК №234"	
1544	1788	1354	1627	1261	261	371	339	469	285	355	247	433	405	368	427	142	273	222	84	252	785	678	322	657	348	572	313	433	401	752	1326	70	796	360	372	78	686	383	957	1059	1387	1038	909	904	950	294	449	635	
1476	1743	1311	1491	1236	263	369	341	485	293	362	241	435	407	366	429	143	297	232	93	263	766	675	331	668	343	600	314	450	437	775	1344	65	811	360	385	70	698	381	938	1012	1404	1008	884	875	902	283	434	594	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1230	1425	1101	1335	908	223	306	294	413	238	290	209	371	338	320	377	118	226	187	80	210	713	585	275	562	281	471	272	375	366	580	1218	62	714	310	313	66	534	317	834	920	1032	733	727	793	707	251	413	483	
119	155	35	156	72	10	18	10	0	25	27	10	28	31	12	30	9	15	12	0	17	11	21	13	37	34	35	8	13	30	91	18	3	23	11	27	3	81	26	68	65	219	40	30	26	17	0	0	27	
127	163	175	0	256	30	45	37	72	30	45	22	36	38	34	22	16	56	33	13	36	42	69	43	69	28	94	34	62	41	104	108	0	74	39	45	1	83	38	36	27	153	235	127	56	178	32	21	84	
119	155	35	156	72	10	18	10	0	25	27	10	28	31	12	30	9	15	12	0	17	11	21	13	37	34	35	8	13	30	91	18	3	23	11	27	3	81	26	68	65	219	40	30	26	17	0	0	27	
1230	1425	1101	1335	908	223	306	294	413	238	290	209	371	338	320	377	118	226	187	80	210	713	585	275	562	281	471	272	375	366	580	1218	62	714	310	313	66	534	317	834	919	1032	733	727	793	707	251	413	483	
0	0	3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	0	9	8	0	5	0	0	2	
1349	1580	1133	1491	980	233	324	304	413	263	317	219	399	368	332	407	127	241	199	80	227	724	605	288	598	315	506	280	388	396	671	1236	65	737	321	340	69	615	343	900	981	1251	764	749	819	719	251	413	508	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

3	0	10	0	1	0	2	0	0	1	1	0	0	1	4	0	0	0	0	0	0	3	1	0	0	0	5	0	3	1	3	4	0	2	0	0	0	1	1	1	4	2	1	2	4	4	0	0	1	
13	42	11	32	17	8	15	12	11	4	9	5	9	1	7	0	4	5	7	1	7	30	22	8	2	5	5	7	5	2	11	20	3	21	5	12	1	30	4	28	12	34	82	59	17	75	13	18	56	
45	48	17	39	18	3	5	0	34	4	5	6	11	19	8	15	3	5	4	2	2	11	18	5	3	2	10	9	6	0	15	24	0	16	11	1	5	15	11	12	28	21	52	45	10	43	7	14	27	
1280	1487	1074	1401	923	219	301	290	368	253	298	208	379	343	313	392	120	226	188	77	216	672	558	275	590	305	481	264	369	393	631	1170	62	691	302	325	63	566	323	853	928	1178	605	630	768	582	227	381	415	
2	2	6	7	8	2	0	1	0	0	1	0	0	0	0	0	0	1	0	0	1	2	3	0	0	1	0	0	1	0	4	4	0	1	0	0	0	1	1	2	3	2	9	3	4	4	0	0	4	
1	0	4	0	7	1	1	1	0	1	2	0	0	2	0	0	0	3	0	0	1	3	2	0	1	2	0	0	1	0	2	5	0	4	3	2	0	1	2	2	5	4	11	9	11	7	0	0	1	
3	1	3	12	4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3	0	0	2	0	0	0	2	0	3	5	0	2	0	0	0	1	1	1	1	7	3	1	1	0	0	0	2	
2	0	8	0	2	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	1	0	0	0	5	0	1	0	2	4	0	0	0	0	0	0	0	1	0	3	1	0	4	4	4	0	2	
