"УИК №401"	"УИК №402"	"УИК №403"	"УИК №404"	"УИК №405"	"УИК №406"	"УИК №407"	"УИК №408"	"УИК №409"	"УИК №410"	"УИК №411"	"УИК №412"	"УИК №413"	"УИК №414"	"УИК №415"	"УИК №416"	"УИК №417"	"УИК №418"	"УИК №441"	"УИК №472"	"УИК №473"	"УИК №474"	"УИК №475"	
1726	2163	1266	2165	2685	2671	2481	2937	2022	1642	2776	2097	778	599	2265	2170	1699	1081	2272	2450	2252	550	250	
1700	2144	1235	2119	2540	2543	2431	2873	1986	1640	2630	2059	760	581	2227	2129	1648	1077	2272	2450	2252	550	250	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	500	0	0	
1639	1431	1019	2010	876	932	2360	2643	1932	1398	1527	2014	667	549	2155	1942	1589	933	1279	2450	1752	546	247	
5	90	160	10	0	26	16	136	6	54	12	9	3	4	6	103	7	5	16	0	0	0	0	
56	623	56	99	1664	1564	55	94	48	188	1091	36	90	28	66	84	52	139	977	0	0	4	3	
5	90	160	10	0	26	16	136	6	54	12	9	3	4	6	103	7	5	16	0	500	0	0	
1639	1431	1019	2010	876	932	2360	2643	1932	1398	1527	2014	667	549	2155	1942	1589	933	1279	2450	1752	546	247	
1	75	1	31	28	30	1	2	1	27	53	1	10	0	1	2	1	12	57	2	1	1	0	
1643	1446	1178	1989	848	928	2375	2777	1937	1425	1486	2022	660	553	2160	2043	1595	926	1238	2448	2251	545	247	
0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	

35	9	25	5	2	14	36	15	27	10	15	29	3	12	35	30	42	2	6	40	56	42	29	
65	327	78	240	139	231	40	56	32	179	372	41	95	62	77	83	76	100	289	90	60	24	11	
2	9	3	2	3	7	5	2	5	9	6	2	6	1	2	0	3	2	13	3	2	1	1	
1482	984	999	1662	664	611	2239	2644	1816	1171	971	1885	527	430	1993	1884	1431	797	812	2268	2115	426	148	
3	67	7	42	24	35	5	3	2	36	72	7	12	4	1	2	0	13	68	1	1	2	7	
17	5	11	10	2	2	18	11	12	1	4	9	3	9	3	7	9	5	15	27	5	4	8	
19	10	26	8	3	4	20	23	14	3	13	17	1	21	29	14	20	0	4	2	0	25	36	
20	35	29	20	11	24	12	23	29	16	33	32	13	14	20	23	14	7	31	17	12	21	7	
