"УИК №756"	"УИК №757"	"УИК №758"	"УИК №759"	"УИК №760"	"УИК №761"	
173	2266	1065	298	715	251	
190	2300	1100	300	710	250	
4	0	0	0	0	0	
132	1390	671	210	352	205	
11	141	110	14	186	13	
43	769	319	76	172	32	
15	141	110	14	186	13	
132	1386	671	210	352	205	
2	17	11	4	10	8	
145	1510	770	220	528	210	
0	0	0	0	0	0	
0	0	0	0	0	0	

3	13	1	3	7	0	
7	302	129	26	58	23	
13	142	59	18	53	31	
121	1017	571	169	395	154	
0	12	7	2	3	0	
0	12	2	2	7	1	
0	6	0	0	4	0	
1	6	1	0	1	1	
