"УИК №4701"	"УИК №4702"	"УИК №4703"	"УИК №4704"	"УИК №4705"	"УИК №4706"	"УИК №4707"	"УИК №4708"	"УИК №4709"	"УИК №4710"	"УИК №4711"	"УИК №4712"	"УИК №4713"	"УИК №4714"	"УИК №4715"	"УИК №4716"	"УИК №4717"	"УИК №4718"	"УИК №4719"	"УИК №4720"	"УИК №4721"	"УИК №4722"	"УИК №4723"	"УИК №4724"	"УИК №4725"	"УИК №4726"	"УИК №4727"	"УИК №4728"	
1270	152	1082	479	305	674	268	91	608	97	866	938	399	715	165	2255	341	724	322	1694	200	967	504	460	1361	560	386	1071	
1290	200	1210	500	320	725	290	100	650	95	1000	1060	500	850	190	2385	380	780	390	1800	220	1050	500	525	1500	580	430	1180	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1147	129	897	417	263	475	233	78	516	79	694	812	336	631	139	1624	279	620	268	1460	160	789	422	375	1138	458	330	841	
93	12	135	51	35	68	22	11	58	14	121	94	37	77	17	188	51	77	39	150	33	117	47	61	163	61	37	119	
50	59	178	32	22	182	35	11	76	2	185	154	127	142	34	573	50	83	83	190	27	144	31	89	199	61	63	220	
93	12	135	51	35	68	22	11	58	14	121	94	37	77	17	188	51	77	39	150	33	117	47	61	163	61	37	119	
1147	129	897	417	263	475	233	78	516	79	694	812	336	631	139	1624	279	620	268	1460	160	789	422	375	1138	458	330	841	
11	4	10	0	3	12	2	0	5	0	104	5	3	37	23	210	30	10	32	15	11	9	7	3	31	6	0	5	
1229	137	1022	468	295	531	253	89	569	93	711	901	370	671	133	1602	300	687	275	1595	182	897	462	433	1270	513	367	955	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

1	1	1	0	0	1	0	2	1	0	3	4	0	0	2	4	0	0	1	4	2	4	0	2	6	1	1	2	
27	16	55	15	4	74	26	6	12	11	50	40	58	25	5	67	17	83	21	239	41	95	58	34	20	50	36	94	
6	10	20	9	2	35	16	4	3	5	36	17	4	10	3	26	8	33	8	132	21	86	45	37	31	34	10	44	
1190	104	940	444	288	404	204	74	549	76	596	826	305	629	120	1471	274	556	235	1195	113	697	346	351	1195	414	312	797	
0	3	2	0	1	8	3	0	2	0	13	3	0	3	1	17	1	6	2	7	0	10	8	2	4	4	5	3	
3	2	0	0	0	6	4	2	1	1	8	6	0	3	1	4	0	7	2	7	3	4	1	4	4	7	2	9	
0	1	3	0	0	1	0	0	1	0	5	5	1	0	1	3	0	2	3	6	1	1	2	2	8	0	1	2	
2	0	1	0	0	2	0	1	0	0	0	0	2	1	0	10	0	0	3	5	1	0	2	1	2	3	0	4	
