"УИК №1407"	"УИК №1408"	"УИК №1409"	"УИК №1410"	"УИК №1411"	"УИК №1412"	"УИК №1413"	"УИК №1414"	"УИК №1415"	"УИК №1416"	"УИК №1417"	"УИК №1418"	"УИК №1419"	"УИК №1420"	"УИК №1421"	"УИК №1422"	"УИК №1423"	"УИК №1424"	"УИК №1425"	"УИК №1426"	"УИК №1427"	"УИК №1428"	"УИК №1429"	"УИК №1430"	"УИК №1431"	
1118	1638	945	2077	231	221	354	352	421	776	38	82	316	419	389	193	482	423	523	85	49	136	74	168	264	
1100	1620	925	2240	235	230	345	356	415	764	41	80	310	410	391	180	495	415	536	84	47	130	70	171	264	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
691	982	518	1396	166	130	238	246	297	424	26	63	244	296	274	158	313	378	366	54	37	106	52	110	189	
60	147	83	140	43	61	59	32	42	123	4	5	24	83	36	11	64	15	82	25	9	11	17	38	11	
349	491	324	704	26	39	48	78	76	217	11	12	42	31	81	11	118	22	88	5	1	13	1	23	64	
60	147	83	140	43	61	59	32	42	123	4	5	24	83	36	11	64	15	82	25	9	11	17	38	11	
691	982	518	1396	166	130	238	246	297	424	26	63	244	296	274	158	313	378	366	54	37	106	52	110	189	
7	6	11	13	1	2	2	2	11	1	0	0	1	1	3	0	2	2	3	0	0	0	1	1	1	
744	1123	590	1523	208	189	295	276	328	546	30	68	267	378	307	169	375	391	445	79	46	117	68	147	199	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

2	6	6	11	1	2	0	2	2	3	0	0	3	2	2	0	3	0	2	0	0	1	0	0	0	
111	190	57	240	14	20	27	28	41	62	0	3	42	32	27	11	32	7	65	2	3	10	3	9	27	
76	101	76	142	19	11	14	11	26	61	3	12	14	19	11	20	40	12	19	9	3	5	6	12	18	
533	792	438	1083	168	153	253	229	252	407	27	52	204	316	264	134	296	364	355	67	40	98	59	121	151	
7	10	3	13	4	0	0	2	1	2	0	1	2	4	2	1	0	4	0	0	0	1	0	5	0	
10	12	2	8	2	0	0	4	3	6	0	0	1	2	1	1	4	1	3	1	0	1	0	0	2	
4	4	7	13	0	0	1	0	0	4	0	0	1	0	0	2	0	3	0	0	0	1	0	0	0	
1	8	1	13	0	3	0	0	3	1	0	0	0	3	0	0	0	0	1	0	0	0	0	0	1	
