"УИК №721"	"УИК №722"	"УИК №723"	"УИК №724"	"УИК №725"	"УИК №726"	"УИК №727"	"УИК №728"	"УИК №729"	"УИК №730"	"УИК №731"	"УИК №732"	"УИК №733"	"УИК №734"	"УИК №735"	"УИК №737"	"УИК №738"	"УИК №739"	"УИК №740"	"УИК №741"	"УИК №742"	"УИК №743"	"УИК №744"	"УИК №745"	"УИК №746"	"УИК №747"	"УИК №748"	"УИК №749"	"УИК №750"	"УИК №751"	
181	324	90	104	243	455	302	361	64	72	377	274	418	548	263	226	125	101	140	176	154	263	72	172	708	502	568	566	711	628	
190	345	90	100	245	450	300	380	65	90	390	280	420	550	285	235	130	100	150	185	155	270	75	170	700	450	550	550	700	600	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
84	164	39	60	133	261	167	218	36	33	187	179	222	312	125	133	60	54	85	79	84	112	41	77	409	316	293	310	417	375	
7	5	4	3	5	9	35	21	0	6	19	14	35	17	11	14	5	2	3	11	3	29	1	16	31	25	24	22	33	22	
99	176	47	37	107	180	98	141	29	51	184	87	163	221	149	88	65	44	62	95	68	129	33	77	260	109	233	218	250	203	
7	5	4	3	5	9	35	21	0	6	19	14	35	17	11	14	5	2	3	11	3	29	1	16	31	25	24	22	33	22	
84	164	39	60	133	261	167	218	36	33	187	179	222	312	125	133	60	54	85	79	84	112	41	77	409	316	293	310	417	375	
2	3	0	0	4	4	2	1	2	1	2	0	5	4	0	2	3	0	0	0	1	2	0	0	6	7	2	4	5	6	
89	166	43	63	134	266	200	238	34	38	204	193	252	325	136	145	62	56	88	90	86	139	42	93	434	334	315	328	445	391	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

0	1	0	0	0	0	2	3	0	0	1	2	2	4	0	0	1	0	0	1	2	2	1	0	1	5	2	1	1	4	
4	15	0	3	27	23	11	19	1	2	17	20	5	30	12	5	0	18	11	10	8	22	6	8	71	44	29	41	71	49	
7	10	6	4	15	37	22	24	3	3	20	13	23	45	22	9	8	11	7	9	12	17	6	10	38	18	37	31	51	46	
76	138	34	55	89	200	162	188	30	32	166	155	218	240	98	130	53	26	69	70	59	93	29	72	314	260	240	244	308	287	
1	2	2	1	1	1	1	1	0	1	0	2	4	2	2	0	0	1	0	0	3	0	0	1	3	1	4	3	7	2	
0	0	0	0	1	2	1	0	0	0	0	0	0	2	1	0	0	0	0	0	2	1	0	0	1	1	2	2	2	1	
1	0	1	0	1	3	1	3	0	0	0	0	0	1	0	1	0	0	1	0	0	3	0	0	2	4	0	3	1	2	
0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	1	0	2	4	1	1	3	4	0	
