"УИК №3101"	"УИК №3102"	"УИК №3103"	"УИК №3104"	"УИК №3105"	"УИК №3106"	"УИК №3107"	"УИК №3108"	"УИК №3109"	"УИК №3110"	"УИК №3111"	"УИК №3112"	"УИК №3113"	"УИК №3114"	"УИК №3115"	"УИК №3116"	"УИК №3117"	"УИК №3118"	"УИК №3119"	"УИК №3120"	"УИК №3121"	"УИК №3122"	"УИК №3123"	"УИК №3124"	"УИК №3125"	"УИК №3126"	"УИК №3127"	"УИК №3128"	"УИК №3129"	
1935	1771	1643	2314	1747	1411	1286	1558	1182	1874	1481	1330	1497	1201	1753	1768	1732	2300	1630	1749	1401	1668	1593	1150	548	375	376	335	1505	
1300	1300	1600	1700	1300	1200	1000	1200	900	1400	1200	900	1100	1000	1400	1550	1400	1600	1300	1400	1100	1500	1200	1000	600	400	450	350	1700	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
981	1002	1118	1349	1033	836	750	1018	652	1171	956	709	984	693	1099	1090	1050	1366	1023	937	843	1093	697	802	548	375	376	323	1193	
89	22	53	120	58	43	22	28	37	58	42	26	45	33	21	41	56	35	58	65	37	56	54	10	0	0	0	0	271	
230	276	431	231	209	321	228	154	211	171	202	165	71	274	280	419	294	199	219	398	220	351	449	188	52	25	74	27	236	
89	22	53	120	58	43	22	28	37	58	42	26	45	33	21	41	56	35	58	65	37	56	54	10	0	0	0	0	271	
980	1001	1115	1349	1032	836	750	1018	652	1171	955	706	984	693	1099	1089	1050	1366	1023	937	843	1093	696	801	548	375	376	323	1193	
14	19	18	23	23	7	11	10	5	15	12	5	18	8	12	19	14	9	16	9	12	15	5	36	5	2	3	2	31	
1055	1004	1150	1446	1067	872	761	1036	684	1214	985	727	1011	718	1108	1111	1092	1392	1065	993	868	1134	745	775	543	373	373	321	1433	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

4	11	11	16	16	5	8	14	6	18	13	1	19	8	7	14	14	14	13	7	3	8	3	12	5	4	3	2	14	
107	126	142	176	114	90	112	101	71	139	122	91	141	80	123	100	118	163	108	138	96	114	68	151	51	25	6	29	149	
62	59	61	59	29	41	31	33	40	54	36	30	33	32	45	37	52	77	37	50	45	55	49	40	29	35	45	18	88	
757	704	817	1007	774	612	522	750	469	859	697	541	704	523	809	830	794	1011	784	725	616	841	563	480	436	297	283	249	1084	
58	49	46	84	58	44	47	67	44	62	43	37	68	42	54	51	54	56	55	32	43	45	27	39	14	9	32	14	43	
6	8	13	13	8	7	9	6	4	6	9	3	6	3	7	11	8	10	6	7	7	6	9	11	2	1	1	2	19	
25	16	16	30	25	28	9	16	19	30	23	9	14	9	20	26	20	35	28	11	17	14	7	18	3	1	2	4	10	
36	31	44	61	43	45	23	49	31	46	42	15	26	21	43	42	32	26	34	23	41	51	19	24	3	1	1	3	26	
